tag_id,unit_id,asset_id,engineering_unit,low_limit,high_limit,historian_enabled
PLT-15-U01_VIBRATION,PLT-15-U01,OT-01601,mm_s,0.1,12,YES
PLT-15-U02_TEMP,PLT-15-U02,OT-01555,C,20,220,YES
PLT-15-U02_PRESSURE,PLT-15-U02,OT-01555,bar,1,30,YES
PLT-15-U02_FLOW,PLT-15-U02,OT-01555,m3_h,10,500,YES
PLT-15-U02_VIBRATION,PLT-15-U02,OT-01555,mm_s,0.1,12,YES
PLT-15-U03_TEMP,PLT-15-U03,OT-01642,C,20,220,YES
PLT-15-U03_PRESSURE,PLT-15-U03,OT-01642,bar,1,30,YES
PLT-15-U03_FLOW,PLT-15-U03,OT-01642,m3_h,10,500,NO
PLT-15-U03_VIBRATION,PLT-15-U03,OT-01642,mm_s,0.1,12,YES
PLT-15-U04_TEMP,PLT-15-U04,OT-01588,C,20,220,YES
PLT-15-U04_PRESSURE,PLT-15-U04,OT-01588,bar,1,30,YES
PLT-15-U04_FLOW,PLT-15-U04,OT-01588,m3_h,10,500,YES
PLT-15-U04_VIBRATION,PLT-15-U04,OT-01588,mm_s,0.1,12,NO
PLT-15-U05_TEMP,PLT-15-U05,OT-01641,C,20,220,YES
PLT-15-U05_PRESSURE,PLT-15-U05,OT-01641,bar,1,30,YES
PLT-15-U05_FLOW,PLT-15-U05,OT-01641,m3_h,10,500,YES
PLT-15-U05_VIBRATION,PLT-15-U05,OT-01641,mm_s,0.1,12,YES
PLT-15-U06_TEMP,PLT-15-U06,OT-01622,C,20,220,YES
PLT-15-U06_PRESSURE,PLT-15-U06,OT-01622,bar,1,30,YES
PLT-15-U06_FLOW,PLT-15-U06,OT-01622,m3_h,10,500,YES
PLT-15-U06_VIBRATION,PLT-15-U06,OT-01622,mm_s,0.1,12,YES
PLT-15-U07_TEMP,PLT-15-U07,OT-01607,C,20,220,YES
PLT-15-U07_PRESSURE,PLT-15-U07,OT-01607,bar,1,30,YES
PLT-15-U07_FLOW,PLT-15-U07,OT-01607,m3_h,10,500,YES
PLT-15-U07_VIBRATION,PLT-15-U07,OT-01607,mm_s,0.1,12,YES
PLT-15-U08_TEMP,PLT-15-U08,OT-01586,C,20,220,YES
PLT-15-U08_PRESSURE,PLT-15-U08,OT-01586,bar,1,30,YES
PLT-15-U08_FLOW,PLT-15-U08,OT-01586,m3_h,10,500,YES
PLT-15-U08_VIBRATION,PLT-15-U08,OT-01586,mm_s,0.1,12,YES
PLT-15-U09_TEMP,PLT-15-U09,OT-01633,C,20,220,YES
PLT-15-U09_PRESSURE,PLT-15-U09,OT-01633,bar,1,30,YES
PLT-15-U09_FLOW,PLT-15-U09,OT-01633,m3_h,10,500,YES
PLT-15-U09_VIBRATION,PLT-15-U09,OT-01633,mm_s,0.1,12,YES
PLT-15-U10_TEMP,PLT-15-U10,OT-01642,C,20,220,NO
PLT-15-U10_PRESSURE,PLT-15-U10,OT-01642,bar,1,30,YES
PLT-15-U10_FLOW,PLT-15-U10,OT-01642,m3_h,10,500,YES
PLT-15-U10_VIBRATION,PLT-15-U10,OT-01642,mm_s,0.1,12,YES
PLT-15-U11_TEMP,PLT-15-U11,OT-01659,C,20,220,YES
PLT-15-U11_PRESSURE,PLT-15-U11,OT-01659,bar,1,30,YES
PLT-15-U11_FLOW,PLT-15-U11,OT-01659,m3_h,10,500,YES
PLT-15-U11_VIBRATION,PLT-15-U11,OT-01659,mm_s,0.1,12,YES
PLT-15-U12_TEMP,PLT-15-U12,OT-01633,C,20,220,YES
PLT-15-U12_PRESSURE,PLT-15-U12,OT-01633,bar,1,30,NO
PLT-15-U12_FLOW,PLT-15-U12,OT-01633,m3_h,10,500,YES
PLT-15-U12_VIBRATION,PLT-15-U12,OT-01633,mm_s,0.1,12,YES
PLT-16-U01_TEMP,PLT-16-U01,OT-01734,C,20,220,YES
PLT-16-U01_PRESSURE,PLT-16-U01,OT-01734,bar,1,30,YES
PLT-16-U01_FLOW,PLT-16-U01,OT-01734,m3_h,10,500,YES
PLT-16-U01_VIBRATION,PLT-16-U01,OT-01734,mm_s,0.1,12,YES
PLT-16-U02_TEMP,PLT-16-U02,OT-01777,C,20,220,YES
PLT-16-U02_PRESSURE,PLT-16-U02,OT-01777,bar,1,30,YES
PLT-16-U02_FLOW,PLT-16-U02,OT-01777,m3_h,10,500,YES
PLT-16-U02_VIBRATION,PLT-16-U02,OT-01777,mm_s,0.1,12,YES
PLT-16-U03_TEMP,PLT-16-U03,OT-01678,C,20,220,YES
PLT-16-U03_PRESSURE,PLT-16-U03,OT-01678,bar,1,30,YES
PLT-16-U03_FLOW,PLT-16-U03,OT-01678,m3_h,10,500,YES
PLT-16-U03_VIBRATION,PLT-16-U03,OT-01678,mm_s,0.1,12,YES
PLT-16-U04_TEMP,PLT-16-U04,OT-01781,C,20,220,YES
PLT-16-U04_PRESSURE,PLT-16-U04,OT-01781,bar,1,30,YES
PLT-16-U04_FLOW,PLT-16-U04,OT-01781,m3_h,10,500,YES
PLT-16-U04_VIBRATION,PLT-16-U04,OT-01781,mm_s,0.1,12,YES
PLT-16-U05_TEMP,PLT-16-U05,OT-01718,C,20,220,YES
PLT-16-U05_PRESSURE,PLT-16-U05,OT-01718,bar,1,30,YES
PLT-16-U05_FLOW,PLT-16-U05,OT-01718,m3_h,10,500,YES
PLT-16-U05_VIBRATION,PLT-16-U05,OT-01718,mm_s,0.1,12,YES
PLT-16-U06_TEMP,PLT-16-U06,OT-01718,C,20,220,YES
PLT-16-U06_PRESSURE,PLT-16-U06,OT-01718,bar,1,30,YES
PLT-16-U06_FLOW,PLT-16-U06,OT-01718,m3_h,10,500,YES
PLT-16-U06_VIBRATION,PLT-16-U06,OT-01718,mm_s,0.1,12,YES
PLT-16-U07_TEMP,PLT-16-U07,OT-01723,C,20,220,YES
PLT-16-U07_PRESSURE,PLT-16-U07,OT-01723,bar,1,30,YES
PLT-16-U07_FLOW,PLT-16-U07,OT-01723,m3_h,10,500,YES
PLT-16-U07_VIBRATION,PLT-16-U07,OT-01723,mm_s,0.1,12,YES
PLT-16-U08_TEMP,PLT-16-U08,OT-01718,C,20,220,YES
PLT-16-U08_PRESSURE,PLT-16-U08,OT-01718,bar,1,30,YES
PLT-16-U08_FLOW,PLT-16-U08,OT-01718,m3_h,10,500,YES
PLT-16-U08_VIBRATION,PLT-16-U08,OT-01718,mm_s,0.1,12,YES
PLT-16-U09_TEMP,PLT-16-U09,OT-01718,C,20,220,YES
PLT-16-U09_PRESSURE,PLT-16-U09,OT-01718,bar,1,30,YES
PLT-16-U09_FLOW,PLT-16-U09,OT-01718,m3_h,10,500,YES
PLT-16-U09_VIBRATION,PLT-16-U09,OT-01718,mm_s,0.1,12,YES
PLT-16-U10_TEMP,PLT-16-U10,OT-01720,C,20,220,YES
PLT-16-U10_PRESSURE,PLT-16-U10,OT-01720,bar,1,30,YES
PLT-16-U10_FLOW,PLT-16-U10,OT-01720,m3_h,10,500,YES
PLT-16-U10_VIBRATION,PLT-16-U10,OT-01720,mm_s,0.1,12,NO
PLT-16-U11_TEMP,PLT-16-U11,OT-01692,C,20,220,YES
PLT-16-U11_PRESSURE,PLT-16-U11,OT-01692,bar,1,30,YES
PLT-16-U11_FLOW,PLT-16-U11,OT-01692,m3_h,10,500,YES
PLT-16-U11_VIBRATION,PLT-16-U11,OT-01692,mm_s,0.1,12,YES
PLT-16-U12_TEMP,PLT-16-U12,OT-01721,C,20,220,YES
PLT-16-U12_PRESSURE,PLT-16-U12,OT-01721,bar,1,30,YES
PLT-16-U12_FLOW,PLT-16-U12,OT-01721,m3_h,10,500,YES
PLT-16-U12_VIBRATION,PLT-16-U12,OT-01721,mm_s,0.1,12,YES
PLT-17-U01_TEMP,PLT-17-U01,OT-01801,C,20,220,YES
PLT-17-U01_PRESSURE,PLT-17-U01,OT-01801,bar,1,30,NO
PLT-17-U01_FLOW,PLT-17-U01,OT-01801,m3_h,10,500,YES
PLT-17-U01_VIBRATION,PLT-17-U01,OT-01801,mm_s,0.1,12,YES
PLT-17-U02_TEMP,PLT-17-U02,OT-01895,C,20,220,YES
PLT-17-U02_PRESSURE,PLT-17-U02,OT-01895,bar,1,30,YES
PLT-17-U02_FLOW,PLT-17-U02,OT-01895,m3_h,10,500,YES
PLT-17-U02_VIBRATION,PLT-17-U02,OT-01895,mm_s,0.1,12,YES
PLT-17-U03_TEMP,PLT-17-U03,OT-01811,C,20,220,YES
PLT-17-U03_PRESSURE,PLT-17-U03,OT-01811,bar,1,30,YES
PLT-17-U03_FLOW,PLT-17-U03,OT-01811,m3_h,10,500,YES
PLT-17-U03_VIBRATION,PLT-17-U03,OT-01811,mm_s,0.1,12,YES
PLT-17-U04_TEMP,PLT-17-U04,OT-01872,C,20,220,YES
PLT-17-U04_PRESSURE,PLT-17-U04,OT-01872,bar,1,30,YES
PLT-17-U04_FLOW,PLT-17-U04,OT-01872,m3_h,10,500,YES
PLT-17-U04_VIBRATION,PLT-17-U04,OT-01872,mm_s,0.1,12,YES
PLT-17-U05_TEMP,PLT-17-U05,OT-01832,C,20,220,YES
PLT-17-U05_PRESSURE,PLT-17-U05,OT-01832,bar,1,30,YES
PLT-17-U05_FLOW,PLT-17-U05,OT-01832,m3_h,10,500,YES
PLT-17-U05_VIBRATION,PLT-17-U05,OT-01832,mm_s,0.1,12,YES
PLT-17-U06_TEMP,PLT-17-U06,OT-01821,C,20,220,YES
PLT-17-U06_PRESSURE,PLT-17-U06,OT-01821,bar,1,30,YES
PLT-17-U06_FLOW,PLT-17-U06,OT-01821,m3_h,10,500,YES
PLT-17-U06_VIBRATION,PLT-17-U06,OT-01821,mm_s,0.1,12,NO
PLT-17-U07_TEMP,PLT-17-U07,OT-01850,C,20,220,YES
PLT-17-U07_PRESSURE,PLT-17-U07,OT-01850,bar,1,30,NO
PLT-17-U07_FLOW,PLT-17-U07,OT-01850,m3_h,10,500,YES
PLT-17-U07_VIBRATION,PLT-17-U07,OT-01850,mm_s,0.1,12,YES
PLT-17-U08_TEMP,PLT-17-U08,OT-01843,C,20,220,YES
PLT-17-U08_PRESSURE,PLT-17-U08,OT-01843,bar,1,30,YES
PLT-17-U08_FLOW,PLT-17-U08,OT-01843,m3_h,10,500,YES
PLT-17-U08_VIBRATION,PLT-17-U08,OT-01843,mm_s,0.1,12,YES
PLT-17-U09_TEMP,PLT-17-U09,OT-01818,C,20,220,YES
PLT-17-U09_PRESSURE,PLT-17-U09,OT-01818,bar,1,30,YES
PLT-17-U09_FLOW,PLT-17-U09,OT-01818,m3_h,10,500,YES
PLT-17-U09_VIBRATION,PLT-17-U09,OT-01818,mm_s,0.1,12,YES
PLT-17-U10_TEMP,PLT-17-U10,OT-01832,C,20,220,YES
PLT-17-U10_PRESSURE,PLT-17-U10,OT-01832,bar,1,30,YES
PLT-17-U10_FLOW,PLT-17-U10,OT-01832,m3_h,10,500,YES
PLT-17-U10_VIBRATION,PLT-17-U10,OT-01832,mm_s,0.1,12,YES
PLT-17-U11_TEMP,PLT-17-U11,OT-01875,C,20,220,YES
PLT-17-U11_PRESSURE,PLT-17-U11,OT-01875,bar,1,30,YES
PLT-17-U11_FLOW,PLT-17-U11,OT-01875,m3_h,10,500,YES
PLT-17-U11_VIBRATION,PLT-17-U11,OT-01875,mm_s,0.1,12,YES
PLT-17-U12_TEMP,PLT-17-U12,OT-01871,C,20,220,YES
PLT-17-U12_PRESSURE,PLT-17-U12,OT-01871,bar,1,30,YES
PLT-17-U12_FLOW,PLT-17-U12,OT-01871,m3_h,10,500,YES
PLT-17-U12_VIBRATION,PLT-17-U12,OT-01871,mm_s,0.1,12,YES
PLT-18-U01_TEMP,PLT-18-U01,OT-01919,C,20,220,YES
PLT-18-U01_PRESSURE,PLT-18-U01,OT-01919,bar,1,30,YES
PLT-18-U01_FLOW,PLT-18-U01,OT-01919,m3_h,10,500,YES
PLT-18-U01_VIBRATION,PLT-18-U01,OT-01919,mm_s,0.1,12,YES
PLT-18-U02_TEMP,PLT-18-U02,OT-01953,C,20,220,YES
PLT-18-U02_PRESSURE,PLT-18-U02,OT-01953,bar,1,30,YES
PLT-18-U02_FLOW,PLT-18-U02,OT-01953,m3_h,10,500,YES
PLT-18-U02_VIBRATION,PLT-18-U02,OT-01953,mm_s,0.1,12,YES
PLT-18-U03_TEMP,PLT-18-U03,OT-01995,C,20,220,NO
PLT-18-U03_PRESSURE,PLT-18-U03,OT-01995,bar,1,30,YES
PLT-18-U03_FLOW,PLT-18-U03,OT-01995,m3_h,10,500,YES
PLT-18-U03_VIBRATION,PLT-18-U03,OT-01995,mm_s,0.1,12,YES
PLT-18-U04_TEMP,PLT-18-U04,OT-01976,C,20,220,YES
PLT-18-U04_PRESSURE,PLT-18-U04,OT-01976,bar,1,30,YES
PLT-18-U04_FLOW,PLT-18-U04,OT-01976,m3_h,10,500,YES
PLT-18-U04_VIBRATION,PLT-18-U04,OT-01976,mm_s,0.1,12,YES
PLT-18-U05_TEMP,PLT-18-U05,OT-02004,C,20,220,YES
PLT-18-U05_PRESSURE,PLT-18-U05,OT-02004,bar,1,30,YES
PLT-18-U05_FLOW,PLT-18-U05,OT-02004,m3_h,10,500,YES
PLT-18-U05_VIBRATION,PLT-18-U05,OT-02004,mm_s,0.1,12,YES
PLT-18-U06_TEMP,PLT-18-U06,OT-02004,C,20,220,YES
PLT-18-U06_PRESSURE,PLT-18-U06,OT-02004,bar,1,30,YES
PLT-18-U06_FLOW,PLT-18-U06,OT-02004,m3_h,10,500,NO
PLT-18-U06_VIBRATION,PLT-18-U06,OT-02004,mm_s,0.1,12,YES
PLT-18-U07_TEMP,PLT-18-U07,OT-01957,C,20,220,NO
PLT-18-U07_PRESSURE,PLT-18-U07,OT-01957,bar,1,30,YES
PLT-18-U07_FLOW,PLT-18-U07,OT-01957,m3_h,10,500,YES
PLT-18-U07_VIBRATION,PLT-18-U07,OT-01957,mm_s,0.1,12,YES
PLT-18-U08_TEMP,PLT-18-U08,OT-01999,C,20,220,YES
PLT-18-U08_PRESSURE,PLT-18-U08,OT-01999,bar,1,30,YES
PLT-18-U08_FLOW,PLT-18-U08,OT-01999,m3_h,10,500,YES
PLT-18-U08_VIBRATION,PLT-18-U08,OT-01999,mm_s,0.1,12,YES
PLT-18-U09_TEMP,PLT-18-U09,OT-01939,C,20,220,YES
PLT-18-U09_PRESSURE,PLT-18-U09,OT-01939,bar,1,30,YES
PLT-18-U09_FLOW,PLT-18-U09,OT-01939,m3_h,10,500,YES
PLT-18-U09_VIBRATION,PLT-18-U09,OT-01939,mm_s,0.1,12,YES
PLT-18-U10_TEMP,PLT-18-U10,OT-01900,C,20,220,YES
PLT-18-U10_PRESSURE,PLT-18-U10,OT-01900,bar,1,30,YES
PLT-18-U10_FLOW,PLT-18-U10,OT-01900,m3_h,10,500,YES
PLT-18-U10_VIBRATION,PLT-18-U10,OT-01900,mm_s,0.1,12,YES
PLT-18-U11_TEMP,PLT-18-U11,OT-01968,C,20,220,YES
PLT-18-U11_PRESSURE,PLT-18-U11,OT-01968,bar,1,30,YES
PLT-18-U11_FLOW,PLT-18-U11,OT-01968,m3_h,10,500,YES
PLT-18-U11_VIBRATION,PLT-18-U11,OT-01968,mm_s,0.1,12,YES
PLT-18-U12_TEMP,PLT-18-U12,OT-01962,C,20,220,YES
PLT-18-U12_PRESSURE,PLT-18-U12,OT-01962,bar,1,30,YES
PLT-18-U12_FLOW,PLT-18-U12,OT-01962,m3_h,10,500,YES
PLT-18-U12_VIBRATION,PLT-18-U12,OT-01962,mm_s,0.1,12,YES
