session_id,asset_id,plant_id,identity,method,approved_window,start_time,end_time,mfa
RA-00441,OT-01074,PLT-10,vendor.engineer,remote_desktop,YES,2026-09-30T05:47:00,2026-09-30T06:53:00,UNKNOWN
RA-00442,OT-01870,PLT-17,contractor,jump_host,YES,2026-09-12T04:39:00,2026-09-12T05:45:00,YES
RA-00443,OT-01507,PLT-14,shared_support,jump_host,YES,2026-09-07T20:01:00,2026-09-07T21:10:00,UNKNOWN
RA-00444,OT-00776,PLT-08,vendor.engineer,local_service_laptop,YES,2026-09-19T02:25:00,2026-09-19T04:41:00,YES
RA-00445,OT-00925,PLT-09,vendor.engineer,vendor_vpn,YES,2026-09-28T10:36:00,2026-09-28T11:51:00,YES
RA-00446,OT-00552,PLT-06,site.engineer,vendor_vpn,UNKNOWN,2026-09-30T18:41:00,2026-09-30T18:49:00,YES
RA-00447,OT-01642,PLT-15,shared_support,remote_desktop,YES,2026-09-26T19:28:00,2026-09-26T20:40:00,NO
RA-00448,OT-01593,PLT-15,contractor,remote_desktop,YES,2026-10-01T01:44:00,2026-10-01T04:12:00,YES
RA-00449,OT-01556,PLT-15,shared_support,jump_host,YES,2026-10-01T00:29:00,2026-10-01T02:20:00,YES
RA-00450,OT-00733,PLT-07,site.engineer,remote_desktop,YES,2026-10-01T20:26:00,2026-10-01T23:10:00,YES
RA-00451,OT-00580,PLT-06,shared_support,remote_desktop,YES,2026-09-06T06:00:00,2026-09-06T06:33:00,YES
RA-00452,OT-01813,PLT-17,contractor,jump_host,YES,2026-09-01T00:57:00,2026-09-01T03:35:00,NO
RA-00453,OT-00895,PLT-09,contractor,remote_desktop,YES,2026-09-05T15:53:00,2026-09-05T16:52:00,YES
RA-00454,OT-00323,PLT-04,vendor.engineer,local_service_laptop,YES,2026-09-08T14:47:00,2026-09-08T15:32:00,YES
RA-00455,OT-00486,PLT-05,contractor,remote_desktop,NO,2026-09-16T01:38:00,2026-09-16T02:59:00,YES
RA-00456,OT-01382,PLT-13,shared_support,vendor_vpn,YES,2026-09-21T03:20:00,2026-09-21T05:36:00,YES
RA-00457,OT-01350,PLT-13,contractor,local_service_laptop,YES,2026-09-10T09:13:00,2026-09-10T10:02:00,YES
RA-00458,OT-00128,PLT-02,site.engineer,local_service_laptop,YES,2026-09-20T00:30:00,2026-09-20T02:48:00,UNKNOWN
RA-00459,OT-00242,PLT-03,unknown,local_service_laptop,YES,2026-09-25T07:58:00,2026-09-25T09:12:00,YES
RA-00460,OT-00948,PLT-09,contractor,jump_host,YES,2026-09-04T12:08:00,2026-09-04T13:22:00,YES
RA-00461,OT-00261,PLT-03,contractor,remote_desktop,YES,2026-09-23T00:58:00,2026-09-23T01:40:00,YES
RA-00462,OT-00591,PLT-06,vendor.engineer,vendor_vpn,NO,2026-09-05T10:38:00,2026-09-05T11:27:00,NO
RA-00463,OT-01809,PLT-17,unknown,jump_host,YES,2026-09-10T00:15:00,2026-09-10T02:12:00,YES
RA-00464,OT-00650,PLT-07,contractor,vendor_vpn,YES,2026-10-04T02:49:00,2026-10-04T04:34:00,YES
RA-00465,OT-01705,PLT-16,shared_support,local_service_laptop,YES,2026-09-10T02:45:00,2026-09-10T03:28:00,YES
RA-00466,OT-01932,PLT-18,site.engineer,remote_desktop,NO,2026-09-02T06:57:00,2026-09-02T09:56:00,UNKNOWN
RA-00467,OT-01733,PLT-16,vendor.engineer,jump_host,YES,2026-09-12T02:32:00,2026-09-12T03:24:00,YES
RA-00468,OT-00619,PLT-06,site.engineer,remote_desktop,YES,2026-09-27T22:17:00,2026-09-27T22:26:00,YES
RA-00469,OT-01155,PLT-11,vendor.engineer,remote_desktop,YES,2026-09-04T18:06:00,2026-09-04T19:15:00,YES
RA-00470,OT-00301,PLT-03,unknown,local_service_laptop,YES,2026-09-21T05:26:00,2026-09-21T07:47:00,YES
RA-00471,OT-00092,PLT-01,unknown,jump_host,NO,2026-09-27T04:03:00,2026-09-27T05:31:00,YES
RA-00472,OT-01761,PLT-16,vendor.engineer,local_service_laptop,YES,2026-09-24T19:18:00,2026-09-24T21:46:00,YES
RA-00473,OT-01080,PLT-10,vendor.engineer,vendor_vpn,YES,2026-09-05T15:50:00,2026-09-05T16:34:00,YES
RA-00474,OT-01659,PLT-15,contractor,local_service_laptop,UNKNOWN,2026-09-01T18:04:00,2026-09-01T20:11:00,UNKNOWN
RA-00475,OT-00055,PLT-01,shared_support,vendor_vpn,YES,2026-09-13T05:42:00,2026-09-13T07:50:00,NO
RA-00476,OT-01401,PLT-13,contractor,local_service_laptop,YES,2026-09-22T06:42:00,2026-09-22T07:08:00,YES
RA-00477,OT-00086,PLT-01,site.engineer,jump_host,YES,2026-09-18T14:17:00,2026-09-18T16:53:00,YES
RA-00478,OT-01137,PLT-11,site.engineer,remote_desktop,YES,2026-09-01T00:15:00,2026-09-01T00:46:00,YES
RA-00479,OT-01654,PLT-15,unknown,remote_desktop,YES,2026-09-17T00:50:00,2026-09-17T02:47:00,UNKNOWN
RA-00480,OT-01433,PLT-14,site.engineer,remote_desktop,YES,2026-09-03T01:38:00,2026-09-03T02:46:00,YES
RA-00481,OT-00430,PLT-04,shared_support,vendor_vpn,YES,2026-10-04T10:39:00,2026-10-04T12:08:00,YES
RA-00482,OT-01422,PLT-13,site.engineer,remote_desktop,YES,2026-09-08T06:09:00,2026-09-08T08:31:00,YES
RA-00483,OT-00129,PLT-02,unknown,local_service_laptop,YES,2026-10-05T10:05:00,2026-10-05T12:17:00,UNKNOWN
RA-00484,OT-01062,PLT-10,site.engineer,jump_host,UNKNOWN,2026-09-24T18:55:00,2026-09-24T20:43:00,YES
RA-00485,OT-00522,PLT-05,unknown,local_service_laptop,YES,2026-09-09T07:02:00,2026-09-09T07:39:00,YES
RA-00486,OT-00735,PLT-07,unknown,remote_desktop,YES,2026-09-07T22:49:00,2026-09-08T00:17:00,YES
RA-00487,OT-00835,PLT-08,shared_support,vendor_vpn,YES,2026-09-08T09:23:00,2026-09-08T11:00:00,YES
RA-00488,OT-01205,PLT-11,shared_support,local_service_laptop,YES,2026-09-05T23:20:00,2026-09-06T01:45:00,NO
RA-00489,OT-00526,PLT-05,unknown,remote_desktop,YES,2026-09-07T10:32:00,2026-09-07T12:38:00,YES
RA-00490,OT-01001,PLT-10,vendor.engineer,vendor_vpn,YES,2026-09-19T09:50:00,2026-09-19T10:35:00,YES
RA-00491,OT-01471,PLT-14,site.engineer,local_service_laptop,UNKNOWN,2026-09-22T22:12:00,2026-09-23T00:49:00,YES
RA-00492,OT-00188,PLT-02,shared_support,jump_host,YES,2026-09-15T02:02:00,2026-09-15T04:30:00,YES
RA-00493,OT-00404,PLT-04,unknown,local_service_laptop,YES,2026-09-06T02:44:00,2026-09-06T05:17:00,YES
RA-00494,OT-01443,PLT-14,unknown,jump_host,YES,2026-09-07T19:31:00,2026-09-07T20:21:00,YES
RA-00495,OT-00350,PLT-04,site.engineer,remote_desktop,YES,2026-09-02T12:48:00,2026-09-02T13:19:00,NO
RA-00496,OT-01988,PLT-18,unknown,vendor_vpn,YES,2026-09-25T19:54:00,2026-09-25T22:08:00,YES
RA-00497,OT-01280,PLT-12,site.engineer,remote_desktop,YES,2026-09-03T10:37:00,2026-09-03T12:49:00,YES
RA-00498,OT-00054,PLT-01,shared_support,local_service_laptop,YES,2026-09-07T05:04:00,2026-09-07T07:26:00,YES
RA-00499,OT-01254,PLT-12,contractor,vendor_vpn,YES,2026-09-30T20:36:00,2026-09-30T22:37:00,YES
RA-00500,OT-00777,PLT-08,shared_support,remote_desktop,YES,2026-09-28T15:50:00,2026-09-28T17:25:00,YES
RA-00501,OT-00519,PLT-05,shared_support,local_service_laptop,YES,2026-09-09T15:11:00,2026-09-09T16:42:00,YES
RA-00502,OT-01946,PLT-18,contractor,jump_host,YES,2026-09-30T09:07:00,2026-09-30T10:39:00,NO
RA-00503,OT-00428,PLT-04,contractor,jump_host,YES,2026-10-05T08:01:00,2026-10-05T09:05:00,YES
RA-00504,OT-00446,PLT-05,unknown,vendor_vpn,YES,2026-09-23T01:46:00,2026-09-23T02:14:00,UNKNOWN
RA-00505,OT-01365,PLT-13,unknown,vendor_vpn,YES,2026-09-19T05:11:00,2026-09-19T07:16:00,YES
RA-00506,OT-01678,PLT-16,contractor,remote_desktop,YES,2026-09-09T12:02:00,2026-09-09T13:51:00,YES
RA-00507,OT-00329,PLT-04,site.engineer,local_service_laptop,YES,2026-09-02T15:33:00,2026-09-02T17:49:00,YES
RA-00508,OT-00617,PLT-06,contractor,jump_host,YES,2026-09-02T12:38:00,2026-09-02T14:59:00,NO
RA-00509,OT-00258,PLT-03,unknown,remote_desktop,YES,2026-09-16T11:07:00,2026-09-16T12:44:00,NO
RA-00510,OT-00276,PLT-03,site.engineer,vendor_vpn,YES,2026-09-25T01:48:00,2026-09-25T03:46:00,YES
RA-00511,OT-00029,PLT-01,vendor.engineer,local_service_laptop,UNKNOWN,2026-09-22T13:50:00,2026-09-22T15:58:00,UNKNOWN
RA-00512,OT-01508,PLT-14,site.engineer,remote_desktop,YES,2026-09-30T07:37:00,2026-09-30T09:47:00,YES
RA-00513,OT-01276,PLT-12,unknown,local_service_laptop,YES,2026-09-22T05:59:00,2026-09-22T06:50:00,YES
RA-00514,OT-00048,PLT-01,shared_support,jump_host,UNKNOWN,2026-10-02T02:32:00,2026-10-02T04:38:00,YES
RA-00515,OT-00496,PLT-05,vendor.engineer,local_service_laptop,YES,2026-09-21T07:26:00,2026-09-21T08:33:00,YES
RA-00516,OT-01135,PLT-11,shared_support,remote_desktop,YES,2026-09-03T13:04:00,2026-09-03T14:30:00,YES
RA-00517,OT-01537,PLT-14,site.engineer,vendor_vpn,NO,2026-09-24T15:24:00,2026-09-24T17:38:00,YES
RA-00518,OT-01933,PLT-18,contractor,vendor_vpn,YES,2026-09-18T15:18:00,2026-09-18T16:10:00,NO
RA-00519,OT-00089,PLT-01,site.engineer,jump_host,NO,2026-09-20T20:41:00,2026-09-20T23:30:00,YES
RA-00520,OT-00855,PLT-08,site.engineer,remote_desktop,NO,2026-09-28T15:38:00,2026-09-28T16:12:00,YES
RA-00521,OT-01875,PLT-17,contractor,remote_desktop,YES,2026-09-08T09:36:00,2026-09-08T12:14:00,YES
RA-00522,OT-01485,PLT-14,shared_support,local_service_laptop,YES,2026-09-19T15:32:00,2026-09-19T18:11:00,UNKNOWN
RA-00523,OT-01038,PLT-10,contractor,local_service_laptop,YES,2026-10-04T19:51:00,2026-10-04T21:59:00,YES
RA-00524,OT-00468,PLT-05,unknown,local_service_laptop,YES,2026-09-22T02:15:00,2026-09-22T03:04:00,YES
RA-00525,OT-00880,PLT-08,shared_support,local_service_laptop,UNKNOWN,2026-09-20T17:13:00,2026-09-20T19:55:00,UNKNOWN
RA-00526,OT-01849,PLT-17,shared_support,vendor_vpn,YES,2026-09-15T19:25:00,2026-09-15T19:56:00,UNKNOWN
RA-00527,OT-01793,PLT-17,site.engineer,vendor_vpn,UNKNOWN,2026-09-07T01:47:00,2026-09-07T02:56:00,YES
RA-00528,OT-01918,PLT-18,vendor.engineer,remote_desktop,YES,2026-09-01T01:10:00,2026-09-01T02:45:00,YES
RA-00529,OT-01574,PLT-15,shared_support,local_service_laptop,UNKNOWN,2026-09-16T09:22:00,2026-09-16T11:50:00,YES
RA-00530,OT-01665,PLT-15,site.engineer,remote_desktop,YES,2026-09-30T15:51:00,2026-09-30T18:25:00,YES
RA-00531,OT-00974,PLT-09,vendor.engineer,jump_host,NO,2026-10-05T18:29:00,2026-10-05T19:07:00,YES
RA-00532,OT-01272,PLT-12,vendor.engineer,local_service_laptop,YES,2026-09-24T23:13:00,2026-09-24T23:58:00,YES
RA-00533,OT-00024,PLT-01,contractor,jump_host,UNKNOWN,2026-09-28T15:49:00,2026-09-28T16:16:00,YES
RA-00534,OT-01228,PLT-12,vendor.engineer,vendor_vpn,YES,2026-09-06T10:24:00,2026-09-06T12:17:00,YES
RA-00535,OT-01722,PLT-16,site.engineer,jump_host,YES,2026-09-04T10:13:00,2026-09-04T11:05:00,YES
RA-00536,OT-00537,PLT-06,shared_support,remote_desktop,NO,2026-09-03T09:15:00,2026-09-03T11:46:00,UNKNOWN
RA-00537,OT-01467,PLT-14,contractor,vendor_vpn,YES,2026-09-11T08:12:00,2026-09-11T10:25:00,YES
RA-00538,OT-00482,PLT-05,shared_support,remote_desktop,YES,2026-10-01T18:00:00,2026-10-01T20:05:00,YES
RA-00539,OT-00363,PLT-04,contractor,local_service_laptop,UNKNOWN,2026-09-13T22:06:00,2026-09-14T01:06:00,YES
RA-00540,OT-00974,PLT-09,unknown,remote_desktop,UNKNOWN,2026-09-16T14:45:00,2026-09-16T17:02:00,YES
RA-00541,OT-00047,PLT-01,vendor.engineer,jump_host,YES,2026-09-30T17:42:00,2026-09-30T19:11:00,YES
RA-00542,OT-01750,PLT-16,contractor,vendor_vpn,UNKNOWN,2026-09-28T10:16:00,2026-09-28T12:05:00,YES
RA-00543,OT-01164,PLT-11,vendor.engineer,vendor_vpn,YES,2026-09-21T05:04:00,2026-09-21T06:35:00,NO
RA-00544,OT-00873,PLT-08,site.engineer,remote_desktop,YES,2026-10-02T00:56:00,2026-10-02T03:36:00,YES
RA-00545,OT-00138,PLT-02,unknown,remote_desktop,YES,2026-09-23T10:58:00,2026-09-23T11:47:00,YES
RA-00546,OT-00082,PLT-01,contractor,remote_desktop,YES,2026-09-26T02:01:00,2026-09-26T04:34:00,YES
RA-00547,OT-01684,PLT-16,vendor.engineer,jump_host,YES,2026-09-09T06:19:00,2026-09-09T06:30:00,YES
RA-00548,OT-00900,PLT-09,contractor,vendor_vpn,YES,2026-10-01T18:13:00,2026-10-01T20:26:00,YES
RA-00549,OT-01639,PLT-15,vendor.engineer,remote_desktop,YES,2026-09-04T23:03:00,2026-09-05T01:01:00,YES
RA-00550,OT-00690,PLT-07,site.engineer,jump_host,UNKNOWN,2026-09-04T07:02:00,2026-09-04T07:17:00,YES
RA-00551,OT-01470,PLT-14,unknown,jump_host,UNKNOWN,2026-09-02T20:54:00,2026-09-02T23:50:00,YES
RA-00552,OT-00215,PLT-03,shared_support,jump_host,YES,2026-09-19T06:09:00,2026-09-19T07:57:00,YES
RA-00553,OT-01536,PLT-14,unknown,vendor_vpn,YES,2026-09-02T09:11:00,2026-09-02T11:41:00,YES
RA-00554,OT-00007,PLT-01,shared_support,local_service_laptop,YES,2026-09-03T16:02:00,2026-09-03T16:19:00,NO
RA-00555,OT-01624,PLT-15,unknown,remote_desktop,YES,2026-09-01T10:55:00,2026-09-01T13:14:00,YES
RA-00556,OT-00288,PLT-03,vendor.engineer,local_service_laptop,NO,2026-09-14T16:21:00,2026-09-14T19:06:00,YES
RA-00557,OT-01471,PLT-14,shared_support,local_service_laptop,YES,2026-09-16T14:24:00,2026-09-16T16:34:00,YES
RA-00558,OT-01988,PLT-18,shared_support,local_service_laptop,YES,2026-09-08T21:54:00,2026-09-09T00:19:00,NO
RA-00559,OT-02016,PLT-18,unknown,vendor_vpn,YES,2026-09-04T21:00:00,2026-09-04T22:55:00,YES
RA-00560,OT-01408,PLT-13,shared_support,local_service_laptop,YES,2026-09-12T07:04:00,2026-09-12T09:43:00,YES
RA-00561,OT-00033,PLT-01,contractor,vendor_vpn,YES,2026-09-07T08:29:00,2026-09-07T10:24:00,YES
RA-00562,OT-00658,PLT-07,vendor.engineer,local_service_laptop,YES,2026-09-03T12:34:00,2026-09-03T13:49:00,YES
RA-00563,OT-01898,PLT-18,vendor.engineer,jump_host,YES,2026-09-18T20:45:00,2026-09-18T23:28:00,YES
RA-00564,OT-00131,PLT-02,contractor,remote_desktop,YES,2026-09-21T13:34:00,2026-09-21T13:45:00,YES
RA-00565,OT-00819,PLT-08,contractor,jump_host,NO,2026-10-04T06:30:00,2026-10-04T07:01:00,YES
RA-00566,OT-00450,PLT-05,vendor.engineer,remote_desktop,YES,2026-09-29T01:17:00,2026-09-29T03:35:00,UNKNOWN
RA-00567,OT-01990,PLT-18,site.engineer,vendor_vpn,YES,2026-09-13T10:12:00,2026-09-13T10:48:00,YES
RA-00568,OT-00417,PLT-04,vendor.engineer,remote_desktop,YES,2026-09-18T01:46:00,2026-09-18T04:11:00,YES
RA-00569,OT-01234,PLT-12,vendor.engineer,vendor_vpn,YES,2026-10-01T10:04:00,2026-10-01T11:24:00,NO
RA-00570,OT-00912,PLT-09,unknown,local_service_laptop,YES,2026-09-02T13:23:00,2026-09-02T14:08:00,UNKNOWN
RA-00571,OT-02012,PLT-18,vendor.engineer,jump_host,YES,2026-10-01T18:40:00,2026-10-01T20:58:00,YES
RA-00572,OT-00313,PLT-03,contractor,local_service_laptop,NO,2026-09-29T20:32:00,2026-09-29T22:17:00,UNKNOWN
RA-00573,OT-01545,PLT-14,unknown,vendor_vpn,YES,2026-10-04T08:08:00,2026-10-04T08:20:00,YES
RA-00574,OT-00027,PLT-01,unknown,jump_host,YES,2026-09-15T11:59:00,2026-09-15T13:18:00,YES
RA-00575,OT-01930,PLT-18,unknown,local_service_laptop,YES,2026-09-16T22:29:00,2026-09-16T23:31:00,UNKNOWN
RA-00576,OT-00784,PLT-08,contractor,vendor_vpn,YES,2026-09-11T01:03:00,2026-09-11T03:34:00,YES
RA-00577,OT-01465,PLT-14,contractor,jump_host,YES,2026-09-27T12:43:00,2026-09-27T14:53:00,YES
RA-00578,OT-01148,PLT-11,site.engineer,remote_desktop,YES,2026-10-03T06:34:00,2026-10-03T08:31:00,UNKNOWN
RA-00579,OT-01310,PLT-13,contractor,jump_host,UNKNOWN,2026-09-20T03:04:00,2026-09-20T04:57:00,YES
RA-00580,OT-00334,PLT-04,unknown,jump_host,YES,2026-09-30T16:55:00,2026-09-30T19:54:00,YES
RA-00581,OT-01779,PLT-16,site.engineer,jump_host,YES,2026-10-04T02:45:00,2026-10-04T05:40:00,YES
RA-00582,OT-01892,PLT-17,site.engineer,local_service_laptop,YES,2026-09-09T02:07:00,2026-09-09T02:57:00,UNKNOWN
RA-00583,OT-01588,PLT-15,contractor,remote_desktop,NO,2026-09-10T02:08:00,2026-09-10T05:04:00,UNKNOWN
RA-00584,OT-01168,PLT-11,site.engineer,remote_desktop,YES,2026-09-25T05:59:00,2026-09-25T07:47:00,YES
RA-00585,OT-00223,PLT-03,vendor.engineer,remote_desktop,YES,2026-09-24T16:26:00,2026-09-24T16:50:00,YES
RA-00586,OT-00903,PLT-09,shared_support,vendor_vpn,YES,2026-09-22T13:39:00,2026-09-22T14:13:00,NO
RA-00587,OT-00638,PLT-07,site.engineer,remote_desktop,YES,2026-09-08T06:39:00,2026-09-08T08:21:00,YES
RA-00588,OT-01321,PLT-13,vendor.engineer,jump_host,YES,2026-09-05T18:59:00,2026-09-05T20:45:00,YES
RA-00589,OT-00941,PLT-09,unknown,remote_desktop,YES,2026-09-21T12:50:00,2026-09-21T13:48:00,YES
RA-00590,OT-00392,PLT-04,shared_support,jump_host,YES,2026-10-05T12:44:00,2026-10-05T14:03:00,YES
RA-00591,OT-01070,PLT-10,site.engineer,remote_desktop,UNKNOWN,2026-10-02T03:26:00,2026-10-02T04:55:00,YES
RA-00592,OT-01591,PLT-15,shared_support,remote_desktop,YES,2026-09-04T21:05:00,2026-09-04T22:34:00,YES
RA-00593,OT-01985,PLT-18,site.engineer,remote_desktop,YES,2026-09-16T07:37:00,2026-09-16T08:40:00,YES
RA-00594,OT-00018,PLT-01,shared_support,jump_host,YES,2026-09-12T16:38:00,2026-09-12T17:11:00,YES
RA-00595,OT-00650,PLT-07,unknown,local_service_laptop,YES,2026-09-20T10:49:00,2026-09-20T13:11:00,UNKNOWN
RA-00596,OT-01047,PLT-10,unknown,jump_host,YES,2026-10-01T01:14:00,2026-10-01T02:47:00,YES
RA-00597,OT-01057,PLT-10,site.engineer,vendor_vpn,YES,2026-09-13T00:22:00,2026-09-13T01:23:00,YES
RA-00598,OT-00620,PLT-06,unknown,jump_host,NO,2026-10-01T17:33:00,2026-10-01T18:59:00,YES
RA-00599,OT-01878,PLT-17,shared_support,jump_host,NO,2026-09-29T13:47:00,2026-09-29T16:37:00,YES
RA-00600,OT-01103,PLT-10,shared_support,remote_desktop,YES,2026-09-17T20:00:00,2026-09-17T21:15:00,YES
RA-00601,OT-01228,PLT-12,vendor.engineer,local_service_laptop,UNKNOWN,2026-09-23T20:34:00,2026-09-23T23:15:00,YES
RA-00602,OT-01895,PLT-17,vendor.engineer,vendor_vpn,NO,2026-09-16T00:23:00,2026-09-16T00:30:00,YES
RA-00603,OT-01952,PLT-18,unknown,jump_host,YES,2026-09-04T05:21:00,2026-09-04T07:30:00,UNKNOWN
RA-00604,OT-01430,PLT-14,unknown,vendor_vpn,YES,2026-10-04T11:29:00,2026-10-04T12:04:00,YES
RA-00605,OT-02006,PLT-18,site.engineer,local_service_laptop,NO,2026-09-22T05:01:00,2026-09-22T07:54:00,YES
RA-00606,OT-01024,PLT-10,vendor.engineer,remote_desktop,YES,2026-09-27T05:58:00,2026-09-27T07:13:00,UNKNOWN
RA-00607,OT-01314,PLT-13,site.engineer,vendor_vpn,YES,2026-09-28T15:21:00,2026-09-28T16:45:00,YES
RA-00608,OT-00901,PLT-09,contractor,vendor_vpn,YES,2026-09-15T09:20:00,2026-09-15T10:46:00,YES
RA-00609,OT-01501,PLT-14,site.engineer,remote_desktop,YES,2026-10-04T18:52:00,2026-10-04T20:06:00,UNKNOWN
RA-00610,OT-00934,PLT-09,site.engineer,vendor_vpn,YES,2026-09-11T12:42:00,2026-09-11T15:13:00,YES
RA-00611,OT-00525,PLT-05,shared_support,remote_desktop,NO,2026-09-03T16:01:00,2026-09-03T18:27:00,YES
RA-00612,OT-00401,PLT-04,site.engineer,jump_host,YES,2026-09-05T00:38:00,2026-09-05T02:51:00,YES
RA-00613,OT-01655,PLT-15,site.engineer,local_service_laptop,YES,2026-09-12T01:07:00,2026-09-12T01:36:00,YES
RA-00614,OT-00459,PLT-05,unknown,vendor_vpn,YES,2026-10-04T15:14:00,2026-10-04T15:40:00,YES
RA-00615,OT-01867,PLT-17,site.engineer,local_service_laptop,NO,2026-09-02T17:36:00,2026-09-02T20:10:00,YES
RA-00616,OT-00548,PLT-06,vendor.engineer,vendor_vpn,UNKNOWN,2026-09-14T16:24:00,2026-09-14T17:27:00,YES
RA-00617,OT-00646,PLT-07,contractor,vendor_vpn,YES,2026-09-29T17:20:00,2026-09-29T19:14:00,UNKNOWN
RA-00618,OT-01495,PLT-14,vendor.engineer,remote_desktop,YES,2026-09-26T23:23:00,2026-09-27T01:23:00,YES
RA-00619,OT-00223,PLT-03,site.engineer,vendor_vpn,NO,2026-09-20T20:47:00,2026-09-20T21:53:00,YES
RA-00620,OT-00952,PLT-09,shared_support,vendor_vpn,YES,2026-10-03T14:27:00,2026-10-03T16:34:00,YES
RA-00621,OT-00701,PLT-07,vendor.engineer,remote_desktop,YES,2026-09-10T18:33:00,2026-09-10T19:26:00,YES
RA-00622,OT-01724,PLT-16,shared_support,vendor_vpn,YES,2026-09-15T21:58:00,2026-09-15T23:46:00,NO
RA-00623,OT-01520,PLT-14,site.engineer,local_service_laptop,YES,2026-09-24T18:18:00,2026-09-24T19:21:00,YES
RA-00624,OT-01371,PLT-13,site.engineer,vendor_vpn,UNKNOWN,2026-09-06T13:33:00,2026-09-06T15:32:00,YES
RA-00625,OT-00741,PLT-07,contractor,local_service_laptop,YES,2026-09-21T18:43:00,2026-09-21T19:11:00,YES
RA-00626,OT-01903,PLT-18,shared_support,vendor_vpn,YES,2026-09-11T03:31:00,2026-09-11T06:05:00,YES
RA-00627,OT-00015,PLT-01,contractor,jump_host,YES,2026-10-02T12:49:00,2026-10-02T13:03:00,YES
RA-00628,OT-01260,PLT-12,unknown,local_service_laptop,YES,2026-09-06T17:07:00,2026-09-06T18:17:00,YES
RA-00629,OT-01324,PLT-13,unknown,local_service_laptop,YES,2026-09-14T00:45:00,2026-09-14T01:25:00,YES
RA-00630,OT-00477,PLT-05,vendor.engineer,jump_host,YES,2026-10-04T17:02:00,2026-10-04T17:37:00,YES
RA-00631,OT-00442,PLT-05,contractor,remote_desktop,YES,2026-09-29T11:30:00,2026-09-29T12:17:00,UNKNOWN
RA-00632,OT-01321,PLT-13,vendor.engineer,jump_host,UNKNOWN,2026-09-12T14:35:00,2026-09-12T16:59:00,NO
RA-00633,OT-00411,PLT-04,unknown,remote_desktop,UNKNOWN,2026-09-11T05:39:00,2026-09-11T08:37:00,YES
RA-00634,OT-01509,PLT-14,site.engineer,vendor_vpn,YES,2026-09-25T21:51:00,2026-09-25T23:50:00,YES
RA-00635,OT-00975,PLT-09,unknown,remote_desktop,YES,2026-10-03T11:57:00,2026-10-03T13:26:00,YES
RA-00636,OT-00628,PLT-06,contractor,local_service_laptop,YES,2026-09-16T07:42:00,2026-09-16T08:08:00,UNKNOWN
RA-00637,OT-00533,PLT-06,unknown,remote_desktop,YES,2026-09-04T17:48:00,2026-09-04T19:42:00,YES
RA-00638,OT-01120,PLT-11,site.engineer,remote_desktop,UNKNOWN,2026-09-04T00:31:00,2026-09-04T03:31:00,NO
RA-00639,OT-01374,PLT-13,vendor.engineer,local_service_laptop,YES,2026-09-19T17:07:00,2026-09-19T19:00:00,NO
RA-00640,OT-00210,PLT-03,unknown,local_service_laptop,YES,2026-10-03T10:12:00,2026-10-03T12:11:00,YES
RA-00641,OT-00745,PLT-07,unknown,vendor_vpn,YES,2026-09-21T20:10:00,2026-09-21T22:38:00,YES
RA-00642,OT-01899,PLT-18,shared_support,local_service_laptop,YES,2026-09-06T12:20:00,2026-09-06T12:52:00,UNKNOWN
RA-00643,OT-01331,PLT-13,site.engineer,jump_host,YES,2026-09-15T03:10:00,2026-09-15T04:52:00,YES
RA-00644,OT-01475,PLT-14,contractor,local_service_laptop,YES,2026-09-05T20:48:00,2026-09-05T21:06:00,YES
RA-00645,OT-00647,PLT-07,shared_support,vendor_vpn,YES,2026-09-19T22:07:00,2026-09-20T00:20:00,YES
RA-00646,OT-00562,PLT-06,contractor,jump_host,YES,2026-09-17T23:41:00,2026-09-18T02:00:00,YES
RA-00647,OT-00336,PLT-04,shared_support,jump_host,YES,2026-09-22T00:05:00,2026-09-22T02:54:00,YES
RA-00648,OT-00048,PLT-01,vendor.engineer,local_service_laptop,YES,2026-09-20T13:54:00,2026-09-20T16:05:00,UNKNOWN
RA-00649,OT-00447,PLT-05,vendor.engineer,local_service_laptop,YES,2026-09-24T17:19:00,2026-09-24T17:48:00,YES
RA-00650,OT-00568,PLT-06,site.engineer,vendor_vpn,YES,2026-09-22T05:27:00,2026-09-22T07:50:00,YES
RA-00651,OT-00578,PLT-06,vendor.engineer,vendor_vpn,UNKNOWN,2026-09-26T11:37:00,2026-09-26T13:33:00,YES
RA-00652,OT-01962,PLT-18,vendor.engineer,vendor_vpn,YES,2026-09-18T06:03:00,2026-09-18T06:56:00,YES
RA-00653,OT-01126,PLT-11,shared_support,jump_host,YES,2026-10-03T08:53:00,2026-10-03T09:47:00,YES
RA-00654,OT-01832,PLT-17,shared_support,remote_desktop,YES,2026-09-14T13:58:00,2026-09-14T16:26:00,YES
RA-00655,OT-00500,PLT-05,contractor,local_service_laptop,NO,2026-09-05T08:23:00,2026-09-05T09:47:00,YES
RA-00656,OT-01081,PLT-10,site.engineer,jump_host,UNKNOWN,2026-10-01T21:53:00,2026-10-01T23:56:00,YES
RA-00657,OT-00060,PLT-01,contractor,remote_desktop,YES,2026-09-08T00:51:00,2026-09-08T02:08:00,YES
RA-00658,OT-01327,PLT-13,contractor,vendor_vpn,YES,2026-09-23T09:38:00,2026-09-23T10:22:00,NO
RA-00659,OT-01885,PLT-17,shared_support,jump_host,UNKNOWN,2026-09-30T01:59:00,2026-09-30T02:23:00,YES
