finding_id,asset_id,severity,cvss,exploitability,network_reachable,compensating_control,status
VUL-00616,OT-00420,CRITICAL,5.2,MEDIUM,YES,SEGMENTED,ACCEPTED
VUL-00617,OT-01434,HIGH,5.7,HIGH,NO,UNKNOWN,MITIGATED
VUL-00618,OT-00809,HIGH,7.3,MEDIUM,NO,NONE,OPEN
VUL-00619,OT-00753,MEDIUM,4.0,HIGH,YES,SEGMENTED,OPEN
VUL-00620,OT-01046,CRITICAL,4.7,LOW,YES,MONITORED,MITIGATED
VUL-00621,OT-00344,HIGH,8.0,MEDIUM,YES,ALLOWLIST,ACCEPTED
VUL-00622,OT-00072,MEDIUM,9.7,LOW,NO,SEGMENTED,OPEN
VUL-00623,OT-00728,CRITICAL,8.4,MEDIUM,YES,NONE,ACCEPTED
VUL-00624,OT-00765,MEDIUM,4.0,HIGH,YES,UNKNOWN,MITIGATED
VUL-00625,OT-00259,CRITICAL,9.1,HIGH,YES,ALLOWLIST,MITIGATED
VUL-00626,OT-01337,CRITICAL,7.5,HIGH,YES,NONE,OPEN
VUL-00627,OT-00970,MEDIUM,8.6,HIGH,NO,SEGMENTED,OPEN
VUL-00628,OT-00485,MEDIUM,9.4,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-00629,OT-01077,LOW,6.8,LOW,UNKNOWN,ALLOWLIST,ACCEPTED
VUL-00630,OT-00947,LOW,5.2,MEDIUM,YES,NONE,OPEN
VUL-00631,OT-01458,HIGH,8.1,LOW,UNKNOWN,MONITORED,OPEN
VUL-00632,OT-00686,MEDIUM,8.9,HIGH,YES,UNKNOWN,OPEN
VUL-00633,OT-01641,HIGH,8.1,HIGH,UNKNOWN,ALLOWLIST,OPEN
VUL-00634,OT-00766,MEDIUM,9.7,HIGH,NO,NONE,MITIGATED
VUL-00635,OT-01848,CRITICAL,8.0,LOW,NO,MONITORED,OPEN
VUL-00636,OT-00143,MEDIUM,6.4,LOW,NO,ALLOWLIST,OPEN
VUL-00637,OT-00043,CRITICAL,5.0,HIGH,NO,ALLOWLIST,MITIGATED
VUL-00638,OT-00943,CRITICAL,5.1,MEDIUM,UNKNOWN,UNKNOWN,OPEN
VUL-00639,OT-00330,MEDIUM,8.7,HIGH,NO,SEGMENTED,ACCEPTED
VUL-00640,OT-01542,MEDIUM,5.5,MEDIUM,YES,MONITORED,MITIGATED
VUL-00641,OT-01906,HIGH,5.6,HIGH,NO,UNKNOWN,OPEN
VUL-00642,OT-01748,LOW,6.5,HIGH,NO,ALLOWLIST,OPEN
VUL-00643,OT-01815,MEDIUM,9.5,MEDIUM,YES,SEGMENTED,OPEN
VUL-00644,OT-01845,HIGH,4.0,HIGH,YES,UNKNOWN,OPEN
VUL-00645,OT-01045,HIGH,5.9,HIGH,YES,UNKNOWN,OPEN
VUL-00646,OT-01416,LOW,9.4,LOW,YES,UNKNOWN,OPEN
VUL-00647,OT-00216,LOW,6.5,HIGH,YES,NONE,OPEN
VUL-00648,OT-00003,HIGH,7.0,MEDIUM,YES,ALLOWLIST,OPEN
VUL-00649,OT-00092,LOW,7.8,HIGH,UNKNOWN,ALLOWLIST,OPEN
VUL-00650,OT-01326,MEDIUM,9.5,MEDIUM,UNKNOWN,UNKNOWN,OPEN
VUL-00651,OT-00128,MEDIUM,9.3,LOW,NO,SEGMENTED,MITIGATED
VUL-00652,OT-01827,HIGH,4.6,HIGH,YES,UNKNOWN,OPEN
VUL-00653,OT-01946,MEDIUM,5.0,MEDIUM,UNKNOWN,SEGMENTED,OPEN
VUL-00654,OT-00695,HIGH,8.7,MEDIUM,NO,UNKNOWN,OPEN
VUL-00655,OT-00590,HIGH,5.8,LOW,YES,MONITORED,OPEN
VUL-00656,OT-00499,CRITICAL,7.5,HIGH,NO,NONE,OPEN
VUL-00657,OT-00443,MEDIUM,7.0,MEDIUM,YES,ALLOWLIST,OPEN
VUL-00658,OT-00682,HIGH,5.6,HIGH,NO,MONITORED,OPEN
VUL-00659,OT-00887,CRITICAL,9.1,HIGH,UNKNOWN,UNKNOWN,OPEN
VUL-00660,OT-01527,LOW,4.9,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-00661,OT-01424,HIGH,5.8,HIGH,YES,UNKNOWN,OPEN
VUL-00662,OT-01005,CRITICAL,5.2,MEDIUM,UNKNOWN,MONITORED,MITIGATED
VUL-00663,OT-01429,HIGH,7.0,LOW,NO,NONE,OPEN
VUL-00664,OT-01649,HIGH,6.9,HIGH,UNKNOWN,NONE,OPEN
VUL-00665,OT-00882,LOW,9.7,HIGH,YES,ALLOWLIST,OPEN
VUL-00666,OT-01554,MEDIUM,6.8,HIGH,NO,SEGMENTED,OPEN
VUL-00667,OT-00295,CRITICAL,9.0,LOW,YES,SEGMENTED,OPEN
VUL-00668,OT-01132,HIGH,4.8,MEDIUM,NO,UNKNOWN,OPEN
VUL-00669,OT-01404,MEDIUM,6.8,MEDIUM,UNKNOWN,SEGMENTED,ACCEPTED
VUL-00670,OT-00644,LOW,5.8,HIGH,UNKNOWN,NONE,MITIGATED
VUL-00671,OT-00434,MEDIUM,6.3,MEDIUM,NO,UNKNOWN,ACCEPTED
VUL-00672,OT-01179,CRITICAL,6.8,HIGH,UNKNOWN,ALLOWLIST,OPEN
VUL-00673,OT-00597,CRITICAL,9.4,MEDIUM,NO,ALLOWLIST,OPEN
VUL-00674,OT-00912,CRITICAL,4.9,MEDIUM,YES,ALLOWLIST,OPEN
VUL-00675,OT-00623,CRITICAL,6.2,MEDIUM,UNKNOWN,ALLOWLIST,MITIGATED
VUL-00676,OT-01069,MEDIUM,4.7,LOW,NO,SEGMENTED,OPEN
VUL-00677,OT-01987,HIGH,8.9,HIGH,NO,SEGMENTED,ACCEPTED
VUL-00678,OT-01944,HIGH,9.8,LOW,NO,MONITORED,ACCEPTED
VUL-00679,OT-01107,CRITICAL,6.5,LOW,NO,NONE,OPEN
VUL-00680,OT-01507,LOW,8.7,HIGH,YES,UNKNOWN,OPEN
VUL-00681,OT-01945,CRITICAL,9.3,LOW,UNKNOWN,UNKNOWN,MITIGATED
VUL-00682,OT-01280,MEDIUM,5.6,HIGH,NO,UNKNOWN,OPEN
VUL-00683,OT-00464,HIGH,7.1,HIGH,UNKNOWN,ALLOWLIST,MITIGATED
VUL-00684,OT-00708,HIGH,8.4,MEDIUM,YES,NONE,OPEN
VUL-00685,OT-00104,MEDIUM,8.1,HIGH,NO,UNKNOWN,ACCEPTED
VUL-00686,OT-00980,HIGH,5.4,MEDIUM,YES,ALLOWLIST,MITIGATED
VUL-00687,OT-00297,MEDIUM,9.3,LOW,UNKNOWN,NONE,MITIGATED
VUL-00688,OT-01975,MEDIUM,9.8,LOW,NO,SEGMENTED,OPEN
VUL-00689,OT-00775,HIGH,4.6,LOW,UNKNOWN,NONE,OPEN
VUL-00690,OT-00924,MEDIUM,8.5,HIGH,NO,MONITORED,MITIGATED
VUL-00691,OT-01409,LOW,5.9,LOW,NO,UNKNOWN,OPEN
VUL-00692,OT-00333,CRITICAL,9.2,MEDIUM,YES,SEGMENTED,OPEN
VUL-00693,OT-00189,LOW,8.9,LOW,YES,MONITORED,OPEN
VUL-00694,OT-01967,HIGH,8.7,MEDIUM,YES,MONITORED,OPEN
VUL-00695,OT-00034,CRITICAL,5.5,HIGH,UNKNOWN,MONITORED,OPEN
VUL-00696,OT-01868,MEDIUM,6.9,MEDIUM,YES,MONITORED,OPEN
VUL-00697,OT-01274,LOW,6.8,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-00698,OT-01025,CRITICAL,4.4,HIGH,YES,NONE,OPEN
VUL-00699,OT-00422,HIGH,9.2,MEDIUM,UNKNOWN,SEGMENTED,OPEN
VUL-00700,OT-00549,MEDIUM,7.8,LOW,NO,ALLOWLIST,OPEN
VUL-00701,OT-00841,CRITICAL,7.2,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-00702,OT-01126,LOW,9.3,HIGH,NO,MONITORED,OPEN
VUL-00703,OT-01574,LOW,7.1,HIGH,NO,UNKNOWN,OPEN
VUL-00704,OT-01465,HIGH,7.7,LOW,NO,ALLOWLIST,OPEN
VUL-00705,OT-01357,CRITICAL,6.0,HIGH,UNKNOWN,NONE,OPEN
VUL-00706,OT-00654,CRITICAL,9.8,LOW,NO,SEGMENTED,OPEN
VUL-00707,OT-01115,MEDIUM,6.5,LOW,UNKNOWN,MONITORED,OPEN
VUL-00708,OT-00028,MEDIUM,4.3,MEDIUM,UNKNOWN,MONITORED,OPEN
VUL-00709,OT-00547,CRITICAL,5.7,LOW,YES,SEGMENTED,OPEN
VUL-00710,OT-01104,LOW,9.2,MEDIUM,YES,UNKNOWN,MITIGATED
VUL-00711,OT-00201,LOW,7.2,LOW,UNKNOWN,UNKNOWN,OPEN
VUL-00712,OT-00759,CRITICAL,7.5,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-00713,OT-01467,MEDIUM,7.5,LOW,NO,NONE,OPEN
VUL-00714,OT-01672,CRITICAL,7.7,HIGH,UNKNOWN,SEGMENTED,OPEN
VUL-00715,OT-01137,LOW,5.4,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-00716,OT-00108,HIGH,4.6,LOW,NO,NONE,OPEN
VUL-00717,OT-01359,CRITICAL,4.6,LOW,YES,UNKNOWN,OPEN
VUL-00718,OT-00440,LOW,4.3,MEDIUM,NO,NONE,OPEN
VUL-00719,OT-00596,MEDIUM,7.1,MEDIUM,YES,MONITORED,MITIGATED
VUL-00720,OT-00439,HIGH,6.0,MEDIUM,UNKNOWN,NONE,OPEN
VUL-00721,OT-01334,LOW,4.9,MEDIUM,UNKNOWN,ALLOWLIST,OPEN
VUL-00722,OT-00144,LOW,9.1,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-00723,OT-00207,LOW,6.2,LOW,NO,NONE,MITIGATED
VUL-00724,OT-00053,MEDIUM,6.6,HIGH,YES,MONITORED,ACCEPTED
VUL-00725,OT-00667,LOW,6.7,HIGH,YES,ALLOWLIST,OPEN
VUL-00726,OT-00483,LOW,9.1,LOW,UNKNOWN,NONE,OPEN
VUL-00727,OT-00438,CRITICAL,4.2,MEDIUM,NO,MONITORED,OPEN
VUL-00728,OT-01166,HIGH,7.1,MEDIUM,NO,ALLOWLIST,OPEN
VUL-00729,OT-01408,MEDIUM,6.7,LOW,YES,NONE,OPEN
VUL-00730,OT-00732,HIGH,5.9,HIGH,YES,NONE,MITIGATED
VUL-00731,OT-00453,CRITICAL,9.2,LOW,YES,ALLOWLIST,OPEN
VUL-00732,OT-01159,HIGH,9.1,LOW,NO,ALLOWLIST,OPEN
VUL-00733,OT-00542,HIGH,9.7,HIGH,NO,NONE,ACCEPTED
VUL-00734,OT-00606,CRITICAL,8.7,MEDIUM,NO,NONE,ACCEPTED
VUL-00735,OT-00629,LOW,4.8,LOW,NO,ALLOWLIST,OPEN
VUL-00736,OT-01721,MEDIUM,8.6,MEDIUM,YES,MONITORED,OPEN
VUL-00737,OT-00252,HIGH,6.4,HIGH,YES,SEGMENTED,OPEN
VUL-00738,OT-00342,LOW,6.2,LOW,NO,SEGMENTED,ACCEPTED
VUL-00739,OT-00532,MEDIUM,4.5,MEDIUM,UNKNOWN,ALLOWLIST,ACCEPTED
VUL-00740,OT-01576,CRITICAL,9.0,HIGH,NO,SEGMENTED,OPEN
VUL-00741,OT-01468,HIGH,6.8,HIGH,NO,MONITORED,OPEN
VUL-00742,OT-00358,LOW,8.2,MEDIUM,UNKNOWN,NONE,OPEN
VUL-00743,OT-01582,MEDIUM,4.8,MEDIUM,YES,ALLOWLIST,OPEN
VUL-00744,OT-00528,MEDIUM,9.1,HIGH,YES,UNKNOWN,OPEN
VUL-00745,OT-01816,HIGH,5.3,MEDIUM,UNKNOWN,SEGMENTED,OPEN
VUL-00746,OT-00424,MEDIUM,8.5,MEDIUM,YES,NONE,OPEN
VUL-00747,OT-01891,MEDIUM,8.0,HIGH,UNKNOWN,NONE,OPEN
VUL-00748,OT-00309,HIGH,6.2,LOW,YES,NONE,OPEN
VUL-00749,OT-01407,CRITICAL,7.8,LOW,NO,NONE,OPEN
VUL-00750,OT-01350,LOW,6.8,HIGH,UNKNOWN,NONE,MITIGATED
VUL-00751,OT-01813,LOW,4.6,LOW,NO,UNKNOWN,OPEN
VUL-00752,OT-01051,LOW,6.5,MEDIUM,YES,NONE,OPEN
VUL-00753,OT-00771,LOW,6.7,MEDIUM,YES,SEGMENTED,OPEN
VUL-00754,OT-00263,HIGH,8.0,HIGH,UNKNOWN,MONITORED,OPEN
VUL-00755,OT-01026,HIGH,6.5,HIGH,NO,SEGMENTED,OPEN
VUL-00756,OT-01290,HIGH,7.2,HIGH,UNKNOWN,MONITORED,OPEN
VUL-00757,OT-01619,HIGH,5.6,HIGH,YES,ALLOWLIST,OPEN
VUL-00758,OT-00939,HIGH,6.9,LOW,YES,NONE,ACCEPTED
VUL-00759,OT-00455,CRITICAL,4.6,LOW,YES,NONE,ACCEPTED
VUL-00760,OT-01487,MEDIUM,5.8,MEDIUM,NO,NONE,OPEN
VUL-00761,OT-00155,LOW,7.6,HIGH,YES,SEGMENTED,OPEN
VUL-00762,OT-00024,CRITICAL,5.7,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-00763,OT-00307,MEDIUM,8.6,HIGH,YES,SEGMENTED,OPEN
VUL-00764,OT-00515,CRITICAL,8.8,HIGH,YES,MONITORED,OPEN
VUL-00765,OT-01809,HIGH,5.3,HIGH,YES,SEGMENTED,MITIGATED
VUL-00766,OT-01029,MEDIUM,5.7,LOW,NO,SEGMENTED,OPEN
VUL-00767,OT-01881,HIGH,8.6,MEDIUM,NO,ALLOWLIST,OPEN
VUL-00768,OT-01004,LOW,7.0,HIGH,NO,UNKNOWN,OPEN
VUL-00769,OT-01314,HIGH,6.3,MEDIUM,YES,UNKNOWN,OPEN
VUL-00770,OT-00131,CRITICAL,5.8,MEDIUM,YES,ALLOWLIST,OPEN
VUL-00771,OT-00910,LOW,5.2,MEDIUM,YES,NONE,OPEN
VUL-00772,OT-00519,LOW,7.6,HIGH,YES,NONE,OPEN
VUL-00773,OT-01654,MEDIUM,6.6,LOW,NO,NONE,ACCEPTED
VUL-00774,OT-00808,LOW,8.3,HIGH,NO,ALLOWLIST,OPEN
VUL-00775,OT-01526,CRITICAL,7.0,MEDIUM,UNKNOWN,ALLOWLIST,OPEN
VUL-00776,OT-00425,HIGH,7.2,HIGH,UNKNOWN,UNKNOWN,MITIGATED
VUL-00777,OT-01389,LOW,9.5,LOW,NO,SEGMENTED,OPEN
VUL-00778,OT-01489,LOW,9.7,MEDIUM,UNKNOWN,ALLOWLIST,OPEN
VUL-00779,OT-01705,LOW,7.6,LOW,NO,NONE,ACCEPTED
VUL-00780,OT-01305,HIGH,5.9,HIGH,YES,UNKNOWN,ACCEPTED
VUL-00781,OT-01947,HIGH,6.8,LOW,UNKNOWN,NONE,OPEN
VUL-00782,OT-01547,MEDIUM,9.0,LOW,YES,MONITORED,OPEN
VUL-00783,OT-01129,MEDIUM,8.6,HIGH,YES,NONE,OPEN
VUL-00784,OT-00066,LOW,8.7,MEDIUM,UNKNOWN,UNKNOWN,MITIGATED
VUL-00785,OT-01222,MEDIUM,7.8,LOW,UNKNOWN,ALLOWLIST,OPEN
VUL-00786,OT-00873,LOW,6.2,MEDIUM,UNKNOWN,NONE,ACCEPTED
VUL-00787,OT-00433,LOW,9.5,HIGH,NO,MONITORED,OPEN
VUL-00788,OT-00779,MEDIUM,7.9,LOW,UNKNOWN,MONITORED,MITIGATED
VUL-00789,OT-01078,MEDIUM,8.8,LOW,UNKNOWN,NONE,OPEN
VUL-00790,OT-00153,HIGH,7.4,HIGH,NO,NONE,OPEN
VUL-00791,OT-01907,HIGH,6.4,HIGH,NO,NONE,OPEN
VUL-00792,OT-01011,MEDIUM,6.6,LOW,NO,SEGMENTED,ACCEPTED
VUL-00793,OT-00978,HIGH,8.5,MEDIUM,NO,MONITORED,OPEN
VUL-00794,OT-01960,MEDIUM,5.3,MEDIUM,YES,SEGMENTED,OPEN
VUL-00795,OT-00662,LOW,8.6,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-00796,OT-01610,LOW,5.7,HIGH,YES,SEGMENTED,OPEN
VUL-00797,OT-01648,HIGH,7.8,HIGH,YES,MONITORED,OPEN
VUL-00798,OT-01374,CRITICAL,7.6,HIGH,YES,UNKNOWN,ACCEPTED
VUL-00799,OT-00746,MEDIUM,8.3,LOW,YES,SEGMENTED,ACCEPTED
VUL-00800,OT-00211,HIGH,8.1,MEDIUM,UNKNOWN,MONITORED,OPEN
VUL-00801,OT-01453,CRITICAL,5.2,LOW,UNKNOWN,NONE,OPEN
VUL-00802,OT-01624,HIGH,9.2,HIGH,NO,ALLOWLIST,MITIGATED
VUL-00803,OT-01445,CRITICAL,8.0,MEDIUM,NO,UNKNOWN,MITIGATED
VUL-00804,OT-00099,LOW,6.6,LOW,YES,ALLOWLIST,OPEN
VUL-00805,OT-01490,LOW,7.7,HIGH,UNKNOWN,SEGMENTED,ACCEPTED
VUL-00806,OT-00281,LOW,6.2,LOW,YES,UNKNOWN,OPEN
VUL-00807,OT-01837,LOW,9.0,LOW,YES,NONE,ACCEPTED
VUL-00808,OT-00463,CRITICAL,9.0,MEDIUM,UNKNOWN,SEGMENTED,ACCEPTED
VUL-00809,OT-01294,HIGH,7.7,HIGH,UNKNOWN,ALLOWLIST,OPEN
VUL-00810,OT-01974,MEDIUM,6.5,MEDIUM,NO,ALLOWLIST,ACCEPTED
VUL-00811,OT-01596,HIGH,5.4,LOW,UNKNOWN,UNKNOWN,OPEN
VUL-00812,OT-00767,MEDIUM,8.9,LOW,NO,UNKNOWN,OPEN
VUL-00813,OT-00605,HIGH,7.3,HIGH,NO,MONITORED,OPEN
VUL-00814,OT-01436,HIGH,5.0,HIGH,YES,UNKNOWN,OPEN
VUL-00815,OT-00800,HIGH,9.3,HIGH,NO,MONITORED,OPEN
VUL-00816,OT-01402,CRITICAL,8.6,LOW,NO,ALLOWLIST,OPEN
VUL-00817,OT-01082,LOW,6.0,LOW,YES,UNKNOWN,OPEN
VUL-00818,OT-00240,CRITICAL,5.3,LOW,UNKNOWN,MONITORED,OPEN
VUL-00819,OT-01627,MEDIUM,5.0,LOW,UNKNOWN,NONE,OPEN
VUL-00820,OT-01819,HIGH,7.9,LOW,YES,NONE,OPEN
VUL-00821,OT-01369,LOW,6.7,LOW,YES,SEGMENTED,OPEN
VUL-00822,OT-01777,HIGH,7.7,LOW,NO,ALLOWLIST,OPEN
VUL-00823,OT-01749,MEDIUM,8.6,MEDIUM,NO,MONITORED,MITIGATED
VUL-00824,OT-00893,CRITICAL,4.4,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-00825,OT-01540,HIGH,9.0,MEDIUM,YES,NONE,OPEN
VUL-00826,OT-01729,MEDIUM,7.9,LOW,NO,MONITORED,OPEN
VUL-00827,OT-01997,HIGH,7.2,MEDIUM,NO,ALLOWLIST,MITIGATED
VUL-00828,OT-01502,MEDIUM,9.7,MEDIUM,YES,NONE,OPEN
VUL-00829,OT-00415,MEDIUM,6.9,MEDIUM,UNKNOWN,UNKNOWN,OPEN
VUL-00830,OT-01724,CRITICAL,8.7,LOW,NO,NONE,OPEN
VUL-00831,OT-00220,LOW,6.8,MEDIUM,YES,NONE,OPEN
VUL-00832,OT-01694,HIGH,9.5,LOW,NO,ALLOWLIST,OPEN
VUL-00833,OT-01460,CRITICAL,8.5,MEDIUM,NO,ALLOWLIST,OPEN
VUL-00834,OT-01360,LOW,4.2,HIGH,UNKNOWN,MONITORED,OPEN
VUL-00835,OT-00033,LOW,6.3,MEDIUM,UNKNOWN,UNKNOWN,OPEN
VUL-00836,OT-00661,CRITICAL,7.2,MEDIUM,YES,SEGMENTED,MITIGATED
VUL-00837,OT-01024,LOW,4.5,MEDIUM,YES,NONE,MITIGATED
VUL-00838,OT-01417,LOW,4.2,HIGH,UNKNOWN,MONITORED,OPEN
VUL-00839,OT-00535,LOW,6.2,HIGH,UNKNOWN,MONITORED,OPEN
VUL-00840,OT-01199,LOW,7.1,MEDIUM,UNKNOWN,NONE,OPEN
VUL-00841,OT-01139,CRITICAL,5.3,LOW,YES,SEGMENTED,OPEN
VUL-00842,OT-01678,CRITICAL,6.9,MEDIUM,YES,NONE,OPEN
VUL-00843,OT-00206,CRITICAL,7.2,MEDIUM,UNKNOWN,NONE,OPEN
VUL-00844,OT-01010,CRITICAL,4.4,LOW,NO,UNKNOWN,OPEN
VUL-00845,OT-01094,HIGH,7.2,MEDIUM,NO,UNKNOWN,OPEN
VUL-00846,OT-01531,MEDIUM,5.3,MEDIUM,YES,UNKNOWN,MITIGATED
VUL-00847,OT-01693,MEDIUM,6.5,MEDIUM,NO,NONE,OPEN
VUL-00848,OT-01101,MEDIUM,8.3,HIGH,YES,MONITORED,OPEN
VUL-00849,OT-00149,LOW,7.3,LOW,YES,NONE,OPEN
VUL-00850,OT-01248,HIGH,4.8,HIGH,YES,SEGMENTED,OPEN
VUL-00851,OT-01378,LOW,4.9,LOW,YES,SEGMENTED,OPEN
VUL-00852,OT-01031,LOW,5.0,LOW,NO,UNKNOWN,OPEN
VUL-00853,OT-00081,LOW,4.2,LOW,NO,NONE,OPEN
VUL-00854,OT-01042,HIGH,4.7,MEDIUM,NO,ALLOWLIST,MITIGATED
VUL-00855,OT-01977,LOW,8.2,LOW,NO,ALLOWLIST,OPEN
VUL-00856,OT-01324,CRITICAL,7.3,HIGH,NO,ALLOWLIST,MITIGATED
VUL-00857,OT-00701,LOW,7.5,LOW,NO,ALLOWLIST,OPEN
VUL-00858,OT-01315,HIGH,9.9,MEDIUM,YES,SEGMENTED,ACCEPTED
VUL-00859,OT-01427,MEDIUM,4.5,MEDIUM,YES,ALLOWLIST,OPEN
VUL-00860,OT-01662,CRITICAL,7.3,MEDIUM,UNKNOWN,ALLOWLIST,OPEN
VUL-00861,OT-01149,HIGH,7.2,MEDIUM,YES,SEGMENTED,ACCEPTED
VUL-00862,OT-00306,LOW,9.3,HIGH,NO,UNKNOWN,OPEN
VUL-00863,OT-01204,MEDIUM,7.6,MEDIUM,UNKNOWN,NONE,ACCEPTED
VUL-00864,OT-00799,HIGH,5.3,HIGH,YES,MONITORED,MITIGATED
VUL-00865,OT-00677,LOW,6.8,HIGH,NO,UNKNOWN,OPEN
VUL-00866,OT-00940,LOW,8.9,LOW,YES,MONITORED,OPEN
VUL-00867,OT-01083,LOW,6.6,LOW,UNKNOWN,MONITORED,OPEN
VUL-00868,OT-01479,CRITICAL,7.1,HIGH,YES,SEGMENTED,OPEN
VUL-00869,OT-00323,LOW,6.2,LOW,NO,NONE,OPEN
VUL-00870,OT-01555,HIGH,6.9,LOW,YES,MONITORED,OPEN
VUL-00871,OT-00908,LOW,5.9,LOW,UNKNOWN,ALLOWLIST,MITIGATED
VUL-00872,OT-01202,MEDIUM,6.9,LOW,YES,SEGMENTED,OPEN
VUL-00873,OT-00161,LOW,7.4,MEDIUM,UNKNOWN,NONE,OPEN
VUL-00874,OT-00129,MEDIUM,5.0,HIGH,UNKNOWN,ALLOWLIST,OPEN
VUL-00875,OT-01982,HIGH,5.4,MEDIUM,NO,UNKNOWN,ACCEPTED
VUL-00876,OT-00045,LOW,5.9,MEDIUM,YES,UNKNOWN,OPEN
VUL-00877,OT-00610,MEDIUM,9.2,LOW,UNKNOWN,ALLOWLIST,OPEN
VUL-00878,OT-00954,MEDIUM,6.0,MEDIUM,UNKNOWN,UNKNOWN,OPEN
VUL-00879,OT-00302,MEDIUM,7.7,LOW,NO,MONITORED,OPEN
VUL-00880,OT-00520,MEDIUM,8.5,MEDIUM,YES,UNKNOWN,MITIGATED
VUL-00881,OT-00663,LOW,4.2,LOW,NO,ALLOWLIST,OPEN
VUL-00882,OT-00385,HIGH,7.6,MEDIUM,NO,MONITORED,OPEN
VUL-00883,OT-00769,LOW,8.2,LOW,NO,MONITORED,OPEN
VUL-00884,OT-00509,LOW,5.7,LOW,UNKNOWN,ALLOWLIST,OPEN
VUL-00885,OT-00014,LOW,9.2,LOW,UNKNOWN,UNKNOWN,OPEN
VUL-00886,OT-01747,MEDIUM,8.7,HIGH,YES,ALLOWLIST,MITIGATED
VUL-00887,OT-01488,CRITICAL,8.2,MEDIUM,UNKNOWN,ALLOWLIST,OPEN
VUL-00888,OT-01111,MEDIUM,8.5,HIGH,UNKNOWN,MONITORED,MITIGATED
VUL-00889,OT-01317,LOW,5.1,LOW,NO,UNKNOWN,MITIGATED
VUL-00890,OT-00310,MEDIUM,5.3,MEDIUM,NO,SEGMENTED,ACCEPTED
VUL-00891,OT-00997,MEDIUM,9.1,MEDIUM,UNKNOWN,UNKNOWN,OPEN
VUL-00892,OT-01897,MEDIUM,8.9,LOW,NO,ALLOWLIST,OPEN
VUL-00893,OT-01899,LOW,4.9,LOW,YES,MONITORED,ACCEPTED
VUL-00894,OT-01929,MEDIUM,7.3,MEDIUM,NO,SEGMENTED,OPEN
VUL-00895,OT-01198,CRITICAL,8.8,HIGH,YES,ALLOWLIST,OPEN
VUL-00896,OT-00225,HIGH,5.5,MEDIUM,UNKNOWN,NONE,OPEN
VUL-00897,OT-01306,CRITICAL,7.7,LOW,YES,ALLOWLIST,ACCEPTED
VUL-00898,OT-00121,CRITICAL,5.9,HIGH,NO,SEGMENTED,OPEN
VUL-00899,OT-00599,MEDIUM,4.4,HIGH,NO,UNKNOWN,MITIGATED
VUL-00900,OT-00160,MEDIUM,7.7,LOW,UNKNOWN,ALLOWLIST,MITIGATED
VUL-00901,OT-00083,LOW,8.4,MEDIUM,YES,UNKNOWN,OPEN
VUL-00902,OT-01738,MEDIUM,4.4,LOW,YES,ALLOWLIST,OPEN
VUL-00903,OT-01496,MEDIUM,8.6,HIGH,UNKNOWN,SEGMENTED,OPEN
VUL-00904,OT-00460,CRITICAL,9.4,MEDIUM,UNKNOWN,UNKNOWN,OPEN
VUL-00905,OT-00505,CRITICAL,6.6,HIGH,UNKNOWN,NONE,OPEN
VUL-00906,OT-01640,LOW,6.7,LOW,UNKNOWN,SEGMENTED,OPEN
VUL-00907,OT-01267,CRITICAL,5.3,HIGH,UNKNOWN,SEGMENTED,OPEN
VUL-00908,OT-00349,HIGH,4.6,HIGH,UNKNOWN,NONE,MITIGATED
VUL-00909,OT-01578,MEDIUM,5.5,LOW,NO,SEGMENTED,MITIGATED
VUL-00910,OT-00545,HIGH,4.8,MEDIUM,YES,ALLOWLIST,OPEN
VUL-00911,OT-00145,LOW,5.5,HIGH,NO,NONE,ACCEPTED
VUL-00912,OT-01935,LOW,5.8,HIGH,NO,MONITORED,ACCEPTED
VUL-00913,OT-01606,MEDIUM,9.0,HIGH,YES,UNKNOWN,OPEN
VUL-00914,OT-00842,MEDIUM,8.1,MEDIUM,UNKNOWN,MONITORED,OPEN
VUL-00915,OT-01758,HIGH,8.2,MEDIUM,NO,NONE,OPEN
VUL-00916,OT-01145,CRITICAL,4.8,HIGH,YES,SEGMENTED,ACCEPTED
VUL-00917,OT-01909,CRITICAL,9.6,HIGH,YES,ALLOWLIST,OPEN
VUL-00918,OT-01629,MEDIUM,7.6,LOW,NO,NONE,ACCEPTED
VUL-00919,OT-00594,CRITICAL,5.6,MEDIUM,NO,SEGMENTED,ACCEPTED
VUL-00920,OT-00812,CRITICAL,7.9,HIGH,YES,ALLOWLIST,OPEN
VUL-00921,OT-01680,LOW,7.4,HIGH,YES,ALLOWLIST,OPEN
VUL-00922,OT-00817,HIGH,5.0,MEDIUM,UNKNOWN,UNKNOWN,OPEN
VUL-00923,OT-00668,CRITICAL,4.8,HIGH,UNKNOWN,SEGMENTED,OPEN
VUL-00924,OT-00583,LOW,9.8,HIGH,NO,MONITORED,ACCEPTED
