asset_id,source,alias
OT-01011,PASSIVE,PLT-10-ENG_WORKSTATION-779
OT-01011,CMMS,ASSET-201011
OT-01012,CMDB,CMDB-101012
OT-01012,PASSIVE,PLT-10-PLC-857
OT-01012,CMMS,ASSET-201012
OT-01013,CMDB,CMDB-101013
OT-01013,PASSIVE,PLT-10-VFD-868
OT-01013,CMMS,ASSET-201013
OT-01014,CMDB,CMDB-101014
OT-01014,PASSIVE,PLT-10-RTU-129
OT-01014,CMMS,ASSET-201014
OT-01015,CMDB,CMDB-101015
OT-01015,PASSIVE,PLT-10-SAFETY_PLC-657
OT-01015,CMMS,ASSET-201015
OT-01016,CMDB,CMDB-101016
OT-01016,PASSIVE,PLT-10-DCS_CONTROLLER-885
OT-01016,CMMS,ASSET-201016
OT-01017,CMDB,CMDB-101017
OT-01017,PASSIVE,PLT-10-HMI-557
OT-01017,CMMS,ASSET-201017
OT-01018,CMDB,CMDB-101018
OT-01018,PASSIVE,PLT-10-NETWORK_SWITCH-021
OT-01018,CMMS,ASSET-201018
OT-01019,CMDB,CMDB-101019
OT-01019,PASSIVE,PLT-10-RTU-074
OT-01019,CMMS,ASSET-201019
OT-01020,CMDB,CMDB-101020
OT-01020,PASSIVE,PLT-10-OPC_SERVER-744
OT-01020,CMMS,ASSET-201020
OT-01021,CMDB,CMDB-101021
OT-01021,PASSIVE,PLT-10-GATEWAY-218
OT-01021,CMMS,ASSET-201021
OT-01022,CMDB,CMDB-101022
OT-01022,PASSIVE,PLT-10-DCS_CONTROLLER-160
OT-01022,CMMS,ASSET-201022
OT-01023,CMDB,CMDB-101023
OT-01023,PASSIVE,PLT-10-SENSOR-829
OT-01023,CMMS,ASSET-201023
OT-01024,CMDB,CMDB-101024
OT-01024,PASSIVE,PLT-10-SENSOR-757
OT-01024,CMMS,ASSET-201024
OT-01025,CMDB,CMDB-101025
OT-01025,PASSIVE,PLT-10-PLC-960
OT-01025,CMMS,ASSET-201025
OT-01026,CMDB,CMDB-101026
OT-01026,PASSIVE,PLT-10-ENG_WORKSTATION-007
OT-01026,CMMS,ASSET-201026
OT-01027,CMDB,CMDB-101027
OT-01027,PASSIVE,PLT-10-DCS_CONTROLLER-383
OT-01027,CMMS,ASSET-201027
OT-01028,CMDB,CMDB-101028
OT-01028,PASSIVE,PLT-10-ENG_WORKSTATION-434
OT-01028,CMMS,ASSET-201028
OT-01029,CMDB,CMDB-101029
OT-01029,PASSIVE,PLT-10-ENG_WORKSTATION-959
OT-01029,CMMS,ASSET-201029
OT-01030,CMDB,CMDB-101030
OT-01030,PASSIVE,PLT-10-HMI-368
OT-01030,CMMS,ASSET-201030
OT-01031,CMDB,CMDB-101031
OT-01031,PASSIVE,PLT-10-OPC_SERVER-563
OT-01031,CMMS,ASSET-201031
OT-01032,CMDB,CMDB-101032
OT-01032,PASSIVE,PLT-10-NETWORK_SWITCH-204
OT-01032,CMMS,ASSET-201032
OT-01033,CMDB,CMDB-101033
OT-01033,PASSIVE,PLT-10-IED-574
OT-01033,CMMS,ASSET-201033
OT-01034,CMDB,CMDB-101034
OT-01034,PASSIVE,PLT-10-ENG_WORKSTATION-348
OT-01034,CMMS,ASSET-201034
OT-01035,CMDB,CMDB-101035
OT-01035,PASSIVE,PLT-10-HISTORIAN-222
OT-01035,CMMS,ASSET-201035
OT-01036,CMDB,CMDB-101036
OT-01036,PASSIVE,PLT-10-ENG_WORKSTATION-940
OT-01036,CMMS,ASSET-201036
OT-01037,CMDB,CMDB-101037
OT-01037,PASSIVE,PLT-10-SENSOR-691
OT-01037,CMMS,ASSET-201037
OT-01038,CMDB,CMDB-101038
OT-01038,PASSIVE,PLT-10-GATEWAY-374
OT-01038,CMMS,ASSET-201038
OT-01039,CMDB,CMDB-101039
OT-01039,PASSIVE,PLT-10-RTU-114
OT-01039,CMMS,ASSET-201039
OT-01040,CMDB,CMDB-101040
OT-01040,PASSIVE,PLT-10-PLC-487
OT-01040,CMMS,ASSET-201040
OT-01041,CMDB,CMDB-101041
OT-01041,PASSIVE,PLT-10-HISTORIAN-273
OT-01041,CMMS,ASSET-201041
OT-01042,CMDB,CMDB-101042
OT-01042,PASSIVE,PLT-10-ENG_WORKSTATION-636
OT-01042,CMMS,ASSET-201042
OT-01043,CMDB,CMDB-101043
OT-01043,PASSIVE,PLT-10-GATEWAY-747
OT-01043,CMMS,ASSET-201043
OT-01044,CMDB,CMDB-101044
OT-01044,PASSIVE,PLT-10-SAFETY_PLC-378
OT-01044,CMMS,ASSET-201044
OT-01045,CMDB,CMDB-101045
OT-01045,PASSIVE,PLT-10-GATEWAY-189
OT-01045,CMMS,ASSET-201045
OT-01046,CMDB,CMDB-101046
OT-01046,PASSIVE,PLT-10-VFD-049
OT-01046,CMMS,ASSET-201046
OT-01047,CMDB,CMDB-101047
OT-01047,PASSIVE,PLT-10-ENG_WORKSTATION-428
OT-01047,CMMS,ASSET-201047
OT-01048,CMDB,CMDB-101048
OT-01048,PASSIVE,PLT-10-SAFETY_PLC-808
OT-01048,CMMS,ASSET-201048
OT-01049,CMDB,CMDB-101049
OT-01049,PASSIVE,PLT-10-RTU-331
OT-01049,CMMS,ASSET-201049
OT-01050,CMDB,CMDB-101050
OT-01050,PASSIVE,PLT-10-HISTORIAN-140
OT-01050,CMMS,ASSET-201050
OT-01051,CMDB,CMDB-101051
OT-01051,PASSIVE,PLT-10-DCS_CONTROLLER-240
OT-01051,CMMS,ASSET-201051
OT-01052,CMDB,CMDB-101052
OT-01052,PASSIVE,PLT-10-GATEWAY-724
OT-01052,CMMS,ASSET-201052
OT-01053,CMDB,CMDB-101053
OT-01053,PASSIVE,PLT-10-GATEWAY-097
OT-01053,CMMS,ASSET-201053
OT-01054,CMDB,CMDB-101054
OT-01054,PASSIVE,PLT-10-DCS_CONTROLLER-817
OT-01054,CMMS,ASSET-201054
OT-01055,CMDB,CMDB-101055
OT-01055,PASSIVE,PLT-10-PLC-780
OT-01055,CMMS,ASSET-201055
OT-01056,CMDB,CMDB-101056
OT-01056,PASSIVE,PLT-10-SAFETY_PLC-598
OT-01056,CMMS,ASSET-201056
OT-01057,CMDB,CMDB-101057
OT-01057,PASSIVE,PLT-10-DCS_CONTROLLER-636
OT-01057,CMMS,ASSET-201057
OT-01058,CMDB,CMDB-101058
OT-01058,PASSIVE,PLT-10-HISTORIAN-331
OT-01058,CMMS,ASSET-201058
OT-01059,CMDB,CMDB-101059
OT-01059,PASSIVE,PLT-10-IED-243
OT-01059,CMMS,ASSET-201059
OT-01060,CMDB,CMDB-101060
OT-01060,PASSIVE,PLT-10-SENSOR-612
OT-01060,CMMS,ASSET-201060
OT-01061,CMDB,CMDB-101061
OT-01061,PASSIVE,PLT-10-HMI-444
OT-01061,CMMS,ASSET-201061
OT-01062,CMDB,CMDB-101062
OT-01062,PASSIVE,PLT-10-SENSOR-907
OT-01062,CMMS,ASSET-201062
OT-01063,CMDB,CMDB-101063
OT-01063,PASSIVE,PLT-10-DCS_CONTROLLER-948
OT-01063,CMMS,ASSET-201063
OT-01064,CMDB,CMDB-101064
OT-01064,PASSIVE,PLT-10-SAFETY_PLC-319
OT-01064,CMMS,ASSET-201064
OT-01065,CMDB,CMDB-101065
OT-01065,PASSIVE,PLT-10-GATEWAY-031
OT-01065,CMMS,ASSET-201065
OT-01066,CMDB,CMDB-101066
OT-01066,PASSIVE,PLT-10-HISTORIAN-832
OT-01066,CMMS,ASSET-201066
OT-01067,CMDB,CMDB-101067
OT-01067,PASSIVE,PLT-10-ENG_WORKSTATION-447
OT-01067,CMMS,ASSET-201067
OT-01068,CMDB,CMDB-101068
OT-01068,PASSIVE,PLT-10-ENG_WORKSTATION-306
OT-01068,CMMS,ASSET-201068
OT-01069,CMDB,CMDB-101069
OT-01069,PASSIVE,PLT-10-OPC_SERVER-800
OT-01069,CMMS,ASSET-201069
OT-01070,CMDB,CMDB-101070
OT-01070,PASSIVE,PLT-10-SENSOR-756
OT-01070,CMMS,ASSET-201070
OT-01071,CMDB,CMDB-101071
OT-01071,PASSIVE,PLT-10-IED-007
OT-01071,CMMS,ASSET-201071
OT-01072,CMDB,CMDB-101072
OT-01072,PASSIVE,PLT-10-NETWORK_SWITCH-976
OT-01072,CMMS,ASSET-201072
OT-01073,CMDB,CMDB-101073
OT-01073,PASSIVE,PLT-10-SAFETY_PLC-089
OT-01073,CMMS,ASSET-201073
OT-01074,CMDB,CMDB-101074
OT-01074,PASSIVE,PLT-10-DCS_CONTROLLER-293
OT-01074,CMMS,ASSET-201074
OT-01075,CMDB,CMDB-101075
OT-01075,PASSIVE,PLT-10-HISTORIAN-887
OT-01075,CMMS,ASSET-201075
OT-01076,CMDB,CMDB-101076
OT-01076,PASSIVE,PLT-10-PLC-905
OT-01076,CMMS,ASSET-201076
OT-01077,CMDB,CMDB-101077
OT-01077,PASSIVE,PLT-10-VFD-217
OT-01077,CMMS,ASSET-201077
OT-01078,CMDB,CMDB-101078
OT-01078,PASSIVE,PLT-10-IED-348
OT-01078,CMMS,ASSET-201078
OT-01079,CMDB,CMDB-101079
OT-01079,PASSIVE,PLT-10-NETWORK_SWITCH-792
OT-01079,CMMS,ASSET-201079
OT-01080,CMDB,CMDB-101080
OT-01080,PASSIVE,PLT-10-NETWORK_SWITCH-933
OT-01080,CMMS,ASSET-201080
OT-01081,CMDB,CMDB-101081
OT-01081,PASSIVE,PLT-10-ENG_WORKSTATION-629
OT-01081,CMMS,ASSET-201081
OT-01082,CMDB,CMDB-101082
OT-01082,PASSIVE,PLT-10-RTU-911
OT-01082,CMMS,ASSET-201082
OT-01083,CMDB,CMDB-101083
OT-01083,PASSIVE,PLT-10-HMI-747
OT-01083,CMMS,ASSET-201083
OT-01084,CMDB,CMDB-101084
OT-01084,PASSIVE,PLT-10-HMI-088
OT-01084,CMMS,ASSET-201084
OT-01085,CMDB,CMDB-101085
OT-01085,PASSIVE,PLT-10-GATEWAY-823
OT-01085,CMMS,ASSET-201085
OT-01086,CMDB,CMDB-101086
OT-01086,PASSIVE,PLT-10-SAFETY_PLC-443
OT-01086,CMMS,ASSET-201086
OT-01087,CMDB,CMDB-101087
OT-01087,PASSIVE,PLT-10-SAFETY_PLC-652
OT-01087,CMMS,ASSET-201087
OT-01088,CMDB,CMDB-101088
OT-01088,PASSIVE,PLT-10-SENSOR-051
OT-01088,CMMS,ASSET-201088
OT-01089,CMDB,CMDB-101089
OT-01089,PASSIVE,PLT-10-HMI-412
OT-01089,CMMS,ASSET-201089
OT-01090,CMDB,CMDB-101090
OT-01090,PASSIVE,PLT-10-IED-153
OT-01090,CMMS,ASSET-201090
OT-01091,CMDB,CMDB-101091
OT-01091,PASSIVE,PLT-10-PLC-632
OT-01091,CMMS,ASSET-201091
OT-01092,CMDB,CMDB-101092
OT-01092,PASSIVE,PLT-10-HISTORIAN-117
OT-01092,CMMS,ASSET-201092
OT-01093,CMDB,CMDB-101093
OT-01093,PASSIVE,PLT-10-VFD-877
OT-01093,CMMS,ASSET-201093
OT-01094,CMDB,CMDB-101094
OT-01094,PASSIVE,PLT-10-SAFETY_PLC-854
OT-01094,CMMS,ASSET-201094
OT-01095,CMDB,CMDB-101095
OT-01095,PASSIVE,PLT-10-GATEWAY-491
OT-01095,CMMS,ASSET-201095
OT-01096,CMDB,CMDB-101096
OT-01096,PASSIVE,PLT-10-RTU-314
OT-01096,CMMS,ASSET-201096
OT-01097,CMDB,CMDB-101097
OT-01097,PASSIVE,PLT-10-OPC_SERVER-540
OT-01097,CMMS,ASSET-201097
OT-01098,CMDB,CMDB-101098
OT-01098,PASSIVE,PLT-10-PLC-764
OT-01098,CMMS,ASSET-201098
OT-01099,CMDB,CMDB-101099
OT-01099,PASSIVE,PLT-10-IED-047
OT-01099,CMMS,ASSET-201099
OT-01100,CMDB,CMDB-101100
OT-01100,PASSIVE,PLT-10-ENG_WORKSTATION-062
OT-01100,CMMS,ASSET-201100
OT-01101,CMDB,CMDB-101101
OT-01101,PASSIVE,PLT-10-OPC_SERVER-595
OT-01101,CMMS,ASSET-201101
OT-01102,CMDB,CMDB-101102
OT-01102,PASSIVE,PLT-10-RTU-117
OT-01102,CMMS,ASSET-201102
OT-01103,CMDB,CMDB-101103
OT-01103,PASSIVE,PLT-10-DCS_CONTROLLER-126
OT-01103,CMMS,ASSET-201103
OT-01104,CMDB,CMDB-101104
OT-01104,PASSIVE,PLT-11-PLC-791
OT-01104,CMMS,ASSET-201104
OT-01105,CMDB,CMDB-101105
OT-01105,PASSIVE,PLT-11-NETWORK_SWITCH-310
OT-01105,CMMS,ASSET-201105
OT-01106,CMDB,CMDB-101106
OT-01106,PASSIVE,PLT-11-IED-102
OT-01106,CMMS,ASSET-201106
OT-01107,CMDB,CMDB-101107
OT-01107,PASSIVE,PLT-11-GATEWAY-093
OT-01107,CMMS,ASSET-201107
OT-01108,CMDB,CMDB-101108
OT-01108,PASSIVE,PLT-11-NETWORK_SWITCH-827
OT-01108,CMMS,ASSET-201108
OT-01109,CMDB,CMDB-101109
OT-01109,PASSIVE,PLT-11-IED-259
OT-01109,CMMS,ASSET-201109
OT-01110,CMDB,CMDB-101110
OT-01110,PASSIVE,PLT-11-HMI-835
OT-01110,CMMS,ASSET-201110
OT-01111,CMDB,CMDB-101111
OT-01111,PASSIVE,PLT-11-IED-711
OT-01111,CMMS,ASSET-201111
OT-01112,CMDB,CMDB-101112
OT-01112,PASSIVE,PLT-11-NETWORK_SWITCH-900
OT-01112,CMMS,ASSET-201112
OT-01113,CMDB,CMDB-101113
OT-01113,PASSIVE,PLT-11-RTU-074
OT-01113,CMMS,ASSET-201113
OT-01114,CMDB,CMDB-101114
OT-01114,PASSIVE,PLT-11-DCS_CONTROLLER-620
OT-01114,CMMS,ASSET-201114
OT-01115,CMDB,CMDB-101115
OT-01115,PASSIVE,PLT-11-NETWORK_SWITCH-424
OT-01115,CMMS,ASSET-201115
OT-01116,CMDB,CMDB-101116
OT-01116,PASSIVE,PLT-11-OPC_SERVER-573
OT-01116,CMMS,ASSET-201116
OT-01117,CMDB,CMDB-101117
OT-01117,PASSIVE,PLT-11-ENG_WORKSTATION-143
OT-01117,CMMS,ASSET-201117
OT-01118,CMDB,CMDB-101118
OT-01118,PASSIVE,PLT-11-IED-498
OT-01118,CMMS,ASSET-201118
OT-01119,CMDB,CMDB-101119
OT-01119,PASSIVE,PLT-11-HISTORIAN-550
OT-01119,CMMS,ASSET-201119
OT-01120,CMDB,CMDB-101120
OT-01120,PASSIVE,PLT-11-HMI-051
OT-01120,CMMS,ASSET-201120
OT-01121,CMDB,CMDB-101121
OT-01121,PASSIVE,PLT-11-SENSOR-125
OT-01121,CMMS,ASSET-201121
OT-01122,CMDB,CMDB-101122
OT-01122,PASSIVE,PLT-11-DCS_CONTROLLER-819
OT-01122,CMMS,ASSET-201122
OT-01123,CMDB,CMDB-101123
OT-01123,PASSIVE,PLT-11-GATEWAY-854
OT-01123,CMMS,ASSET-201123
OT-01124,CMDB,CMDB-101124
OT-01124,PASSIVE,PLT-11-ENG_WORKSTATION-146
OT-01124,CMMS,ASSET-201124
OT-01125,CMDB,CMDB-101125
OT-01125,PASSIVE,PLT-11-NETWORK_SWITCH-908
OT-01125,CMMS,ASSET-201125
OT-01126,CMDB,CMDB-101126
OT-01126,PASSIVE,PLT-11-SENSOR-808
OT-01126,CMMS,ASSET-201126
OT-01127,CMDB,CMDB-101127
OT-01127,PASSIVE,PLT-11-PLC-838
OT-01127,CMMS,ASSET-201127
OT-01128,CMDB,CMDB-101128
OT-01128,PASSIVE,PLT-11-GATEWAY-459
OT-01128,CMMS,ASSET-201128
OT-01129,CMDB,CMDB-101129
OT-01129,PASSIVE,PLT-11-NETWORK_SWITCH-548
OT-01129,CMMS,ASSET-201129
OT-01130,CMDB,CMDB-101130
OT-01130,PASSIVE,PLT-11-IED-656
OT-01130,CMMS,ASSET-201130
OT-01131,CMDB,CMDB-101131
OT-01131,PASSIVE,PLT-11-HISTORIAN-416
OT-01131,CMMS,ASSET-201131
OT-01132,CMDB,CMDB-101132
OT-01132,PASSIVE,PLT-11-HISTORIAN-586
OT-01132,CMMS,ASSET-201132
OT-01133,CMDB,CMDB-101133
OT-01133,PASSIVE,PLT-11-OPC_SERVER-883
OT-01133,CMMS,ASSET-201133
OT-01134,CMDB,CMDB-101134
OT-01134,PASSIVE,PLT-11-DCS_CONTROLLER-368
OT-01134,CMMS,ASSET-201134
OT-01135,CMDB,CMDB-101135
OT-01135,PASSIVE,PLT-11-OPC_SERVER-083
OT-01135,CMMS,ASSET-201135
OT-01136,CMDB,CMDB-101136
OT-01136,PASSIVE,PLT-11-NETWORK_SWITCH-420
OT-01136,CMMS,ASSET-201136
OT-01137,CMDB,CMDB-101137
OT-01137,PASSIVE,PLT-11-DCS_CONTROLLER-687
OT-01137,CMMS,ASSET-201137
OT-01138,CMDB,CMDB-101138
OT-01138,PASSIVE,PLT-11-NETWORK_SWITCH-726
OT-01138,CMMS,ASSET-201138
OT-01139,CMDB,CMDB-101139
OT-01139,PASSIVE,PLT-11-HMI-513
OT-01139,CMMS,ASSET-201139
OT-01140,CMDB,CMDB-101140
OT-01140,PASSIVE,PLT-11-ENG_WORKSTATION-597
OT-01140,CMMS,ASSET-201140
OT-01141,CMDB,CMDB-101141
OT-01141,PASSIVE,PLT-11-SAFETY_PLC-050
OT-01141,CMMS,ASSET-201141
OT-01142,CMDB,CMDB-101142
OT-01142,PASSIVE,PLT-11-GATEWAY-037
OT-01142,CMMS,ASSET-201142
OT-01143,CMDB,CMDB-101143
OT-01143,PASSIVE,PLT-11-SENSOR-037
OT-01143,CMMS,ASSET-201143
OT-01144,CMDB,CMDB-101144
OT-01144,PASSIVE,PLT-11-HISTORIAN-361
OT-01144,CMMS,ASSET-201144
OT-01145,CMDB,CMDB-101145
OT-01145,PASSIVE,PLT-11-IED-119
OT-01145,CMMS,ASSET-201145
OT-01146,CMDB,CMDB-101146
OT-01146,PASSIVE,PLT-11-DCS_CONTROLLER-631
OT-01146,CMMS,ASSET-201146
OT-01147,CMDB,CMDB-101147
OT-01147,PASSIVE,PLT-11-IED-944
OT-01147,CMMS,ASSET-201147
OT-01148,CMDB,CMDB-101148
OT-01148,PASSIVE,PLT-11-HMI-946
OT-01148,CMMS,ASSET-201148
OT-01149,CMDB,CMDB-101149
OT-01149,PASSIVE,PLT-11-GATEWAY-120
OT-01149,CMMS,ASSET-201149
OT-01150,CMDB,CMDB-101150
OT-01150,PASSIVE,PLT-11-NETWORK_SWITCH-095
OT-01150,CMMS,ASSET-201150
OT-01151,CMDB,CMDB-101151
OT-01151,PASSIVE,PLT-11-HISTORIAN-111
OT-01151,CMMS,ASSET-201151
OT-01152,CMDB,CMDB-101152
OT-01152,PASSIVE,PLT-11-RTU-727
OT-01152,CMMS,ASSET-201152
OT-01153,CMDB,CMDB-101153
OT-01153,PASSIVE,PLT-11-GATEWAY-643
OT-01153,CMMS,ASSET-201153
OT-01154,CMDB,CMDB-101154
OT-01154,PASSIVE,PLT-11-NETWORK_SWITCH-599
OT-01154,CMMS,ASSET-201154
OT-01155,CMDB,CMDB-101155
OT-01155,PASSIVE,PLT-11-IED-689
OT-01155,CMMS,ASSET-201155
OT-01156,CMDB,CMDB-101156
OT-01156,PASSIVE,PLT-11-HMI-693
OT-01156,CMMS,ASSET-201156
OT-01157,CMDB,CMDB-101157
OT-01157,PASSIVE,PLT-11-SAFETY_PLC-798
OT-01157,CMMS,ASSET-201157
OT-01158,CMDB,CMDB-101158
OT-01158,PASSIVE,PLT-11-ENG_WORKSTATION-062
OT-01158,CMMS,ASSET-201158
OT-01159,CMDB,CMDB-101159
OT-01159,PASSIVE,PLT-11-SENSOR-159
OT-01159,CMMS,ASSET-201159
OT-01160,CMDB,CMDB-101160
OT-01160,PASSIVE,PLT-11-GATEWAY-594
OT-01160,CMMS,ASSET-201160
OT-01161,CMDB,CMDB-101161
OT-01161,PASSIVE,PLT-11-OPC_SERVER-620
OT-01161,CMMS,ASSET-201161
OT-01162,CMDB,CMDB-101162
OT-01162,PASSIVE,PLT-11-HISTORIAN-226
OT-01162,CMMS,ASSET-201162
OT-01163,CMDB,CMDB-101163
OT-01163,PASSIVE,PLT-11-SAFETY_PLC-086
OT-01163,CMMS,ASSET-201163
OT-01164,CMDB,CMDB-101164
OT-01164,PASSIVE,PLT-11-ENG_WORKSTATION-226
OT-01164,CMMS,ASSET-201164
OT-01165,CMDB,CMDB-101165
OT-01165,PASSIVE,PLT-11-SAFETY_PLC-338
OT-01165,CMMS,ASSET-201165
OT-01166,CMDB,CMDB-101166
OT-01166,PASSIVE,PLT-11-SAFETY_PLC-572
OT-01166,CMMS,ASSET-201166
OT-01167,CMDB,CMDB-101167
OT-01167,PASSIVE,PLT-11-SAFETY_PLC-149
OT-01167,CMMS,ASSET-201167
OT-01168,CMDB,CMDB-101168
OT-01168,PASSIVE,PLT-11-HISTORIAN-737
OT-01168,CMMS,ASSET-201168
OT-01169,CMDB,CMDB-101169
OT-01169,PASSIVE,PLT-11-ENG_WORKSTATION-494
OT-01169,CMMS,ASSET-201169
OT-01170,CMDB,CMDB-101170
OT-01170,PASSIVE,PLT-11-DCS_CONTROLLER-271
OT-01170,CMMS,ASSET-201170
OT-01171,CMDB,CMDB-101171
OT-01171,PASSIVE,PLT-11-PLC-844
OT-01171,CMMS,ASSET-201171
OT-01172,CMDB,CMDB-101172
OT-01172,PASSIVE,PLT-11-NETWORK_SWITCH-198
OT-01172,CMMS,ASSET-201172
OT-01173,CMDB,CMDB-101173
OT-01173,PASSIVE,PLT-11-VFD-412
OT-01173,CMMS,ASSET-201173
OT-01174,CMDB,CMDB-101174
OT-01174,PASSIVE,PLT-11-HISTORIAN-975
OT-01174,CMMS,ASSET-201174
OT-01175,CMDB,CMDB-101175
OT-01175,PASSIVE,PLT-11-VFD-307
OT-01175,CMMS,ASSET-201175
OT-01176,CMDB,CMDB-101176
OT-01176,PASSIVE,PLT-11-DCS_CONTROLLER-039
OT-01176,CMMS,ASSET-201176
OT-01177,CMDB,CMDB-101177
OT-01177,PASSIVE,PLT-11-HISTORIAN-370
OT-01177,CMMS,ASSET-201177
OT-01178,CMDB,CMDB-101178
OT-01178,PASSIVE,PLT-11-HMI-043
OT-01178,CMMS,ASSET-201178
OT-01179,CMDB,CMDB-101179
OT-01179,PASSIVE,PLT-11-SENSOR-569
OT-01179,CMMS,ASSET-201179
OT-01180,CMDB,CMDB-101180
OT-01180,PASSIVE,PLT-11-SENSOR-606
OT-01180,CMMS,ASSET-201180
OT-01181,CMDB,CMDB-101181
OT-01181,PASSIVE,PLT-11-OPC_SERVER-457
OT-01181,CMMS,ASSET-201181
OT-01182,CMDB,CMDB-101182
OT-01182,PASSIVE,PLT-11-ENG_WORKSTATION-465
OT-01182,CMMS,ASSET-201182
OT-01183,CMDB,CMDB-101183
OT-01183,PASSIVE,PLT-11-OPC_SERVER-814
OT-01183,CMMS,ASSET-201183
OT-01184,CMDB,CMDB-101184
OT-01184,PASSIVE,PLT-11-NETWORK_SWITCH-343
OT-01184,CMMS,ASSET-201184
OT-01185,CMDB,CMDB-101185
OT-01185,PASSIVE,PLT-11-DCS_CONTROLLER-665
OT-01185,CMMS,ASSET-201185
OT-01186,CMDB,CMDB-101186
OT-01186,PASSIVE,PLT-11-RTU-287
OT-01186,CMMS,ASSET-201186
OT-01187,CMDB,CMDB-101187
OT-01187,PASSIVE,PLT-11-SAFETY_PLC-883
OT-01187,CMMS,ASSET-201187
OT-01188,CMDB,CMDB-101188
OT-01188,PASSIVE,PLT-11-GATEWAY-366
OT-01188,CMMS,ASSET-201188
OT-01189,CMDB,CMDB-101189
OT-01189,PASSIVE,PLT-11-ENG_WORKSTATION-813
OT-01189,CMMS,ASSET-201189
OT-01190,CMDB,CMDB-101190
OT-01190,PASSIVE,PLT-11-DCS_CONTROLLER-425
OT-01190,CMMS,ASSET-201190
OT-01191,CMDB,CMDB-101191
OT-01191,PASSIVE,PLT-11-IED-832
OT-01191,CMMS,ASSET-201191
OT-01192,CMDB,CMDB-101192
OT-01192,PASSIVE,PLT-11-VFD-530
OT-01192,CMMS,ASSET-201192
OT-01193,CMDB,CMDB-101193
OT-01193,PASSIVE,PLT-11-SENSOR-782
OT-01193,CMMS,ASSET-201193
OT-01194,CMDB,CMDB-101194
OT-01194,PASSIVE,PLT-11-OPC_SERVER-201
OT-01194,CMMS,ASSET-201194
OT-01195,CMDB,CMDB-101195
OT-01195,PASSIVE,PLT-11-SENSOR-425
OT-01195,CMMS,ASSET-201195
OT-01196,CMDB,CMDB-101196
OT-01196,PASSIVE,PLT-11-DCS_CONTROLLER-501
OT-01196,CMMS,ASSET-201196
OT-01197,CMDB,CMDB-101197
OT-01197,PASSIVE,PLT-11-PLC-310
OT-01197,CMMS,ASSET-201197
OT-01198,CMDB,CMDB-101198
OT-01198,PASSIVE,PLT-11-IED-652
OT-01198,CMMS,ASSET-201198
OT-01199,CMDB,CMDB-101199
OT-01199,PASSIVE,PLT-11-OPC_SERVER-363
OT-01199,CMMS,ASSET-201199
OT-01200,CMDB,CMDB-101200
OT-01200,PASSIVE,PLT-11-ENG_WORKSTATION-622
OT-01200,CMMS,ASSET-201200
OT-01201,CMDB,CMDB-101201
OT-01201,PASSIVE,PLT-11-DCS_CONTROLLER-211
OT-01201,CMMS,ASSET-201201
OT-01202,CMDB,CMDB-101202
OT-01202,PASSIVE,PLT-11-VFD-296
OT-01202,CMMS,ASSET-201202
OT-01203,CMDB,CMDB-101203
OT-01203,PASSIVE,PLT-11-GATEWAY-341
OT-01203,CMMS,ASSET-201203
OT-01204,CMDB,CMDB-101204
OT-01204,PASSIVE,PLT-11-HMI-589
OT-01204,CMMS,ASSET-201204
OT-01205,CMDB,CMDB-101205
OT-01205,PASSIVE,PLT-11-IED-067
OT-01205,CMMS,ASSET-201205
OT-01206,CMDB,CMDB-101206
OT-01206,PASSIVE,PLT-11-HMI-274
OT-01206,CMMS,ASSET-201206
OT-01207,CMDB,CMDB-101207
OT-01207,PASSIVE,PLT-12-OPC_SERVER-603
OT-01207,CMMS,ASSET-201207
OT-01208,CMDB,CMDB-101208
OT-01208,PASSIVE,PLT-12-VFD-740
OT-01208,CMMS,ASSET-201208
OT-01209,CMDB,CMDB-101209
OT-01209,PASSIVE,PLT-12-GATEWAY-442
OT-01209,CMMS,ASSET-201209
OT-01210,CMDB,CMDB-101210
OT-01210,PASSIVE,PLT-12-SENSOR-317
OT-01210,CMMS,ASSET-201210
OT-01211,CMDB,CMDB-101211
OT-01211,PASSIVE,PLT-12-PLC-622
OT-01211,CMMS,ASSET-201211
OT-01212,CMDB,CMDB-101212
OT-01212,PASSIVE,PLT-12-DCS_CONTROLLER-515
OT-01212,CMMS,ASSET-201212
OT-01213,CMDB,CMDB-101213
OT-01213,PASSIVE,PLT-12-OPC_SERVER-579
OT-01213,CMMS,ASSET-201213
OT-01214,CMDB,CMDB-101214
OT-01214,PASSIVE,PLT-12-IED-063
OT-01214,CMMS,ASSET-201214
OT-01215,CMDB,CMDB-101215
OT-01215,PASSIVE,PLT-12-HISTORIAN-318
OT-01215,CMMS,ASSET-201215
OT-01216,CMDB,CMDB-101216
OT-01216,PASSIVE,PLT-12-GATEWAY-859
OT-01216,CMMS,ASSET-201216
OT-01217,CMDB,CMDB-101217
OT-01217,PASSIVE,PLT-12-SENSOR-381
OT-01217,CMMS,ASSET-201217
OT-01218,CMDB,CMDB-101218
OT-01218,PASSIVE,PLT-12-HMI-761
OT-01218,CMMS,ASSET-201218
OT-01219,CMDB,CMDB-101219
OT-01219,PASSIVE,PLT-12-OPC_SERVER-763
OT-01219,CMMS,ASSET-201219
OT-01220,CMDB,CMDB-101220
OT-01220,PASSIVE,PLT-12-HMI-283
