asset_id,plant_id,asset_type,vendor,model,firmware,ip_address,zone,protocol,registered_state,observed_state,criticality,owner,backup_age_days
OT-01004,PLT-10,NETWORK_SWITCH,NetSwitchCo,MDL-61,9.6.9,10.10.14.80,L1_CONTROL,OPC_DA,UNKNOWN,ONLINE,MEDIUM,Unknown,366
OT-01005,PLT-10,PLC,FieldLink,MDL-96,5.5.2,10.10.19.227,DMZ,PROFINET,ACTIVE,ONLINE,HIGH,Engineering,396
OT-01006,PLT-10,PLC,ControlWorks,MDL-48,6.7.1,10.10.2.86,L1_CONTROL,IEC61850,ACTIVE,UNSEEN,CRITICAL,Maintenance,173
OT-01007,PLT-10,OPC_SERVER,MotorDriveCo,MDL-76,2.0.1,10.10.10.76,L3_SITE_OPS,IEC104,ACTIVE,ONLINE,HIGH,OT Security,109
OT-01008,PLT-10,OPC_SERVER,ProcessSys,MDL-22,2.1.3,10.10.1.158,L3_SITE_OPS,ModbusTCP,ACTIVE,ONLINE,HIGH,Maintenance,57
OT-01009,PLT-10,NETWORK_SWITCH,LegacyPLC,MDL-46,7.0.8,10.10.15.82,L1_CONTROL,OPC_DA,ACTIVE,ONLINE,HIGH,Engineering,171
OT-01010,PLT-10,HMI,SensorTech,MDL-87,9.5.2,10.10.5.61,L1_CONTROL,DNP3,ACTIVE,ONLINE,HIGH,Engineering,212
OT-01011,PLT-10,ENG_WORKSTATION,HistorianX,MDL-28,4.7.8,10.10.15.106,L1_CONTROL,IEC104,ACTIVE,INTERMITTENT,HIGH,Maintenance,354
OT-01012,PLT-10,PLC,ProcessSys,MDL-78,8.7.9,10.10.5.56,L1_CONTROL,DNP3,ACTIVE,ONLINE,HIGH,Unknown,58
OT-01013,PLT-10,VFD,FieldLink,MDL-63,3.9.1,10.10.19.62,L2_SUPERVISORY,ModbusTCP,ACTIVE,ONLINE,MEDIUM,Maintenance,417
OT-01014,PLT-10,RTU,ControlWorks,MDL-43,4.2.0,10.10.13.134,L0_FIELD,IEC104,ACTIVE,ONLINE,HIGH,OT Security,145
OT-01015,PLT-10,SAFETY_PLC,HistorianX,MDL-10,9.4.8,10.10.20.33,L1_CONTROL,PROFIBUS,ACTIVE,ONLINE,HIGH,Operations,326
OT-01016,PLT-10,DCS_CONTROLLER,HistorianX,MDL-15,5.5.8,10.10.12.161,L1_CONTROL,EtherNetIP,ACTIVE,UNSEEN,HIGH,OT Security,393
OT-01017,PLT-10,HMI,MotorDriveCo,MDL-66,4.2.9,10.10.2.187,DMZ,OPC_DA,UNKNOWN,ONLINE,HIGH,Maintenance,199
OT-01018,PLT-10,NETWORK_SWITCH,ControlWorks,MDL-20,3.4.6,10.10.5.124,DMZ,OPC_DA,UNKNOWN,ONLINE,LOW,OT Security,129
OT-01019,PLT-10,RTU,HistorianX,MDL-92,4.0.3,10.10.1.167,L2_SUPERVISORY,IEC61850,ACTIVE,ONLINE,CRITICAL,Engineering,356
OT-01020,PLT-10,OPC_SERVER,NetSwitchCo,MDL-91,3.8.4,10.10.10.61,DMZ,OPC_DA,ACTIVE,ONLINE,CRITICAL,Engineering,387
OT-01021,PLT-10,GATEWAY,MotorDriveCo,MDL-36,9.6.0,10.10.12.111,L2_SUPERVISORY,OPC_DA,ACTIVE,ONLINE,MEDIUM,Engineering,15
OT-01022,PLT-10,DCS_CONTROLLER,RemoteAssist,MDL-34,5.5.2,10.10.12.154,L1_CONTROL,ModbusTCP,ACTIVE,ONLINE,CRITICAL,Engineering,163
OT-01023,PLT-10,SENSOR,FieldLink,MDL-91,8.4.1,10.10.1.194,L1_CONTROL,IEC104,ACTIVE,ONLINE,LOW,Operations,392
OT-01024,PLT-10,SENSOR,RemoteAssist,MDL-76,5.5.8,10.10.19.188,L0_FIELD,OPC_DA,ACTIVE,ONLINE,HIGH,Operations,141
OT-01025,PLT-10,PLC,LegacyPLC,MDL-72,1.1.8,10.10.2.32,DMZ,VendorSerial,ACTIVE,ONLINE,MEDIUM,Operations,216
OT-01026,PLT-10,ENG_WORKSTATION,LegacyPLC,MDL-80,7.5.9,10.10.13.135,L2_SUPERVISORY,PROFIBUS,UNKNOWN,ONLINE,LOW,OT Security,45
OT-01027,PLT-10,DCS_CONTROLLER,ProcessSys,MDL-78,9.5.0,10.10.10.40,L0_FIELD,DNP3,ACTIVE,ONLINE,CRITICAL,Engineering,354
OT-01028,PLT-10,ENG_WORKSTATION,RemoteAssist,MDL-70,2.4.5,10.10.4.52,L2_SUPERVISORY,IEC104,ACTIVE,ONLINE,LOW,Operations,363
OT-01029,PLT-10,ENG_WORKSTATION,ControlWorks,MDL-76,3.3.2,10.10.20.220,L2_SUPERVISORY,PROFIBUS,ACTIVE,INTERMITTENT,HIGH,OT Security,98
OT-01030,PLT-10,HMI,HistorianX,MDL-57,7.3.2,10.10.4.138,DMZ,PROFINET,ACTIVE,OFFLINE,CRITICAL,Unknown,29
OT-01031,PLT-10,OPC_SERVER,SensorTech,MDL-60,4.1.0,10.10.19.174,DMZ,EtherNetIP,ACTIVE,OFFLINE,CRITICAL,Unknown,152
OT-01032,PLT-10,NETWORK_SWITCH,ControlWorks,MDL-96,6.9.2,10.10.8.17,L2_SUPERVISORY,IEC61850,ACTIVE,ONLINE,CRITICAL,Operations,30
OT-01033,PLT-10,IED,ControlWorks,MDL-42,9.7.7,10.10.7.180,DMZ,PROFINET,ACTIVE,ONLINE,CRITICAL,Maintenance,346
OT-01034,PLT-10,ENG_WORKSTATION,HistorianX,MDL-94,1.1.6,10.10.14.127,L0_FIELD,ModbusTCP,ACTIVE,OFFLINE,MEDIUM,OT Security,276
OT-01035,PLT-10,HISTORIAN,HistorianX,MDL-92,8.9.9,10.10.12.239,L0_FIELD,DNP3,ACTIVE,OFFLINE,CRITICAL,OT Security,419
OT-01036,PLT-10,ENG_WORKSTATION,FieldLink,MDL-40,5.8.9,10.10.8.67,L1_CONTROL,IEC61850,ACTIVE,ONLINE,CRITICAL,Maintenance,4
OT-01037,PLT-10,SENSOR,RemoteAssist,MDL-78,6.7.6,10.10.8.191,L2_SUPERVISORY,PROFINET,ACTIVE,ONLINE,CRITICAL,Operations,93
OT-01038,PLT-10,GATEWAY,SafeLogic,MDL-62,6.7.9,10.10.5.52,L0_FIELD,DNP3,ACTIVE,ONLINE,CRITICAL,Vendor,224
OT-01039,PLT-10,RTU,ProcessSys,MDL-70,1.6.9,10.10.15.200,DMZ,PROFINET,ACTIVE,ONLINE,MEDIUM,Engineering,307
OT-01040,PLT-10,PLC,HistorianX,MDL-12,7.5.0,10.10.7.112,L0_FIELD,PROFINET,RETIRED,ONLINE,HIGH,Vendor,117
OT-01041,PLT-10,HISTORIAN,LegacyPLC,MDL-21,1.1.4,10.10.1.48,L2_SUPERVISORY,ModbusTCP,RETIRED,ONLINE,HIGH,Vendor,186
OT-01042,PLT-10,ENG_WORKSTATION,ProcessSys,MDL-56,3.4.8,10.10.6.172,L1_CONTROL,OPC_UA,ACTIVE,ONLINE,HIGH,Unknown,58
OT-01043,PLT-10,GATEWAY,LegacyPLC,MDL-16,6.5.1,10.10.19.60,DMZ,VendorSerial,RETIRED,ONLINE,CRITICAL,Operations,39
OT-01044,PLT-10,SAFETY_PLC,FieldLink,MDL-84,7.9.1,10.10.12.189,L3_SITE_OPS,IEC61850,ACTIVE,UNSEEN,CRITICAL,Operations,353
OT-01045,PLT-10,GATEWAY,ControlWorks,MDL-40,9.0.0,10.10.19.116,L3_SITE_OPS,PROFIBUS,ACTIVE,ONLINE,HIGH,OT Security,282
OT-01046,PLT-10,VFD,SensorTech,MDL-13,5.3.8,10.10.7.47,L0_FIELD,IEC61850,ACTIVE,ONLINE,HIGH,Vendor,361
OT-01047,PLT-10,ENG_WORKSTATION,RemoteAssist,MDL-21,1.2.5,10.10.4.221,DMZ,PROFIBUS,ACTIVE,ONLINE,CRITICAL,Operations,375
OT-01048,PLT-10,SAFETY_PLC,SensorTech,MDL-35,9.7.8,10.10.9.215,L2_SUPERVISORY,PROFIBUS,ACTIVE,ONLINE,CRITICAL,Unknown,264
OT-01049,PLT-10,RTU,MotorDriveCo,MDL-17,5.7.8,10.10.14.38,L0_FIELD,VendorSerial,ACTIVE,ONLINE,CRITICAL,Unknown,30
OT-01050,PLT-10,HISTORIAN,SafeLogic,MDL-62,6.1.1,10.10.1.191,DMZ,IEC61850,ACTIVE,ONLINE,HIGH,Maintenance,331
OT-01051,PLT-10,DCS_CONTROLLER,MotorDriveCo,MDL-62,5.2.1,10.10.11.104,L2_SUPERVISORY,EtherNetIP,ACTIVE,ONLINE,HIGH,Engineering,75
OT-01052,PLT-10,GATEWAY,SafeLogic,MDL-24,4.5.3,10.10.7.197,L3_SITE_OPS,VendorSerial,ACTIVE,ONLINE,CRITICAL,Unknown,117
OT-01053,PLT-10,GATEWAY,SensorTech,MDL-28,5.1.4,10.10.6.240,L2_SUPERVISORY,IEC61850,ACTIVE,UNSEEN,MEDIUM,Vendor,398
OT-01054,PLT-10,DCS_CONTROLLER,LegacyPLC,MDL-79,5.8.8,10.10.5.130,L2_SUPERVISORY,VendorSerial,ACTIVE,ONLINE,HIGH,Maintenance,130
OT-01055,PLT-10,PLC,LegacyPLC,MDL-74,4.4.3,10.10.12.164,L3_SITE_OPS,DNP3,ACTIVE,ONLINE,CRITICAL,OT Security,1
OT-01056,PLT-10,SAFETY_PLC,ControlWorks,MDL-20,7.7.4,10.10.13.244,L0_FIELD,PROFINET,ACTIVE,ONLINE,HIGH,Unknown,155
OT-01057,PLT-10,DCS_CONTROLLER,LegacyPLC,MDL-30,3.5.6,10.10.14.146,L3_SITE_OPS,IEC104,ACTIVE,UNSEEN,HIGH,Vendor,137
OT-01058,PLT-10,HISTORIAN,HistorianX,MDL-91,8.5.7,10.10.9.42,L2_SUPERVISORY,OPC_UA,ACTIVE,ONLINE,HIGH,Engineering,240
OT-01059,PLT-10,IED,FieldLink,MDL-94,7.6.1,10.10.16.225,L0_FIELD,EtherNetIP,ACTIVE,ONLINE,HIGH,Maintenance,66
OT-01060,PLT-10,SENSOR,SafeLogic,MDL-46,4.7.9,10.10.10.50,L0_FIELD,IEC104,ACTIVE,ONLINE,HIGH,Operations,130
OT-01061,PLT-10,HMI,ProcessSys,MDL-13,6.6.6,10.10.19.12,L3_SITE_OPS,OPC_UA,ACTIVE,ONLINE,MEDIUM,OT Security,175
OT-01062,PLT-10,SENSOR,SafeLogic,MDL-35,9.6.1,10.10.14.124,L3_SITE_OPS,PROFINET,ACTIVE,ONLINE,CRITICAL,OT Security,293
OT-01063,PLT-10,DCS_CONTROLLER,SafeLogic,MDL-74,2.8.9,10.10.20.100,DMZ,IEC104,ACTIVE,ONLINE,CRITICAL,Maintenance,22
OT-01064,PLT-10,SAFETY_PLC,SensorTech,MDL-63,2.5.3,10.10.9.106,L1_CONTROL,VendorSerial,ACTIVE,ONLINE,HIGH,Unknown,170
OT-01065,PLT-10,GATEWAY,SensorTech,MDL-58,8.1.6,10.10.12.71,L2_SUPERVISORY,ModbusTCP,ACTIVE,INTERMITTENT,CRITICAL,Maintenance,135
OT-01066,PLT-10,HISTORIAN,MotorDriveCo,MDL-39,5.8.8,10.10.3.113,L3_SITE_OPS,PROFIBUS,ACTIVE,ONLINE,HIGH,Operations,293
OT-01067,PLT-10,ENG_WORKSTATION,ControlWorks,MDL-64,3.6.9,10.10.3.92,L3_SITE_OPS,PROFIBUS,ACTIVE,ONLINE,HIGH,Operations,362
OT-01068,PLT-10,ENG_WORKSTATION,ProcessSys,MDL-88,1.5.9,10.10.17.218,L0_FIELD,OPC_DA,UNKNOWN,ONLINE,MEDIUM,OT Security,389
OT-01069,PLT-10,OPC_SERVER,FieldLink,MDL-86,2.5.6,10.10.13.195,L3_SITE_OPS,PROFIBUS,RETIRED,ONLINE,LOW,OT Security,11
OT-01070,PLT-10,SENSOR,FieldLink,MDL-70,8.6.9,10.10.3.244,DMZ,OPC_DA,ACTIVE,ONLINE,MEDIUM,Vendor,128
OT-01071,PLT-10,IED,SafeLogic,MDL-44,1.5.6,10.10.10.241,L0_FIELD,DNP3,ACTIVE,ONLINE,HIGH,Operations,379
OT-01072,PLT-10,NETWORK_SWITCH,SafeLogic,MDL-62,3.7.8,10.10.3.197,L3_SITE_OPS,PROFINET,ACTIVE,ONLINE,MEDIUM,Vendor,177
OT-01073,PLT-10,SAFETY_PLC,SafeLogic,MDL-83,9.3.6,10.10.9.175,L3_SITE_OPS,IEC104,ACTIVE,ONLINE,MEDIUM,Maintenance,394
OT-01074,PLT-10,DCS_CONTROLLER,ControlWorks,MDL-23,3.3.9,10.10.5.203,DMZ,ModbusTCP,RETIRED,ONLINE,HIGH,Unknown,206
OT-01075,PLT-10,HISTORIAN,ControlWorks,MDL-95,2.7.6,10.10.5.46,L2_SUPERVISORY,IEC61850,ACTIVE,ONLINE,MEDIUM,Vendor,237
OT-01076,PLT-10,PLC,LegacyPLC,MDL-97,3.7.4,10.10.10.107,L3_SITE_OPS,OPC_DA,ACTIVE,ONLINE,CRITICAL,Maintenance,336
OT-01077,PLT-10,VFD,SafeLogic,MDL-36,5.7.0,10.10.2.184,L3_SITE_OPS,DNP3,UNKNOWN,ONLINE,CRITICAL,OT Security,79
OT-01078,PLT-10,IED,ProcessSys,MDL-86,8.8.9,10.10.4.52,DMZ,ModbusTCP,ACTIVE,UNSEEN,MEDIUM,Unknown,414
OT-01079,PLT-10,NETWORK_SWITCH,HistorianX,MDL-73,8.9.8,10.10.13.123,L2_SUPERVISORY,IEC61850,ACTIVE,ONLINE,HIGH,Engineering,98
OT-01080,PLT-10,NETWORK_SWITCH,HistorianX,MDL-16,8.7.7,10.10.14.217,L3_SITE_OPS,PROFINET,ACTIVE,UNSEEN,HIGH,Unknown,52
OT-01081,PLT-10,ENG_WORKSTATION,HistorianX,MDL-48,4.6.4,10.10.17.95,L1_CONTROL,ModbusTCP,ACTIVE,INTERMITTENT,MEDIUM,Vendor,286
OT-01082,PLT-10,RTU,ControlWorks,MDL-79,4.1.4,10.10.20.147,L0_FIELD,IEC61850,ACTIVE,UNSEEN,CRITICAL,Engineering,84
OT-01083,PLT-10,HMI,MotorDriveCo,MDL-99,4.4.0,10.10.12.144,L2_SUPERVISORY,IEC61850,ACTIVE,ONLINE,HIGH,Vendor,378
OT-01084,PLT-10,HMI,MotorDriveCo,MDL-14,8.1.4,10.10.3.161,L2_SUPERVISORY,EtherNetIP,ACTIVE,ONLINE,MEDIUM,Maintenance,68
OT-01085,PLT-10,GATEWAY,SafeLogic,MDL-21,7.7.9,10.10.15.58,L3_SITE_OPS,OPC_UA,ACTIVE,ONLINE,MEDIUM,Vendor,196
OT-01086,PLT-10,SAFETY_PLC,ControlWorks,MDL-17,6.5.5,10.10.7.13,DMZ,IEC104,ACTIVE,ONLINE,CRITICAL,OT Security,180
OT-01087,PLT-10,SAFETY_PLC,LegacyPLC,MDL-97,9.0.1,10.10.16.109,L1_CONTROL,IEC104,ACTIVE,ONLINE,MEDIUM,Unknown,357
OT-01088,PLT-10,SENSOR,RemoteAssist,MDL-22,9.6.0,10.10.8.185,L1_CONTROL,PROFINET,ACTIVE,ONLINE,CRITICAL,OT Security,255
OT-01089,PLT-10,HMI,RemoteAssist,MDL-93,5.1.8,10.10.18.189,L1_CONTROL,DNP3,ACTIVE,UNSEEN,CRITICAL,Engineering,289
OT-01090,PLT-10,IED,ProcessSys,MDL-35,2.4.8,10.10.2.13,DMZ,PROFIBUS,ACTIVE,ONLINE,HIGH,Maintenance,121
OT-01091,PLT-10,PLC,LegacyPLC,MDL-43,5.0.4,10.10.4.135,DMZ,PROFIBUS,ACTIVE,ONLINE,HIGH,OT Security,214
OT-01092,PLT-10,HISTORIAN,ProcessSys,MDL-99,6.0.4,10.10.13.187,L1_CONTROL,VendorSerial,ACTIVE,ONLINE,CRITICAL,Vendor,180
OT-01093,PLT-10,VFD,FieldLink,MDL-60,9.5.5,10.10.7.246,L3_SITE_OPS,IEC104,ACTIVE,ONLINE,CRITICAL,Maintenance,6
OT-01094,PLT-10,SAFETY_PLC,FieldLink,MDL-57,1.8.7,10.10.17.116,L0_FIELD,EtherNetIP,ACTIVE,ONLINE,MEDIUM,Unknown,120
OT-01095,PLT-10,GATEWAY,MotorDriveCo,MDL-21,8.6.5,10.10.18.231,L1_CONTROL,DNP3,ACTIVE,ONLINE,HIGH,OT Security,8
OT-01096,PLT-10,RTU,SafeLogic,MDL-51,6.9.6,10.10.13.165,L2_SUPERVISORY,OPC_UA,ACTIVE,ONLINE,LOW,Maintenance,83
OT-01097,PLT-10,OPC_SERVER,SafeLogic,MDL-28,2.1.6,10.10.16.180,L3_SITE_OPS,IEC104,ACTIVE,ONLINE,MEDIUM,Vendor,20
OT-01098,PLT-10,PLC,ProcessSys,MDL-23,2.0.6,10.10.10.12,DMZ,PROFINET,ACTIVE,ONLINE,HIGH,OT Security,215
OT-01099,PLT-10,IED,LegacyPLC,MDL-30,3.3.6,10.10.18.131,L1_CONTROL,IEC61850,ACTIVE,ONLINE,HIGH,Maintenance,260
OT-01100,PLT-10,ENG_WORKSTATION,LegacyPLC,MDL-82,6.3.3,10.10.1.139,L2_SUPERVISORY,OPC_DA,ACTIVE,OFFLINE,HIGH,OT Security,272
OT-01101,PLT-10,OPC_SERVER,HistorianX,MDL-82,1.6.4,10.10.2.36,L2_SUPERVISORY,EtherNetIP,ACTIVE,ONLINE,MEDIUM,Unknown,290
OT-01102,PLT-10,RTU,HistorianX,MDL-82,5.5.4,10.10.8.224,L0_FIELD,DNP3,ACTIVE,ONLINE,HIGH,OT Security,165
OT-01103,PLT-10,DCS_CONTROLLER,MotorDriveCo,MDL-84,7.7.9,10.10.4.115,L3_SITE_OPS,VendorSerial,ACTIVE,ONLINE,CRITICAL,OT Security,35
OT-01104,PLT-11,PLC,SensorTech,MDL-98,1.8.3,10.11.2.196,L1_CONTROL,EtherNetIP,ACTIVE,INTERMITTENT,CRITICAL,OT Security,228
OT-01105,PLT-11,NETWORK_SWITCH,NetSwitchCo,MDL-42,9.5.4,10.11.8.64,L3_SITE_OPS,PROFINET,ACTIVE,ONLINE,LOW,Vendor,80
OT-01106,PLT-11,IED,NetSwitchCo,MDL-55,8.0.9,10.11.6.101,L2_SUPERVISORY,VendorSerial,ACTIVE,ONLINE,CRITICAL,Vendor,28
OT-01107,PLT-11,GATEWAY,ControlWorks,MDL-39,9.8.1,10.11.14.109,L1_CONTROL,VendorSerial,ACTIVE,ONLINE,MEDIUM,Engineering,274
OT-01108,PLT-11,NETWORK_SWITCH,SafeLogic,MDL-34,7.4.2,10.11.6.206,L0_FIELD,EtherNetIP,ACTIVE,ONLINE,MEDIUM,Maintenance,141
OT-01109,PLT-11,IED,RemoteAssist,MDL-39,7.2.1,10.11.18.30,DMZ,PROFINET,ACTIVE,ONLINE,HIGH,Vendor,390
OT-01110,PLT-11,HMI,LegacyPLC,MDL-68,7.2.5,10.11.18.163,L0_FIELD,OPC_DA,ACTIVE,ONLINE,CRITICAL,Operations,58
OT-01111,PLT-11,IED,NetSwitchCo,MDL-50,7.4.7,10.11.14.132,L2_SUPERVISORY,OPC_UA,ACTIVE,ONLINE,HIGH,OT Security,352
OT-01112,PLT-11,NETWORK_SWITCH,RemoteAssist,MDL-10,1.6.8,10.11.11.245,L3_SITE_OPS,PROFIBUS,ACTIVE,UNSEEN,HIGH,OT Security,257
OT-01113,PLT-11,RTU,SafeLogic,MDL-72,5.6.5,10.11.10.232,L1_CONTROL,IEC61850,ACTIVE,ONLINE,CRITICAL,Maintenance,281
OT-01114,PLT-11,DCS_CONTROLLER,HistorianX,MDL-76,4.2.2,10.11.1.99,L3_SITE_OPS,OPC_DA,ACTIVE,ONLINE,HIGH,Engineering,132
OT-01115,PLT-11,NETWORK_SWITCH,MotorDriveCo,MDL-72,4.0.8,10.11.1.72,L2_SUPERVISORY,ModbusTCP,ACTIVE,ONLINE,HIGH,Operations,125
OT-01116,PLT-11,OPC_SERVER,HistorianX,MDL-31,8.1.3,10.11.8.225,L2_SUPERVISORY,IEC104,ACTIVE,ONLINE,CRITICAL,Unknown,369
OT-01117,PLT-11,ENG_WORKSTATION,ControlWorks,MDL-91,7.3.3,10.11.8.186,L0_FIELD,OPC_UA,ACTIVE,ONLINE,HIGH,Unknown,331
OT-01118,PLT-11,IED,RemoteAssist,MDL-90,7.1.1,10.11.1.221,L1_CONTROL,PROFIBUS,ACTIVE,ONLINE,HIGH,Engineering,26
OT-01119,PLT-11,HISTORIAN,FieldLink,MDL-63,3.8.2,10.11.14.152,L1_CONTROL,VendorSerial,ACTIVE,UNSEEN,CRITICAL,Vendor,238
OT-01120,PLT-11,HMI,RemoteAssist,MDL-69,7.5.1,10.11.1.28,L1_CONTROL,IEC61850,ACTIVE,ONLINE,MEDIUM,Vendor,396
OT-01121,PLT-11,SENSOR,HistorianX,MDL-50,2.3.1,10.11.13.58,L1_CONTROL,IEC104,ACTIVE,ONLINE,MEDIUM,Engineering,366
OT-01122,PLT-11,DCS_CONTROLLER,RemoteAssist,MDL-65,1.9.6,10.11.14.244,L1_CONTROL,IEC104,ACTIVE,ONLINE,HIGH,Unknown,228
OT-01123,PLT-11,GATEWAY,HistorianX,MDL-48,6.4.8,10.11.2.96,L2_SUPERVISORY,EtherNetIP,RETIRED,ONLINE,CRITICAL,Maintenance,313
OT-01124,PLT-11,ENG_WORKSTATION,HistorianX,MDL-35,8.9.7,10.11.19.238,DMZ,OPC_DA,ACTIVE,UNSEEN,MEDIUM,OT Security,163
OT-01125,PLT-11,NETWORK_SWITCH,HistorianX,MDL-88,5.9.6,10.11.5.26,L3_SITE_OPS,IEC104,ACTIVE,UNSEEN,CRITICAL,OT Security,71
OT-01126,PLT-11,SENSOR,SafeLogic,MDL-25,7.2.2,10.11.10.6,L3_SITE_OPS,OPC_DA,ACTIVE,ONLINE,LOW,Maintenance,403
OT-01127,PLT-11,PLC,HistorianX,MDL-73,7.9.6,10.11.8.180,L1_CONTROL,DNP3,UNKNOWN,ONLINE,CRITICAL,Maintenance,243
OT-01128,PLT-11,GATEWAY,MotorDriveCo,MDL-66,1.4.7,10.11.11.244,L3_SITE_OPS,IEC61850,ACTIVE,ONLINE,CRITICAL,Vendor,259
OT-01129,PLT-11,NETWORK_SWITCH,ControlWorks,MDL-52,9.0.6,10.11.19.174,L2_SUPERVISORY,ModbusTCP,ACTIVE,ONLINE,CRITICAL,Maintenance,212
OT-01130,PLT-11,IED,ProcessSys,MDL-10,9.5.6,10.11.5.225,L2_SUPERVISORY,OPC_UA,ACTIVE,ONLINE,HIGH,Maintenance,6
OT-01131,PLT-11,HISTORIAN,SensorTech,MDL-84,3.9.2,10.11.13.172,L3_SITE_OPS,PROFINET,ACTIVE,ONLINE,MEDIUM,Engineering,143
OT-01132,PLT-11,HISTORIAN,ProcessSys,MDL-77,9.8.6,10.11.12.63,DMZ,DNP3,ACTIVE,ONLINE,CRITICAL,Operations,272
OT-01133,PLT-11,OPC_SERVER,MotorDriveCo,MDL-41,8.7.7,10.11.16.100,L0_FIELD,VendorSerial,ACTIVE,ONLINE,MEDIUM,Maintenance,316
OT-01134,PLT-11,DCS_CONTROLLER,RemoteAssist,MDL-67,4.7.4,10.11.6.193,L0_FIELD,ModbusTCP,ACTIVE,OFFLINE,CRITICAL,Unknown,173
OT-01135,PLT-11,OPC_SERVER,MotorDriveCo,MDL-30,3.9.0,10.11.13.12,L2_SUPERVISORY,IEC61850,RETIRED,ONLINE,HIGH,Engineering,126
OT-01136,PLT-11,NETWORK_SWITCH,NetSwitchCo,MDL-55,6.7.7,10.11.17.177,L2_SUPERVISORY,DNP3,ACTIVE,ONLINE,MEDIUM,Unknown,189
OT-01137,PLT-11,DCS_CONTROLLER,MotorDriveCo,MDL-24,7.8.7,10.11.2.193,L3_SITE_OPS,ModbusTCP,ACTIVE,ONLINE,HIGH,Maintenance,0
OT-01138,PLT-11,NETWORK_SWITCH,RemoteAssist,MDL-10,4.7.4,10.11.3.59,L1_CONTROL,DNP3,ACTIVE,INTERMITTENT,HIGH,Maintenance,358
OT-01139,PLT-11,HMI,SafeLogic,MDL-62,8.1.5,10.11.6.76,DMZ,PROFINET,ACTIVE,ONLINE,MEDIUM,Vendor,42
OT-01140,PLT-11,ENG_WORKSTATION,LegacyPLC,MDL-11,1.9.6,10.11.4.50,L3_SITE_OPS,PROFIBUS,ACTIVE,ONLINE,MEDIUM,OT Security,337
OT-01141,PLT-11,SAFETY_PLC,FieldLink,MDL-24,3.8.7,10.11.6.95,L0_FIELD,OPC_DA,ACTIVE,ONLINE,HIGH,Operations,344
OT-01142,PLT-11,GATEWAY,RemoteAssist,MDL-41,4.0.5,10.11.8.71,DMZ,IEC104,ACTIVE,ONLINE,HIGH,Vendor,45
OT-01143,PLT-11,SENSOR,SensorTech,MDL-17,3.7.9,10.11.13.151,DMZ,EtherNetIP,ACTIVE,ONLINE,HIGH,Engineering,389
OT-01144,PLT-11,HISTORIAN,SafeLogic,MDL-21,2.5.5,10.11.13.151,L1_CONTROL,ModbusTCP,ACTIVE,ONLINE,HIGH,Maintenance,20
OT-01145,PLT-11,IED,LegacyPLC,MDL-96,9.4.4,10.11.16.169,DMZ,OPC_DA,ACTIVE,ONLINE,HIGH,Engineering,404
OT-01146,PLT-11,DCS_CONTROLLER,SensorTech,MDL-22,4.2.7,10.11.13.221,L1_CONTROL,IEC104,ACTIVE,ONLINE,HIGH,Engineering,303
OT-01147,PLT-11,IED,MotorDriveCo,MDL-11,7.2.9,10.11.11.101,DMZ,PROFINET,ACTIVE,ONLINE,CRITICAL,Maintenance,338
OT-01148,PLT-11,HMI,MotorDriveCo,MDL-10,6.9.5,10.11.10.162,L3_SITE_OPS,PROFINET,ACTIVE,ONLINE,CRITICAL,Operations,291
OT-01149,PLT-11,GATEWAY,FieldLink,MDL-12,8.8.8,10.11.9.89,L3_SITE_OPS,VendorSerial,ACTIVE,ONLINE,MEDIUM,Vendor,187
OT-01150,PLT-11,NETWORK_SWITCH,HistorianX,MDL-68,5.9.7,10.11.1.205,L2_SUPERVISORY,EtherNetIP,ACTIVE,UNSEEN,HIGH,Engineering,36
OT-01151,PLT-11,HISTORIAN,ProcessSys,MDL-75,7.0.4,10.11.7.173,DMZ,IEC61850,ACTIVE,ONLINE,HIGH,Engineering,144
OT-01152,PLT-11,RTU,FieldLink,MDL-31,4.2.4,10.11.10.149,L1_CONTROL,IEC104,ACTIVE,ONLINE,CRITICAL,Operations,225
OT-01153,PLT-11,GATEWAY,SafeLogic,MDL-14,2.6.8,10.11.2.145,L0_FIELD,VendorSerial,ACTIVE,ONLINE,HIGH,Operations,31
OT-01154,PLT-11,NETWORK_SWITCH,FieldLink,MDL-92,6.3.4,10.11.1.121,L3_SITE_OPS,DNP3,ACTIVE,INTERMITTENT,MEDIUM,Maintenance,327
OT-01155,PLT-11,IED,FieldLink,MDL-18,8.8.6,10.11.12.43,L1_CONTROL,PROFINET,ACTIVE,ONLINE,HIGH,Operations,302
OT-01156,PLT-11,HMI,RemoteAssist,MDL-85,7.1.8,10.11.7.36,L1_CONTROL,VendorSerial,ACTIVE,INTERMITTENT,MEDIUM,Vendor,256
OT-01157,PLT-11,SAFETY_PLC,MotorDriveCo,MDL-50,6.2.6,10.11.1.89,L2_SUPERVISORY,IEC104,ACTIVE,ONLINE,CRITICAL,Operations,106
OT-01158,PLT-11,ENG_WORKSTATION,MotorDriveCo,MDL-56,1.2.6,10.11.18.137,L3_SITE_OPS,OPC_UA,ACTIVE,ONLINE,MEDIUM,Engineering,254
OT-01159,PLT-11,SENSOR,RemoteAssist,MDL-83,6.4.7,10.11.3.98,L0_FIELD,DNP3,ACTIVE,UNSEEN,LOW,Maintenance,372
