alert_id,asset_id,plant_id,timestamp,type,severity,soc_status,process_context
ALT-001431,OT-01220,PLT-12,2026-09-22T18:49:00,CONFIG_DRIFT,HIGH,CLOSED,NORMAL
ALT-001432,OT-01504,PLT-14,2026-09-25T08:29:00,POLICY_VIOLATION,HIGH,TRIAGED,NORMAL
ALT-001433,OT-01775,PLT-16,2026-09-08T11:30:00,CONFIG_DRIFT,LOW,CLOSED,NORMAL
ALT-001434,OT-01077,PLT-10,2026-09-22T00:39:00,MALWARE_SIGNAL,LOW,OPEN,UNKNOWN
ALT-001435,OT-01695,PLT-16,2026-09-10T05:01:00,MALWARE_SIGNAL,HIGH,SUPPRESSED,UNKNOWN
ALT-001436,OT-01677,PLT-16,2026-09-08T11:38:00,PROTOCOL_ANOMALY,MEDIUM,CLOSED,MAINTENANCE_WINDOW
ALT-001437,OT-00756,PLT-08,2026-09-21T13:20:00,MALWARE_SIGNAL,LOW,SUPPRESSED,UNKNOWN
ALT-001438,OT-00495,PLT-05,2026-09-13T02:18:00,AUTH_ANOMALY,LOW,TRIAGED,UNKNOWN
ALT-001439,OT-01602,PLT-15,2026-09-07T11:05:00,UNEXPECTED_WRITE,LOW,CLOSED,UNKNOWN
ALT-001440,OT-00480,PLT-05,2026-09-08T18:15:00,POLICY_VIOLATION,LOW,SUPPRESSED,UNKNOWN
ALT-001441,OT-01310,PLT-13,2026-09-11T10:33:00,AUTH_ANOMALY,MEDIUM,OPEN,DEGRADED
ALT-001442,OT-00452,PLT-05,2026-09-11T18:32:00,AUTH_ANOMALY,MEDIUM,SUPPRESSED,DEGRADED
ALT-001443,OT-01521,PLT-14,2026-09-30T11:42:00,CONFIG_DRIFT,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001444,OT-00639,PLT-07,2026-09-17T17:34:00,MALWARE_SIGNAL,CRITICAL,CLOSED,DEGRADED
ALT-001445,OT-02016,PLT-18,2026-09-27T10:21:00,UNEXPECTED_WRITE,HIGH,TRIAGED,NORMAL
ALT-001446,OT-01669,PLT-16,2026-09-16T02:08:00,POLICY_VIOLATION,LOW,CLOSED,NORMAL
ALT-001447,OT-01347,PLT-13,2026-09-08T18:29:00,MALWARE_SIGNAL,HIGH,TRIAGED,UNKNOWN
ALT-001448,OT-01744,PLT-16,2026-09-22T22:24:00,POLICY_VIOLATION,LOW,SUPPRESSED,UNKNOWN
ALT-001449,OT-00241,PLT-03,2026-09-22T21:18:00,UNEXPECTED_WRITE,LOW,SUPPRESSED,UNKNOWN
ALT-001450,OT-00261,PLT-03,2026-10-02T17:57:00,NEW_DEVICE,CRITICAL,SUPPRESSED,UNKNOWN
ALT-001451,OT-01465,PLT-14,2026-09-16T20:16:00,PROTOCOL_ANOMALY,HIGH,OPEN,UNKNOWN
ALT-001452,OT-01218,PLT-12,2026-09-15T02:41:00,UNEXPECTED_WRITE,LOW,CLOSED,UNKNOWN
ALT-001453,OT-01424,PLT-13,2026-09-14T23:12:00,NEW_DEVICE,MEDIUM,TRIAGED,UNKNOWN
ALT-001454,OT-00799,PLT-08,2026-10-05T01:54:00,NEW_DEVICE,HIGH,CLOSED,DEGRADED
ALT-001455,OT-00161,PLT-02,2026-09-20T20:34:00,POLICY_VIOLATION,LOW,TRIAGED,UNKNOWN
ALT-001456,OT-01148,PLT-11,2026-10-02T13:13:00,NEW_DEVICE,MEDIUM,TRIAGED,UNKNOWN
ALT-001457,OT-01926,PLT-18,2026-09-09T06:01:00,NEW_DEVICE,LOW,SUPPRESSED,DEGRADED
ALT-001458,OT-00116,PLT-02,2026-09-06T18:40:00,AUTH_ANOMALY,MEDIUM,TRIAGED,MAINTENANCE_WINDOW
ALT-001459,OT-01721,PLT-16,2026-09-12T07:52:00,CONFIG_DRIFT,MEDIUM,CLOSED,UNKNOWN
ALT-001460,OT-00896,PLT-09,2026-09-30T17:26:00,AUTH_ANOMALY,LOW,OPEN,UNKNOWN
ALT-001461,OT-00688,PLT-07,2026-09-04T04:16:00,CONFIG_DRIFT,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001462,OT-00479,PLT-05,2026-09-27T09:55:00,UNEXPECTED_WRITE,LOW,OPEN,DEGRADED
ALT-001463,OT-01939,PLT-18,2026-09-12T08:44:00,NEW_DEVICE,HIGH,OPEN,UNKNOWN
ALT-001464,OT-00393,PLT-04,2026-09-02T19:35:00,PROTOCOL_ANOMALY,LOW,OPEN,MAINTENANCE_WINDOW
ALT-001465,OT-00331,PLT-04,2026-09-09T23:33:00,UNEXPECTED_WRITE,LOW,CLOSED,UNKNOWN
ALT-001466,OT-00445,PLT-05,2026-09-13T20:13:00,POLICY_VIOLATION,HIGH,CLOSED,UNKNOWN
ALT-001467,OT-01775,PLT-16,2026-09-26T22:51:00,UNEXPECTED_WRITE,LOW,CLOSED,UNKNOWN
ALT-001468,OT-01752,PLT-16,2026-09-29T14:14:00,UNEXPECTED_WRITE,LOW,CLOSED,UNKNOWN
ALT-001469,OT-00464,PLT-05,2026-09-18T21:07:00,MALWARE_SIGNAL,HIGH,OPEN,UNKNOWN
ALT-001470,OT-01278,PLT-12,2026-09-03T04:24:00,MALWARE_SIGNAL,HIGH,SUPPRESSED,UNKNOWN
ALT-001471,OT-01078,PLT-10,2026-09-16T02:05:00,AUTH_ANOMALY,HIGH,OPEN,UNKNOWN
ALT-001472,OT-00688,PLT-07,2026-09-20T23:59:00,CONFIG_DRIFT,MEDIUM,TRIAGED,UNKNOWN
ALT-001473,OT-01280,PLT-12,2026-10-04T16:00:00,AUTH_ANOMALY,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001474,OT-01748,PLT-16,2026-09-15T22:43:00,POLICY_VIOLATION,MEDIUM,OPEN,UNKNOWN
ALT-001475,OT-01539,PLT-14,2026-09-03T03:29:00,AUTH_ANOMALY,MEDIUM,TRIAGED,UNKNOWN
ALT-001476,OT-01839,PLT-17,2026-09-22T06:05:00,AUTH_ANOMALY,HIGH,OPEN,DEGRADED
ALT-001477,OT-01135,PLT-11,2026-09-21T19:07:00,POLICY_VIOLATION,LOW,OPEN,NORMAL
ALT-001478,OT-00958,PLT-09,2026-09-13T09:48:00,UNEXPECTED_WRITE,HIGH,OPEN,UNKNOWN
ALT-001479,OT-01584,PLT-15,2026-09-12T03:55:00,MALWARE_SIGNAL,HIGH,TRIAGED,UNKNOWN
ALT-001480,OT-00407,PLT-04,2026-09-30T09:54:00,UNEXPECTED_WRITE,MEDIUM,CLOSED,NORMAL
ALT-001481,OT-00447,PLT-05,2026-09-20T01:15:00,UNEXPECTED_WRITE,HIGH,CLOSED,DEGRADED
ALT-001482,OT-01695,PLT-16,2026-09-07T09:14:00,CONFIG_DRIFT,MEDIUM,OPEN,UNKNOWN
ALT-001483,OT-01126,PLT-11,2026-09-10T22:02:00,PROTOCOL_ANOMALY,MEDIUM,CLOSED,UNKNOWN
ALT-001484,OT-00430,PLT-04,2026-09-26T06:22:00,AUTH_ANOMALY,MEDIUM,TRIAGED,UNKNOWN
ALT-001485,OT-00938,PLT-09,2026-09-07T22:58:00,NEW_DEVICE,MEDIUM,OPEN,UNKNOWN
ALT-001486,OT-01311,PLT-13,2026-10-05T20:51:00,MALWARE_SIGNAL,CRITICAL,CLOSED,MAINTENANCE_WINDOW
ALT-001487,OT-01806,PLT-17,2026-09-07T01:05:00,POLICY_VIOLATION,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001488,OT-00150,PLT-02,2026-09-09T17:19:00,POLICY_VIOLATION,CRITICAL,CLOSED,DEGRADED
ALT-001489,OT-00718,PLT-07,2026-10-03T01:57:00,NEW_DEVICE,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001490,OT-01663,PLT-15,2026-09-13T21:00:00,MALWARE_SIGNAL,MEDIUM,OPEN,UNKNOWN
ALT-001491,OT-00519,PLT-05,2026-09-17T03:49:00,POLICY_VIOLATION,MEDIUM,OPEN,UNKNOWN
ALT-001492,OT-01483,PLT-14,2026-09-16T00:08:00,CONFIG_DRIFT,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001493,OT-01676,PLT-16,2026-09-30T19:36:00,PROTOCOL_ANOMALY,MEDIUM,OPEN,UNKNOWN
ALT-001494,OT-01106,PLT-11,2026-09-07T00:48:00,CONFIG_DRIFT,MEDIUM,TRIAGED,UNKNOWN
ALT-001495,OT-01105,PLT-11,2026-09-15T20:28:00,MALWARE_SIGNAL,HIGH,TRIAGED,UNKNOWN
ALT-001496,OT-00701,PLT-07,2026-09-30T11:15:00,NEW_DEVICE,HIGH,SUPPRESSED,UNKNOWN
ALT-001497,OT-01095,PLT-10,2026-10-03T01:45:00,UNEXPECTED_WRITE,MEDIUM,CLOSED,DEGRADED
ALT-001498,OT-01203,PLT-11,2026-10-03T02:02:00,PROTOCOL_ANOMALY,MEDIUM,OPEN,UNKNOWN
ALT-001499,OT-00477,PLT-05,2026-09-20T17:16:00,POLICY_VIOLATION,LOW,TRIAGED,UNKNOWN
ALT-001500,OT-01216,PLT-12,2026-10-05T01:29:00,POLICY_VIOLATION,MEDIUM,CLOSED,UNKNOWN
ALT-001501,OT-01168,PLT-11,2026-09-17T08:30:00,POLICY_VIOLATION,MEDIUM,CLOSED,MAINTENANCE_WINDOW
ALT-001502,OT-01069,PLT-10,2026-10-01T14:04:00,CONFIG_DRIFT,LOW,OPEN,UNKNOWN
ALT-001503,OT-01454,PLT-14,2026-09-30T22:37:00,UNEXPECTED_WRITE,LOW,CLOSED,UNKNOWN
ALT-001504,OT-00232,PLT-03,2026-09-12T17:39:00,MALWARE_SIGNAL,HIGH,CLOSED,UNKNOWN
ALT-001505,OT-01697,PLT-16,2026-09-05T17:28:00,PROTOCOL_ANOMALY,LOW,TRIAGED,DEGRADED
ALT-001506,OT-01436,PLT-14,2026-09-25T13:07:00,NEW_DEVICE,MEDIUM,OPEN,UNKNOWN
ALT-001507,OT-01198,PLT-11,2026-09-18T12:19:00,AUTH_ANOMALY,MEDIUM,OPEN,UNKNOWN
ALT-001508,OT-01869,PLT-17,2026-09-25T08:49:00,NEW_DEVICE,HIGH,SUPPRESSED,UNKNOWN
ALT-001509,OT-00184,PLT-02,2026-09-12T00:55:00,NEW_DEVICE,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001510,OT-00859,PLT-08,2026-09-05T17:46:00,POLICY_VIOLATION,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001511,OT-01388,PLT-13,2026-09-08T23:57:00,PROTOCOL_ANOMALY,HIGH,CLOSED,UNKNOWN
ALT-001512,OT-00282,PLT-03,2026-09-28T19:16:00,MALWARE_SIGNAL,MEDIUM,TRIAGED,UNKNOWN
ALT-001513,OT-00238,PLT-03,2026-10-03T20:54:00,UNEXPECTED_WRITE,LOW,TRIAGED,NORMAL
ALT-001514,OT-01113,PLT-11,2026-09-24T23:46:00,PROTOCOL_ANOMALY,HIGH,OPEN,UNKNOWN
ALT-001515,OT-01589,PLT-15,2026-09-17T02:47:00,POLICY_VIOLATION,CRITICAL,TRIAGED,UNKNOWN
ALT-001516,OT-01991,PLT-18,2026-09-28T09:21:00,CONFIG_DRIFT,MEDIUM,OPEN,UNKNOWN
ALT-001517,OT-00362,PLT-04,2026-09-15T22:16:00,AUTH_ANOMALY,MEDIUM,CLOSED,UNKNOWN
ALT-001518,OT-01176,PLT-11,2026-09-11T19:58:00,MALWARE_SIGNAL,LOW,SUPPRESSED,UNKNOWN
ALT-001519,OT-01982,PLT-18,2026-09-25T06:12:00,AUTH_ANOMALY,LOW,SUPPRESSED,DEGRADED
ALT-001520,OT-00824,PLT-08,2026-09-07T10:53:00,PROTOCOL_ANOMALY,MEDIUM,SUPPRESSED,MAINTENANCE_WINDOW
ALT-001521,OT-00505,PLT-05,2026-09-07T16:02:00,AUTH_ANOMALY,MEDIUM,TRIAGED,UNKNOWN
ALT-001522,OT-00751,PLT-07,2026-09-06T16:57:00,POLICY_VIOLATION,MEDIUM,OPEN,UNKNOWN
ALT-001523,OT-00868,PLT-08,2026-09-04T14:05:00,UNEXPECTED_WRITE,LOW,OPEN,MAINTENANCE_WINDOW
ALT-001524,OT-00970,PLT-09,2026-09-14T09:45:00,AUTH_ANOMALY,MEDIUM,CLOSED,NORMAL
ALT-001525,OT-01482,PLT-14,2026-09-13T07:48:00,NEW_DEVICE,HIGH,TRIAGED,NORMAL
ALT-001526,OT-00379,PLT-04,2026-10-01T00:22:00,AUTH_ANOMALY,MEDIUM,OPEN,NORMAL
ALT-001527,OT-00537,PLT-06,2026-09-15T03:17:00,AUTH_ANOMALY,MEDIUM,TRIAGED,NORMAL
ALT-001528,OT-01659,PLT-15,2026-09-04T06:45:00,CONFIG_DRIFT,LOW,TRIAGED,UNKNOWN
ALT-001529,OT-00042,PLT-01,2026-09-19T08:24:00,PROTOCOL_ANOMALY,HIGH,OPEN,UNKNOWN
ALT-001530,OT-01857,PLT-17,2026-09-28T19:27:00,NEW_DEVICE,MEDIUM,CLOSED,NORMAL
ALT-001531,OT-00900,PLT-09,2026-10-04T17:17:00,AUTH_ANOMALY,CRITICAL,SUPPRESSED,UNKNOWN
ALT-001532,OT-01400,PLT-13,2026-09-15T03:35:00,CONFIG_DRIFT,MEDIUM,CLOSED,MAINTENANCE_WINDOW
ALT-001533,OT-01196,PLT-11,2026-09-24T22:35:00,PROTOCOL_ANOMALY,HIGH,CLOSED,UNKNOWN
ALT-001534,OT-01447,PLT-14,2026-09-15T09:49:00,CONFIG_DRIFT,MEDIUM,OPEN,NORMAL
ALT-001535,OT-00430,PLT-04,2026-10-02T09:32:00,MALWARE_SIGNAL,MEDIUM,OPEN,UNKNOWN
ALT-001536,OT-00839,PLT-08,2026-10-02T20:39:00,UNEXPECTED_WRITE,LOW,SUPPRESSED,UNKNOWN
ALT-001537,OT-01944,PLT-18,2026-09-14T18:55:00,MALWARE_SIGNAL,HIGH,TRIAGED,MAINTENANCE_WINDOW
ALT-001538,OT-00181,PLT-02,2026-09-25T22:46:00,MALWARE_SIGNAL,HIGH,OPEN,UNKNOWN
ALT-001539,OT-01179,PLT-11,2026-09-19T17:00:00,NEW_DEVICE,HIGH,SUPPRESSED,UNKNOWN
ALT-001540,OT-00981,PLT-09,2026-10-01T14:43:00,PROTOCOL_ANOMALY,HIGH,TRIAGED,UNKNOWN
ALT-001541,OT-00930,PLT-09,2026-09-05T18:32:00,AUTH_ANOMALY,LOW,CLOSED,UNKNOWN
ALT-001542,OT-00238,PLT-03,2026-09-22T02:30:00,AUTH_ANOMALY,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001543,OT-00507,PLT-05,2026-09-30T16:40:00,NEW_DEVICE,MEDIUM,OPEN,NORMAL
ALT-001544,OT-01716,PLT-16,2026-09-03T19:43:00,PROTOCOL_ANOMALY,HIGH,CLOSED,NORMAL
ALT-001545,OT-01719,PLT-16,2026-09-29T20:15:00,UNEXPECTED_WRITE,MEDIUM,CLOSED,NORMAL
ALT-001546,OT-00284,PLT-03,2026-09-16T04:59:00,CONFIG_DRIFT,LOW,OPEN,UNKNOWN
ALT-001547,OT-01922,PLT-18,2026-09-19T22:07:00,UNEXPECTED_WRITE,CRITICAL,TRIAGED,UNKNOWN
ALT-001548,OT-01950,PLT-18,2026-09-12T06:21:00,POLICY_VIOLATION,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001549,OT-01358,PLT-13,2026-09-22T22:08:00,UNEXPECTED_WRITE,HIGH,TRIAGED,UNKNOWN
ALT-001550,OT-01437,PLT-14,2026-09-11T09:59:00,CONFIG_DRIFT,LOW,TRIAGED,UNKNOWN
ALT-001551,OT-01095,PLT-10,2026-09-16T18:56:00,PROTOCOL_ANOMALY,HIGH,OPEN,MAINTENANCE_WINDOW
ALT-001552,OT-00468,PLT-05,2026-09-08T04:27:00,NEW_DEVICE,MEDIUM,TRIAGED,UNKNOWN
ALT-001553,OT-01218,PLT-12,2026-09-05T19:17:00,NEW_DEVICE,LOW,CLOSED,UNKNOWN
ALT-001554,OT-01999,PLT-18,2026-09-06T11:55:00,CONFIG_DRIFT,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001555,OT-01936,PLT-18,2026-09-21T17:00:00,CONFIG_DRIFT,MEDIUM,OPEN,UNKNOWN
ALT-001556,OT-01297,PLT-12,2026-09-08T08:14:00,MALWARE_SIGNAL,MEDIUM,OPEN,UNKNOWN
ALT-001557,OT-00310,PLT-03,2026-09-01T00:36:00,UNEXPECTED_WRITE,HIGH,SUPPRESSED,UNKNOWN
ALT-001558,OT-00707,PLT-07,2026-09-07T18:44:00,UNEXPECTED_WRITE,LOW,OPEN,DEGRADED
ALT-001559,OT-00724,PLT-07,2026-09-26T15:37:00,PROTOCOL_ANOMALY,HIGH,OPEN,DEGRADED
ALT-001560,OT-00149,PLT-02,2026-09-19T03:15:00,NEW_DEVICE,MEDIUM,TRIAGED,UNKNOWN
ALT-001561,OT-01119,PLT-11,2026-09-19T04:07:00,UNEXPECTED_WRITE,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001562,OT-01988,PLT-18,2026-09-02T09:01:00,CONFIG_DRIFT,HIGH,SUPPRESSED,MAINTENANCE_WINDOW
ALT-001563,OT-00372,PLT-04,2026-09-05T00:11:00,PROTOCOL_ANOMALY,LOW,SUPPRESSED,MAINTENANCE_WINDOW
ALT-001564,OT-01304,PLT-12,2026-09-20T20:41:00,MALWARE_SIGNAL,HIGH,SUPPRESSED,UNKNOWN
ALT-001565,OT-00104,PLT-02,2026-09-27T20:18:00,MALWARE_SIGNAL,HIGH,SUPPRESSED,UNKNOWN
ALT-001566,OT-01311,PLT-13,2026-09-28T13:19:00,PROTOCOL_ANOMALY,LOW,SUPPRESSED,UNKNOWN
ALT-001567,OT-00138,PLT-02,2026-09-28T15:38:00,CONFIG_DRIFT,LOW,CLOSED,UNKNOWN
ALT-001568,OT-01920,PLT-18,2026-09-17T17:27:00,MALWARE_SIGNAL,MEDIUM,TRIAGED,UNKNOWN
ALT-001569,OT-00884,PLT-09,2026-09-18T03:03:00,NEW_DEVICE,CRITICAL,CLOSED,NORMAL
ALT-001570,OT-01183,PLT-11,2026-09-26T04:26:00,AUTH_ANOMALY,HIGH,OPEN,MAINTENANCE_WINDOW
ALT-001571,OT-01418,PLT-13,2026-09-13T05:45:00,UNEXPECTED_WRITE,LOW,OPEN,MAINTENANCE_WINDOW
ALT-001572,OT-00010,PLT-01,2026-09-23T15:09:00,CONFIG_DRIFT,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001573,OT-01823,PLT-17,2026-09-15T13:16:00,PROTOCOL_ANOMALY,MEDIUM,OPEN,UNKNOWN
ALT-001574,OT-01922,PLT-18,2026-09-03T07:02:00,CONFIG_DRIFT,CRITICAL,TRIAGED,UNKNOWN
ALT-001575,OT-00102,PLT-01,2026-09-09T11:25:00,UNEXPECTED_WRITE,HIGH,OPEN,DEGRADED
ALT-001576,OT-01430,PLT-14,2026-09-12T04:47:00,AUTH_ANOMALY,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001577,OT-00344,PLT-04,2026-09-20T13:16:00,MALWARE_SIGNAL,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001578,OT-01130,PLT-11,2026-09-09T16:00:00,UNEXPECTED_WRITE,MEDIUM,CLOSED,UNKNOWN
ALT-001579,OT-01480,PLT-14,2026-09-12T01:03:00,POLICY_VIOLATION,MEDIUM,CLOSED,NORMAL
ALT-001580,OT-00559,PLT-06,2026-09-22T04:22:00,UNEXPECTED_WRITE,LOW,OPEN,DEGRADED
ALT-001581,OT-00199,PLT-02,2026-09-29T23:00:00,UNEXPECTED_WRITE,HIGH,OPEN,UNKNOWN
ALT-001582,OT-00027,PLT-01,2026-09-25T14:05:00,NEW_DEVICE,MEDIUM,OPEN,UNKNOWN
ALT-001583,OT-00489,PLT-05,2026-09-19T15:38:00,PROTOCOL_ANOMALY,LOW,SUPPRESSED,NORMAL
ALT-001584,OT-01312,PLT-13,2026-09-04T08:46:00,AUTH_ANOMALY,HIGH,SUPPRESSED,UNKNOWN
ALT-001585,OT-00723,PLT-07,2026-09-12T08:54:00,NEW_DEVICE,LOW,CLOSED,MAINTENANCE_WINDOW
ALT-001586,OT-01814,PLT-17,2026-09-23T09:48:00,UNEXPECTED_WRITE,MEDIUM,CLOSED,UNKNOWN
ALT-001587,OT-00830,PLT-08,2026-09-21T15:56:00,MALWARE_SIGNAL,LOW,OPEN,NORMAL
ALT-001588,OT-00076,PLT-01,2026-09-26T06:21:00,PROTOCOL_ANOMALY,MEDIUM,CLOSED,UNKNOWN
ALT-001589,OT-00898,PLT-09,2026-09-28T02:36:00,NEW_DEVICE,MEDIUM,TRIAGED,UNKNOWN
ALT-001590,OT-01033,PLT-10,2026-10-03T15:18:00,AUTH_ANOMALY,MEDIUM,TRIAGED,UNKNOWN
ALT-001591,OT-01688,PLT-16,2026-09-12T07:47:00,PROTOCOL_ANOMALY,LOW,OPEN,UNKNOWN
ALT-001592,OT-01170,PLT-11,2026-09-20T02:46:00,MALWARE_SIGNAL,LOW,OPEN,UNKNOWN
ALT-001593,OT-00034,PLT-01,2026-09-29T02:40:00,UNEXPECTED_WRITE,MEDIUM,OPEN,UNKNOWN
ALT-001594,OT-00819,PLT-08,2026-09-02T13:22:00,AUTH_ANOMALY,MEDIUM,OPEN,UNKNOWN
ALT-001595,OT-00325,PLT-04,2026-09-18T14:05:00,CONFIG_DRIFT,MEDIUM,TRIAGED,UNKNOWN
ALT-001596,OT-01203,PLT-11,2026-09-21T17:55:00,POLICY_VIOLATION,MEDIUM,OPEN,UNKNOWN
ALT-001597,OT-00599,PLT-06,2026-09-22T01:39:00,POLICY_VIOLATION,CRITICAL,OPEN,UNKNOWN
ALT-001598,OT-00602,PLT-06,2026-09-04T14:41:00,NEW_DEVICE,HIGH,CLOSED,MAINTENANCE_WINDOW
ALT-001599,OT-00328,PLT-04,2026-09-29T20:02:00,CONFIG_DRIFT,MEDIUM,TRIAGED,UNKNOWN
ALT-001600,OT-01683,PLT-16,2026-09-25T05:17:00,PROTOCOL_ANOMALY,HIGH,OPEN,UNKNOWN
ALT-001601,OT-01470,PLT-14,2026-09-14T11:02:00,PROTOCOL_ANOMALY,LOW,SUPPRESSED,NORMAL
ALT-001602,OT-00023,PLT-01,2026-09-03T02:05:00,MALWARE_SIGNAL,MEDIUM,TRIAGED,DEGRADED
ALT-001603,OT-00461,PLT-05,2026-09-13T06:37:00,PROTOCOL_ANOMALY,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001604,OT-01859,PLT-17,2026-09-23T02:51:00,CONFIG_DRIFT,MEDIUM,CLOSED,UNKNOWN
ALT-001605,OT-01263,PLT-12,2026-10-02T19:06:00,PROTOCOL_ANOMALY,LOW,TRIAGED,UNKNOWN
ALT-001606,OT-00660,PLT-07,2026-09-10T02:48:00,MALWARE_SIGNAL,LOW,TRIAGED,DEGRADED
ALT-001607,OT-01852,PLT-17,2026-09-12T10:18:00,PROTOCOL_ANOMALY,MEDIUM,CLOSED,NORMAL
ALT-001608,OT-01621,PLT-15,2026-09-19T03:17:00,PROTOCOL_ANOMALY,CRITICAL,CLOSED,MAINTENANCE_WINDOW
ALT-001609,OT-01980,PLT-18,2026-09-26T01:03:00,NEW_DEVICE,MEDIUM,CLOSED,UNKNOWN
ALT-001610,OT-01801,PLT-17,2026-09-10T04:02:00,UNEXPECTED_WRITE,CRITICAL,OPEN,UNKNOWN
ALT-001611,OT-00915,PLT-09,2026-09-21T08:38:00,NEW_DEVICE,LOW,TRIAGED,NORMAL
ALT-001612,OT-00919,PLT-09,2026-09-20T21:24:00,POLICY_VIOLATION,CRITICAL,SUPPRESSED,UNKNOWN
ALT-001613,OT-00647,PLT-07,2026-09-13T18:20:00,MALWARE_SIGNAL,LOW,CLOSED,UNKNOWN
ALT-001614,OT-01431,PLT-14,2026-09-01T16:31:00,CONFIG_DRIFT,LOW,SUPPRESSED,DEGRADED
ALT-001615,OT-00560,PLT-06,2026-09-09T13:55:00,MALWARE_SIGNAL,HIGH,SUPPRESSED,UNKNOWN
ALT-001616,OT-01910,PLT-18,2026-09-18T20:31:00,MALWARE_SIGNAL,MEDIUM,TRIAGED,UNKNOWN
ALT-001617,OT-01427,PLT-14,2026-10-03T21:54:00,PROTOCOL_ANOMALY,LOW,TRIAGED,UNKNOWN
ALT-001618,OT-00545,PLT-06,2026-09-01T19:44:00,AUTH_ANOMALY,LOW,OPEN,DEGRADED
ALT-001619,OT-01800,PLT-17,2026-09-25T07:45:00,NEW_DEVICE,MEDIUM,CLOSED,UNKNOWN
ALT-001620,OT-01800,PLT-17,2026-09-23T08:06:00,PROTOCOL_ANOMALY,MEDIUM,OPEN,NORMAL
ALT-001621,OT-01046,PLT-10,2026-09-23T04:18:00,NEW_DEVICE,LOW,SUPPRESSED,UNKNOWN
ALT-001622,OT-01365,PLT-13,2026-10-01T11:52:00,NEW_DEVICE,HIGH,OPEN,UNKNOWN
ALT-001623,OT-01541,PLT-14,2026-09-16T12:07:00,UNEXPECTED_WRITE,MEDIUM,OPEN,MAINTENANCE_WINDOW
ALT-001624,OT-01402,PLT-13,2026-10-01T07:44:00,NEW_DEVICE,MEDIUM,OPEN,UNKNOWN
ALT-001625,OT-01719,PLT-16,2026-09-23T20:54:00,PROTOCOL_ANOMALY,HIGH,OPEN,UNKNOWN
ALT-001626,OT-00270,PLT-03,2026-10-01T20:57:00,MALWARE_SIGNAL,MEDIUM,OPEN,UNKNOWN
ALT-001627,OT-00464,PLT-05,2026-09-09T06:02:00,MALWARE_SIGNAL,LOW,CLOSED,UNKNOWN
ALT-001628,OT-01536,PLT-14,2026-09-28T19:12:00,NEW_DEVICE,MEDIUM,SUPPRESSED,MAINTENANCE_WINDOW
ALT-001629,OT-00222,PLT-03,2026-09-05T02:29:00,POLICY_VIOLATION,MEDIUM,OPEN,DEGRADED
ALT-001630,OT-00447,PLT-05,2026-09-26T05:04:00,AUTH_ANOMALY,CRITICAL,SUPPRESSED,UNKNOWN
ALT-001631,OT-00490,PLT-05,2026-09-16T13:56:00,PROTOCOL_ANOMALY,LOW,SUPPRESSED,NORMAL
ALT-001632,OT-00408,PLT-04,2026-09-26T00:19:00,CONFIG_DRIFT,CRITICAL,TRIAGED,UNKNOWN
ALT-001633,OT-00212,PLT-03,2026-09-24T15:08:00,POLICY_VIOLATION,LOW,TRIAGED,UNKNOWN
ALT-001634,OT-00756,PLT-08,2026-09-23T04:23:00,MALWARE_SIGNAL,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001635,OT-00790,PLT-08,2026-09-19T22:50:00,AUTH_ANOMALY,HIGH,OPEN,UNKNOWN
ALT-001636,OT-01663,PLT-15,2026-09-11T00:42:00,CONFIG_DRIFT,HIGH,TRIAGED,UNKNOWN
ALT-001637,OT-00143,PLT-02,2026-09-22T08:29:00,UNEXPECTED_WRITE,CRITICAL,CLOSED,UNKNOWN
ALT-001638,OT-00044,PLT-01,2026-09-10T14:24:00,MALWARE_SIGNAL,MEDIUM,SUPPRESSED,UNKNOWN
ALT-001639,OT-00762,PLT-08,2026-09-25T07:43:00,AUTH_ANOMALY,HIGH,SUPPRESSED,DEGRADED
ALT-001640,OT-01086,PLT-10,2026-09-02T18:03:00,UNEXPECTED_WRITE,HIGH,CLOSED,UNKNOWN
ALT-001641,OT-01491,PLT-14,2026-09-25T21:15:00,POLICY_VIOLATION,MEDIUM,TRIAGED,UNKNOWN
ALT-001642,OT-01120,PLT-11,2026-09-02T22:23:00,CONFIG_DRIFT,MEDIUM,OPEN,UNKNOWN
ALT-001643,OT-00595,PLT-06,2026-10-04T04:22:00,NEW_DEVICE,HIGH,SUPPRESSED,UNKNOWN
