work_order_id,asset_id,plant_id,type,cmms_status,field_status,opened_at,closed_at,temporary_bypass,notes
WO-000391,OT-01810,PLT-17,EMERGENCY,DEFERRED,OUT_OF_SERVICE,2026-10-01T14:00:00,2026-10-03T21:00:00,NO,standard work
WO-000392,OT-01740,PLT-16,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-09-14T07:00:00,2026-09-15T09:00:00,NO,standard work
WO-000393,OT-01370,PLT-13,INSPECTION,DEFERRED,ACTIVE,2026-09-27T23:00:00,,NO,operator workaround active
WO-000394,OT-01287,PLT-12,CM,DEFERRED,ACTIVE,2026-09-17T19:00:00,,NO,documentation pending
WO-000395,OT-01972,PLT-18,PM,DEFERRED,RETURNED_TO_SERVICE,2026-10-07T10:00:00,2026-10-08T04:00:00,NO,operator workaround active
WO-000396,OT-00205,PLT-02,PM,OPEN,OUT_OF_SERVICE,2026-09-24T12:00:00,,NO,documentation pending
WO-000397,OT-01406,PLT-13,EMERGENCY,CLOSED,RETURNED_TO_SERVICE,2026-09-20T00:00:00,2026-09-22T06:00:00,NO,parts substituted
WO-000398,OT-01903,PLT-18,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-19T14:00:00,,NO,operator workaround active
WO-000399,OT-01394,PLT-13,EMERGENCY,IN_PROGRESS,ACTIVE,2026-09-02T22:00:00,2026-09-03T03:00:00,NO,awaiting vendor
WO-000400,OT-00893,PLT-09,EMERGENCY,CLOSED,DEGRADED,2026-09-16T01:00:00,2026-09-16T05:00:00,NO,standard work
WO-000401,OT-01901,PLT-18,EMERGENCY,CLOSED,OUT_OF_SERVICE,2026-09-09T17:00:00,2026-09-09T20:00:00,NO,operator workaround active
WO-000402,OT-00139,PLT-02,CM,CLOSED,DEGRADED,2026-09-20T22:00:00,,NO,documentation pending
WO-000403,OT-00043,PLT-01,PM,OPEN,DEGRADED,2026-09-05T23:00:00,,YES,operator workaround active
WO-000404,OT-01670,PLT-16,PM,DEFERRED,DEGRADED,2026-09-06T21:00:00,2026-09-09T13:00:00,NO,documentation pending
WO-000405,OT-00817,PLT-08,INSPECTION,DEFERRED,ACTIVE,2026-10-02T20:00:00,2026-10-03T02:00:00,NO,operator workaround active
WO-000406,OT-01847,PLT-17,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-09-19T11:00:00,2026-09-21T08:00:00,NO,documentation pending
WO-000407,OT-00445,PLT-05,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-10-07T07:00:00,,NO,parts substituted
WO-000408,OT-00359,PLT-04,INSPECTION,DEFERRED,ACTIVE,2026-09-18T00:00:00,2026-09-19T03:00:00,NO,parts substituted
WO-000409,OT-01585,PLT-15,CALIBRATION,DEFERRED,OUT_OF_SERVICE,2026-10-02T06:00:00,2026-10-02T09:00:00,NO,parts substituted
WO-000410,OT-00313,PLT-03,CM,DEFERRED,RETURNED_TO_SERVICE,2026-10-08T22:00:00,,NO,parts substituted
WO-000411,OT-01314,PLT-13,PM,OPEN,ACTIVE,2026-09-02T18:00:00,2026-09-03T00:00:00,NO,awaiting vendor
WO-000412,OT-00606,PLT-06,INSPECTION,DEFERRED,OUT_OF_SERVICE,2026-09-01T13:00:00,,NO,operator workaround active
WO-000413,OT-00026,PLT-01,CALIBRATION,DEFERRED,DEGRADED,2026-09-30T05:00:00,2026-10-02T05:00:00,NO,standard work
WO-000414,OT-00329,PLT-04,EMERGENCY,IN_PROGRESS,ACTIVE,2026-09-01T23:00:00,2026-09-02T21:00:00,NO,awaiting vendor
WO-000415,OT-01787,PLT-17,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-09-08T08:00:00,,NO,operator workaround active
WO-000416,OT-01752,PLT-16,CM,CLOSED,ACTIVE,2026-09-08T08:00:00,2026-09-09T17:00:00,YES,standard work
WO-000417,OT-01288,PLT-12,INSPECTION,OPEN,ACTIVE,2026-09-12T07:00:00,,NO,documentation pending
WO-000418,OT-00233,PLT-03,INSPECTION,CLOSED,ACTIVE,2026-09-20T21:00:00,2026-09-22T03:00:00,NO,parts substituted
WO-000419,OT-00236,PLT-03,PM,IN_PROGRESS,DEGRADED,2026-09-10T12:00:00,,NO,documentation pending
WO-000420,OT-01829,PLT-17,CALIBRATION,DEFERRED,DEGRADED,2026-09-21T12:00:00,,NO,parts substituted
WO-000421,OT-00650,PLT-07,INSPECTION,IN_PROGRESS,DEGRADED,2026-09-21T05:00:00,,NO,standard work
WO-000422,OT-00334,PLT-04,CM,CLOSED,OUT_OF_SERVICE,2026-09-10T16:00:00,2026-09-11T05:00:00,NO,parts substituted
WO-000423,OT-00217,PLT-03,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-18T04:00:00,2026-09-18T14:00:00,NO,awaiting vendor
WO-000424,OT-00020,PLT-01,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-05T03:00:00,2026-09-06T15:00:00,NO,operator workaround active
WO-000425,OT-00972,PLT-09,CM,CLOSED,DEGRADED,2026-09-23T15:00:00,2026-09-24T21:00:00,NO,operator workaround active
WO-000426,OT-00935,PLT-09,CALIBRATION,IN_PROGRESS,DEGRADED,2026-09-11T08:00:00,,NO,awaiting vendor
WO-000427,OT-00891,PLT-09,PM,IN_PROGRESS,DEGRADED,2026-09-18T22:00:00,,NO,operator workaround active
WO-000428,OT-02000,PLT-18,PM,IN_PROGRESS,ACTIVE,2026-09-23T16:00:00,,NO,standard work
WO-000429,OT-00828,PLT-08,EMERGENCY,CLOSED,ACTIVE,2026-09-21T14:00:00,2026-09-22T10:00:00,NO,awaiting vendor
WO-000430,OT-01481,PLT-14,INSPECTION,OPEN,DEGRADED,2026-10-07T16:00:00,2026-10-10T08:00:00,NO,parts substituted
WO-000431,OT-00698,PLT-07,CALIBRATION,CLOSED,RETURNED_TO_SERVICE,2026-09-11T01:00:00,2026-09-11T07:00:00,NO,documentation pending
WO-000432,OT-01197,PLT-11,PM,OPEN,ACTIVE,2026-09-18T07:00:00,,NO,operator workaround active
WO-000433,OT-00565,PLT-06,PM,IN_PROGRESS,DEGRADED,2026-09-08T02:00:00,,NO,standard work
WO-000434,OT-01005,PLT-10,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-09-01T03:00:00,,NO,parts substituted
WO-000435,OT-00767,PLT-08,EMERGENCY,DEFERRED,RETURNED_TO_SERVICE,2026-09-20T07:00:00,2026-09-20T22:00:00,NO,operator workaround active
WO-000436,OT-01390,PLT-13,CALIBRATION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-11T00:00:00,2026-09-12T14:00:00,NO,awaiting vendor
WO-000437,OT-01337,PLT-13,CM,DEFERRED,ACTIVE,2026-09-29T23:00:00,2026-09-30T17:00:00,NO,parts substituted
WO-000438,OT-01663,PLT-15,PM,OPEN,DEGRADED,2026-09-14T12:00:00,,NO,standard work
WO-000439,OT-01996,PLT-18,PM,OPEN,DEGRADED,2026-09-30T13:00:00,2026-10-03T00:00:00,NO,parts substituted
WO-000440,OT-00575,PLT-06,CM,OPEN,DEGRADED,2026-10-02T23:00:00,,NO,standard work
WO-000441,OT-01745,PLT-16,CALIBRATION,IN_PROGRESS,ACTIVE,2026-10-05T11:00:00,2026-10-07T12:00:00,NO,awaiting vendor
WO-000442,OT-00917,PLT-09,PM,OPEN,OUT_OF_SERVICE,2026-10-10T04:00:00,2026-10-11T13:00:00,NO,awaiting vendor
WO-000443,OT-01791,PLT-17,INSPECTION,OPEN,DEGRADED,2026-09-15T00:00:00,,NO,standard work
WO-000444,OT-01004,PLT-10,CM,DEFERRED,DEGRADED,2026-09-24T13:00:00,2026-09-24T22:00:00,NO,awaiting vendor
WO-000445,OT-01798,PLT-17,EMERGENCY,IN_PROGRESS,OUT_OF_SERVICE,2026-09-30T02:00:00,2026-10-02T09:00:00,NO,parts substituted
WO-000446,OT-01610,PLT-15,CM,OPEN,ACTIVE,2026-09-22T03:00:00,,YES,operator workaround active
WO-000447,OT-00759,PLT-08,CALIBRATION,DEFERRED,ACTIVE,2026-09-13T00:00:00,2026-09-13T20:00:00,NO,operator workaround active
WO-000448,OT-00081,PLT-01,CM,DEFERRED,ACTIVE,2026-09-19T11:00:00,2026-09-20T06:00:00,NO,operator workaround active
WO-000449,OT-00211,PLT-03,PM,OPEN,OUT_OF_SERVICE,2026-10-03T06:00:00,,NO,documentation pending
WO-000450,OT-00199,PLT-02,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-09-24T16:00:00,2026-09-26T14:00:00,NO,operator workaround active
WO-000451,OT-00487,PLT-05,CM,OPEN,ACTIVE,2026-09-06T17:00:00,2026-09-06T19:00:00,NO,documentation pending
WO-000452,OT-01749,PLT-16,CM,OPEN,ACTIVE,2026-09-23T18:00:00,2026-09-24T16:00:00,NO,operator workaround active
WO-000453,OT-01561,PLT-15,PM,DEFERRED,OUT_OF_SERVICE,2026-09-06T08:00:00,2026-09-09T02:00:00,NO,awaiting vendor
WO-000454,OT-01572,PLT-15,PM,DEFERRED,ACTIVE,2026-10-01T15:00:00,2026-10-04T11:00:00,NO,parts substituted
WO-000455,OT-01502,PLT-14,INSPECTION,CLOSED,ACTIVE,2026-09-06T09:00:00,2026-09-06T22:00:00,NO,parts substituted
WO-000456,OT-00201,PLT-02,INSPECTION,IN_PROGRESS,DEGRADED,2026-09-04T03:00:00,,NO,standard work
WO-000457,OT-00898,PLT-09,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-10-06T07:00:00,,NO,parts substituted
WO-000458,OT-01960,PLT-18,PM,OPEN,RETURNED_TO_SERVICE,2026-09-02T19:00:00,,NO,operator workaround active
WO-000459,OT-01036,PLT-10,EMERGENCY,CLOSED,DEGRADED,2026-09-24T01:00:00,2026-09-26T16:00:00,NO,awaiting vendor
WO-000460,OT-00597,PLT-06,CM,DEFERRED,RETURNED_TO_SERVICE,2026-09-08T11:00:00,2026-09-09T08:00:00,NO,standard work
WO-000461,OT-01613,PLT-15,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-09-03T13:00:00,,NO,awaiting vendor
WO-000462,OT-01727,PLT-16,CALIBRATION,IN_PROGRESS,DEGRADED,2026-09-03T19:00:00,,NO,awaiting vendor
WO-000463,OT-01049,PLT-10,CALIBRATION,OPEN,ACTIVE,2026-10-08T04:00:00,2026-10-09T08:00:00,NO,operator workaround active
WO-000464,OT-01938,PLT-18,PM,IN_PROGRESS,ACTIVE,2026-09-29T15:00:00,,NO,parts substituted
WO-000465,OT-01666,PLT-15,CALIBRATION,DEFERRED,DEGRADED,2026-10-03T17:00:00,,NO,standard work
WO-000466,OT-00799,PLT-08,INSPECTION,OPEN,OUT_OF_SERVICE,2026-09-22T12:00:00,,NO,awaiting vendor
WO-000467,OT-01073,PLT-10,EMERGENCY,DEFERRED,ACTIVE,2026-09-17T12:00:00,,NO,documentation pending
WO-000468,OT-00669,PLT-07,CALIBRATION,DEFERRED,DEGRADED,2026-09-28T16:00:00,2026-09-30T15:00:00,NO,operator workaround active
WO-000469,OT-00186,PLT-02,CALIBRATION,IN_PROGRESS,ACTIVE,2026-09-01T19:00:00,,NO,awaiting vendor
WO-000470,OT-01157,PLT-11,CM,CLOSED,ACTIVE,2026-09-10T02:00:00,,YES,operator workaround active
WO-000471,OT-01559,PLT-15,EMERGENCY,IN_PROGRESS,DEGRADED,2026-10-01T23:00:00,2026-10-02T15:00:00,NO,parts substituted
WO-000472,OT-00898,PLT-09,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-09-09T14:00:00,,NO,operator workaround active
WO-000473,OT-00242,PLT-03,CALIBRATION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-28T02:00:00,2026-09-29T13:00:00,NO,awaiting vendor
WO-000474,OT-00778,PLT-08,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-18T08:00:00,,NO,operator workaround active
WO-000475,OT-00172,PLT-02,INSPECTION,OPEN,ACTIVE,2026-09-18T15:00:00,,NO,standard work
WO-000476,OT-00513,PLT-05,EMERGENCY,CLOSED,OUT_OF_SERVICE,2026-09-02T15:00:00,2026-09-04T17:00:00,NO,parts substituted
WO-000477,OT-01304,PLT-12,PM,CLOSED,ACTIVE,2026-09-29T13:00:00,2026-09-30T20:00:00,NO,documentation pending
WO-000478,OT-00052,PLT-01,EMERGENCY,DEFERRED,DEGRADED,2026-09-09T01:00:00,,NO,awaiting vendor
WO-000479,OT-00979,PLT-09,CM,DEFERRED,RETURNED_TO_SERVICE,2026-09-03T07:00:00,,NO,documentation pending
WO-000480,OT-00986,PLT-09,INSPECTION,OPEN,OUT_OF_SERVICE,2026-10-06T00:00:00,,NO,awaiting vendor
WO-000481,OT-01495,PLT-14,CALIBRATION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-11T11:00:00,,NO,parts substituted
WO-000482,OT-01304,PLT-12,PM,DEFERRED,ACTIVE,2026-09-19T18:00:00,,NO,awaiting vendor
WO-000483,OT-00027,PLT-01,INSPECTION,CLOSED,DEGRADED,2026-10-10T03:00:00,,NO,awaiting vendor
WO-000484,OT-01722,PLT-16,EMERGENCY,IN_PROGRESS,DEGRADED,2026-09-01T02:00:00,2026-09-01T12:00:00,NO,awaiting vendor
WO-000485,OT-01784,PLT-16,EMERGENCY,DEFERRED,DEGRADED,2026-09-01T01:00:00,,NO,documentation pending
WO-000486,OT-01931,PLT-18,EMERGENCY,IN_PROGRESS,OUT_OF_SERVICE,2026-09-14T18:00:00,2026-09-15T22:00:00,NO,awaiting vendor
WO-000487,OT-00296,PLT-03,CALIBRATION,CLOSED,OUT_OF_SERVICE,2026-09-11T23:00:00,2026-09-13T21:00:00,NO,operator workaround active
WO-000488,OT-00808,PLT-08,PM,IN_PROGRESS,DEGRADED,2026-09-12T17:00:00,,YES,operator workaround active
WO-000489,OT-01070,PLT-10,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-10-07T20:00:00,2026-10-09T15:00:00,NO,awaiting vendor
WO-000490,OT-01263,PLT-12,EMERGENCY,IN_PROGRESS,DEGRADED,2026-09-02T23:00:00,2026-09-05T02:00:00,NO,operator workaround active
WO-000491,OT-01771,PLT-16,CM,DEFERRED,ACTIVE,2026-09-14T06:00:00,,NO,documentation pending
WO-000492,OT-00788,PLT-08,CM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-08T15:00:00,2026-09-10T10:00:00,NO,parts substituted
WO-000493,OT-00336,PLT-04,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-09-21T17:00:00,2026-09-23T19:00:00,NO,standard work
WO-000494,OT-01852,PLT-17,INSPECTION,OPEN,ACTIVE,2026-09-13T08:00:00,,NO,operator workaround active
WO-000495,OT-01134,PLT-11,PM,IN_PROGRESS,ACTIVE,2026-10-10T01:00:00,2026-10-10T18:00:00,NO,standard work
WO-000496,OT-01715,PLT-16,PM,CLOSED,DEGRADED,2026-09-01T22:00:00,,NO,standard work
WO-000497,OT-00904,PLT-09,CM,CLOSED,DEGRADED,2026-09-09T20:00:00,2026-09-10T11:00:00,NO,operator workaround active
WO-000498,OT-00987,PLT-10,EMERGENCY,IN_PROGRESS,ACTIVE,2026-10-04T00:00:00,,NO,standard work
WO-000499,OT-00348,PLT-04,PM,CLOSED,OUT_OF_SERVICE,2026-09-20T22:00:00,2026-09-22T22:00:00,NO,parts substituted
WO-000500,OT-01020,PLT-10,INSPECTION,OPEN,ACTIVE,2026-09-10T07:00:00,2026-09-10T21:00:00,NO,parts substituted
WO-000501,OT-00566,PLT-06,EMERGENCY,DEFERRED,DEGRADED,2026-09-12T17:00:00,,NO,standard work
WO-000502,OT-01999,PLT-18,PM,IN_PROGRESS,ACTIVE,2026-10-08T11:00:00,2026-10-10T01:00:00,NO,standard work
WO-000503,OT-00246,PLT-03,PM,OPEN,DEGRADED,2026-09-28T23:00:00,,NO,parts substituted
WO-000504,OT-00466,PLT-05,EMERGENCY,IN_PROGRESS,DEGRADED,2026-10-07T15:00:00,2026-10-08T14:00:00,NO,parts substituted
WO-000505,OT-00267,PLT-03,INSPECTION,CLOSED,OUT_OF_SERVICE,2026-09-12T07:00:00,,NO,documentation pending
WO-000506,OT-00198,PLT-02,CALIBRATION,OPEN,RETURNED_TO_SERVICE,2026-10-09T18:00:00,2026-10-10T05:00:00,NO,documentation pending
WO-000507,OT-00252,PLT-03,CALIBRATION,OPEN,RETURNED_TO_SERVICE,2026-09-19T15:00:00,2026-09-20T03:00:00,NO,operator workaround active
WO-000508,OT-01537,PLT-14,INSPECTION,OPEN,DEGRADED,2026-09-02T16:00:00,2026-09-04T14:00:00,NO,parts substituted
WO-000509,OT-01263,PLT-12,INSPECTION,DEFERRED,RETURNED_TO_SERVICE,2026-09-25T12:00:00,2026-09-27T11:00:00,YES,standard work
WO-000510,OT-01219,PLT-12,INSPECTION,CLOSED,ACTIVE,2026-09-02T23:00:00,,NO,documentation pending
WO-000511,OT-00499,PLT-05,CALIBRATION,IN_PROGRESS,DEGRADED,2026-10-03T22:00:00,,NO,awaiting vendor
WO-000512,OT-00993,PLT-10,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-26T08:00:00,,NO,operator workaround active
WO-000513,OT-01397,PLT-13,INSPECTION,CLOSED,DEGRADED,2026-09-29T16:00:00,2026-10-01T23:00:00,NO,operator workaround active
WO-000514,OT-00032,PLT-01,INSPECTION,CLOSED,OUT_OF_SERVICE,2026-10-01T01:00:00,2026-10-01T22:00:00,NO,awaiting vendor
WO-000515,OT-00085,PLT-01,EMERGENCY,OPEN,ACTIVE,2026-10-07T00:00:00,2026-10-08T22:00:00,NO,documentation pending
WO-000516,OT-00924,PLT-09,CALIBRATION,DEFERRED,DEGRADED,2026-10-03T01:00:00,,YES,parts substituted
WO-000517,OT-00531,PLT-05,EMERGENCY,DEFERRED,DEGRADED,2026-09-11T22:00:00,2026-09-13T07:00:00,NO,standard work
WO-000518,OT-01220,PLT-12,CM,DEFERRED,RETURNED_TO_SERVICE,2026-09-17T17:00:00,,NO,documentation pending
WO-000519,OT-00440,PLT-05,CM,OPEN,DEGRADED,2026-10-02T08:00:00,,NO,standard work
WO-000520,OT-00069,PLT-01,PM,IN_PROGRESS,ACTIVE,2026-10-05T12:00:00,2026-10-07T02:00:00,NO,operator workaround active
WO-000521,OT-00082,PLT-01,CM,DEFERRED,RETURNED_TO_SERVICE,2026-10-08T04:00:00,,NO,operator workaround active
WO-000522,OT-01985,PLT-18,EMERGENCY,OPEN,ACTIVE,2026-10-04T09:00:00,,NO,operator workaround active
WO-000523,OT-00096,PLT-01,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-09-14T10:00:00,,NO,operator workaround active
WO-000524,OT-01211,PLT-12,PM,CLOSED,RETURNED_TO_SERVICE,2026-09-20T22:00:00,2026-09-22T11:00:00,NO,parts substituted
WO-000525,OT-01472,PLT-14,EMERGENCY,CLOSED,ACTIVE,2026-09-03T06:00:00,2026-09-03T08:00:00,YES,documentation pending
WO-000526,OT-01415,PLT-13,INSPECTION,DEFERRED,RETURNED_TO_SERVICE,2026-10-10T22:00:00,2026-10-12T08:00:00,NO,documentation pending
WO-000527,OT-00065,PLT-01,INSPECTION,CLOSED,OUT_OF_SERVICE,2026-09-21T01:00:00,2026-09-22T03:00:00,NO,operator workaround active
WO-000528,OT-01213,PLT-12,PM,OPEN,ACTIVE,2026-09-02T21:00:00,2026-09-03T12:00:00,NO,parts substituted
WO-000529,OT-00259,PLT-03,CALIBRATION,DEFERRED,OUT_OF_SERVICE,2026-09-21T23:00:00,,NO,standard work
WO-000530,OT-00440,PLT-05,EMERGENCY,DEFERRED,DEGRADED,2026-09-15T16:00:00,,NO,parts substituted
WO-000531,OT-01870,PLT-17,CALIBRATION,IN_PROGRESS,OUT_OF_SERVICE,2026-10-01T19:00:00,,NO,documentation pending
WO-000532,OT-00228,PLT-03,EMERGENCY,CLOSED,RETURNED_TO_SERVICE,2026-09-10T14:00:00,,NO,parts substituted
WO-000533,OT-01620,PLT-15,INSPECTION,IN_PROGRESS,DEGRADED,2026-09-21T11:00:00,,NO,standard work
WO-000534,OT-00630,PLT-06,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-09-10T11:00:00,,NO,parts substituted
WO-000535,OT-01843,PLT-17,CALIBRATION,DEFERRED,OUT_OF_SERVICE,2026-09-30T03:00:00,2026-09-30T12:00:00,NO,awaiting vendor
WO-000536,OT-01267,PLT-12,CM,IN_PROGRESS,DEGRADED,2026-09-28T05:00:00,2026-09-28T16:00:00,NO,awaiting vendor
WO-000537,OT-01662,PLT-15,EMERGENCY,CLOSED,ACTIVE,2026-09-08T05:00:00,,NO,operator workaround active
WO-000538,OT-01767,PLT-16,CM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-26T09:00:00,,NO,operator workaround active
WO-000539,OT-01309,PLT-13,EMERGENCY,DEFERRED,ACTIVE,2026-09-17T11:00:00,,NO,standard work
WO-000540,OT-00427,PLT-04,CALIBRATION,CLOSED,OUT_OF_SERVICE,2026-09-04T13:00:00,2026-09-04T17:00:00,NO,standard work
WO-000541,OT-00166,PLT-02,CM,OPEN,DEGRADED,2026-09-22T15:00:00,,NO,documentation pending
WO-000542,OT-00514,PLT-05,INSPECTION,OPEN,OUT_OF_SERVICE,2026-09-24T05:00:00,2026-09-26T05:00:00,NO,documentation pending
WO-000543,OT-00672,PLT-07,PM,IN_PROGRESS,DEGRADED,2026-10-06T17:00:00,,NO,standard work
WO-000544,OT-01162,PLT-11,PM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-10T19:00:00,2026-09-12T07:00:00,NO,documentation pending
WO-000545,OT-00046,PLT-01,CALIBRATION,OPEN,RETURNED_TO_SERVICE,2026-09-16T03:00:00,,NO,standard work
WO-000546,OT-01872,PLT-17,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-10-07T12:00:00,,NO,operator workaround active
WO-000547,OT-01079,PLT-10,PM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-19T01:00:00,2026-09-21T20:00:00,NO,operator workaround active
WO-000548,OT-00102,PLT-01,PM,IN_PROGRESS,DEGRADED,2026-10-10T00:00:00,2026-10-12T19:00:00,NO,awaiting vendor
WO-000549,OT-00002,PLT-01,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-15T08:00:00,2026-09-16T21:00:00,NO,operator workaround active
WO-000550,OT-00660,PLT-07,CM,IN_PROGRESS,DEGRADED,2026-10-10T16:00:00,,NO,awaiting vendor
WO-000551,OT-01774,PLT-16,PM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-02T14:00:00,2026-09-04T05:00:00,NO,parts substituted
WO-000552,OT-01680,PLT-16,PM,DEFERRED,RETURNED_TO_SERVICE,2026-09-09T17:00:00,,NO,parts substituted
WO-000553,OT-01534,PLT-14,CALIBRATION,IN_PROGRESS,OUT_OF_SERVICE,2026-09-18T11:00:00,,NO,operator workaround active
WO-000554,OT-00664,PLT-07,CM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-02T16:00:00,2026-09-05T11:00:00,NO,parts substituted
WO-000555,OT-01602,PLT-15,EMERGENCY,IN_PROGRESS,DEGRADED,2026-09-20T16:00:00,,NO,operator workaround active
WO-000556,OT-01686,PLT-16,INSPECTION,IN_PROGRESS,ACTIVE,2026-09-12T03:00:00,,NO,documentation pending
WO-000557,OT-01700,PLT-16,INSPECTION,OPEN,OUT_OF_SERVICE,2026-10-07T01:00:00,,NO,parts substituted
WO-000558,OT-00091,PLT-01,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-09-16T00:00:00,2026-09-16T05:00:00,NO,standard work
WO-000559,OT-01299,PLT-12,EMERGENCY,OPEN,DEGRADED,2026-09-10T00:00:00,,NO,documentation pending
WO-000560,OT-01179,PLT-11,CM,OPEN,DEGRADED,2026-09-30T09:00:00,2026-10-02T03:00:00,YES,standard work
WO-000561,OT-00619,PLT-06,INSPECTION,DEFERRED,RETURNED_TO_SERVICE,2026-09-17T11:00:00,,NO,parts substituted
WO-000562,OT-00332,PLT-04,PM,CLOSED,ACTIVE,2026-10-03T00:00:00,2026-10-05T19:00:00,NO,standard work
WO-000563,OT-01197,PLT-11,EMERGENCY,CLOSED,DEGRADED,2026-09-09T23:00:00,,NO,standard work
WO-000564,OT-01094,PLT-10,EMERGENCY,IN_PROGRESS,ACTIVE,2026-09-20T11:00:00,2026-09-20T16:00:00,NO,standard work
WO-000565,OT-01100,PLT-10,CALIBRATION,CLOSED,OUT_OF_SERVICE,2026-10-06T21:00:00,2026-10-07T06:00:00,NO,awaiting vendor
WO-000566,OT-00048,PLT-01,EMERGENCY,DEFERRED,RETURNED_TO_SERVICE,2026-09-12T07:00:00,2026-09-13T08:00:00,NO,awaiting vendor
WO-000567,OT-01861,PLT-17,INSPECTION,OPEN,DEGRADED,2026-10-03T09:00:00,2026-10-05T01:00:00,NO,parts substituted
WO-000568,OT-01641,PLT-15,INSPECTION,IN_PROGRESS,OUT_OF_SERVICE,2026-10-01T02:00:00,,NO,standard work
WO-000569,OT-01662,PLT-15,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-17T04:00:00,2026-09-18T07:00:00,NO,operator workaround active
WO-000570,OT-01096,PLT-10,PM,DEFERRED,ACTIVE,2026-09-02T12:00:00,2026-09-04T07:00:00,NO,parts substituted
WO-000571,OT-00551,PLT-06,INSPECTION,CLOSED,DEGRADED,2026-09-28T19:00:00,,NO,parts substituted
WO-000572,OT-01379,PLT-13,CM,OPEN,OUT_OF_SERVICE,2026-10-09T17:00:00,,NO,awaiting vendor
WO-000573,OT-01552,PLT-14,CM,DEFERRED,RETURNED_TO_SERVICE,2026-09-20T08:00:00,2026-09-23T07:00:00,NO,operator workaround active
WO-000574,OT-01951,PLT-18,PM,CLOSED,DEGRADED,2026-09-02T15:00:00,,NO,parts substituted
WO-000575,OT-01215,PLT-12,CALIBRATION,DEFERRED,OUT_OF_SERVICE,2026-10-06T06:00:00,2026-10-08T09:00:00,NO,operator workaround active
WO-000576,OT-01446,PLT-14,INSPECTION,CLOSED,DEGRADED,2026-09-11T20:00:00,2026-09-13T18:00:00,NO,operator workaround active
WO-000577,OT-01206,PLT-11,EMERGENCY,DEFERRED,RETURNED_TO_SERVICE,2026-09-20T02:00:00,,NO,standard work
WO-000578,OT-01666,PLT-15,CM,CLOSED,OUT_OF_SERVICE,2026-09-15T17:00:00,2026-09-18T11:00:00,NO,operator workaround active
WO-000579,OT-01833,PLT-17,CALIBRATION,CLOSED,OUT_OF_SERVICE,2026-09-02T07:00:00,2026-09-03T11:00:00,NO,parts substituted
WO-000580,OT-01246,PLT-12,EMERGENCY,IN_PROGRESS,ACTIVE,2026-10-02T14:00:00,2026-10-05T03:00:00,NO,documentation pending
WO-000581,OT-00497,PLT-05,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-09-30T05:00:00,2026-10-02T04:00:00,NO,documentation pending
WO-000582,OT-00773,PLT-08,PM,DEFERRED,RETURNED_TO_SERVICE,2026-09-18T20:00:00,,NO,awaiting vendor
WO-000583,OT-00773,PLT-08,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-09-08T05:00:00,2026-09-08T08:00:00,NO,standard work
WO-000584,OT-00348,PLT-04,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-09-29T10:00:00,2026-10-01T16:00:00,NO,documentation pending
WO-000585,OT-01328,PLT-13,PM,CLOSED,OUT_OF_SERVICE,2026-09-30T05:00:00,2026-10-02T20:00:00,NO,documentation pending
WO-000586,OT-00054,PLT-01,CM,OPEN,RETURNED_TO_SERVICE,2026-09-21T10:00:00,,NO,standard work
