plant_id,source_asset,target_asset,protocol,approved_path,observed_last_24h,documented
PLT-04,OT-00351,OT-00429,PROFIBUS,YES,YES,NO
PLT-04,OT-00425,OT-00378,ModbusTCP,YES,YES,YES
PLT-04,OT-00376,OT-00396,VendorSerial,YES,YES,YES
PLT-04,OT-00350,OT-00341,VendorSerial,YES,YES,YES
PLT-04,OT-00346,OT-00372,EtherNetIP,YES,YES,YES
PLT-04,OT-00335,OT-00429,ModbusTCP,YES,YES,YES
PLT-04,OT-00374,OT-00376,IEC104,YES,YES,YES
PLT-04,OT-00384,OT-00324,ModbusTCP,YES,NO,YES
PLT-04,OT-00359,OT-00378,OPC_DA,UNKNOWN,YES,YES
PLT-04,OT-00406,OT-00392,IEC104,YES,NO,YES
PLT-04,OT-00332,OT-00361,OPC_DA,YES,YES,YES
PLT-04,OT-00423,OT-00369,IEC104,YES,NO,YES
PLT-04,OT-00376,OT-00338,IEC104,YES,YES,YES
PLT-04,OT-00395,OT-00393,VendorSerial,YES,YES,YES
PLT-04,OT-00403,OT-00365,IEC104,YES,YES,YES
PLT-04,OT-00393,OT-00349,VendorSerial,YES,YES,YES
PLT-04,OT-00357,OT-00411,OPC_UA,YES,YES,YES
PLT-04,OT-00405,OT-00431,PROFIBUS,YES,YES,YES
PLT-04,OT-00359,OT-00432,PROFIBUS,YES,YES,NO
PLT-04,OT-00372,OT-00384,OPC_UA,UNKNOWN,YES,NO
PLT-04,OT-00328,OT-00365,IEC61850,YES,YES,YES
PLT-04,OT-00340,OT-00362,VendorSerial,YES,YES,YES
PLT-05,OT-00484,OT-00474,PROFIBUS,YES,YES,YES
PLT-05,OT-00492,OT-00528,IEC61850,YES,YES,YES
PLT-05,OT-00484,OT-00524,IEC104,YES,YES,YES
PLT-05,OT-00478,OT-00509,IEC61850,YES,NO,YES
PLT-05,OT-00443,OT-00509,VendorSerial,YES,NO,YES
PLT-05,OT-00489,OT-00530,DNP3,YES,YES,YES
PLT-05,OT-00466,OT-00491,OPC_UA,YES,NO,YES
PLT-05,OT-00438,OT-00442,VendorSerial,UNKNOWN,YES,YES
PLT-05,OT-00455,OT-00522,VendorSerial,YES,YES,YES
PLT-05,OT-00506,OT-00475,DNP3,YES,NO,YES
PLT-05,OT-00458,OT-00443,EtherNetIP,YES,YES,NO
PLT-05,OT-00471,OT-00439,IEC104,YES,NO,YES
PLT-05,OT-00519,OT-00508,PROFIBUS,YES,NO,YES
PLT-05,OT-00439,OT-00512,PROFIBUS,YES,NO,YES
PLT-05,OT-00451,OT-00522,OPC_DA,YES,YES,YES
PLT-05,OT-00470,OT-00481,PROFINET,YES,YES,NO
PLT-05,OT-00496,OT-00523,IEC61850,YES,NO,NO
PLT-05,OT-00453,OT-00449,IEC104,YES,YES,YES
PLT-05,OT-00466,OT-00434,PROFINET,YES,YES,NO
PLT-05,OT-00520,OT-00471,OPC_DA,YES,YES,NO
PLT-05,OT-00477,OT-00465,DNP3,NO,YES,YES
PLT-05,OT-00453,OT-00498,VendorSerial,YES,NO,YES
PLT-05,OT-00467,OT-00507,VendorSerial,YES,YES,NO
PLT-05,OT-00525,OT-00444,EtherNetIP,UNKNOWN,YES,YES
PLT-05,OT-00528,OT-00494,EtherNetIP,YES,YES,YES
PLT-05,OT-00472,OT-00442,IEC61850,YES,YES,NO
PLT-05,OT-00476,OT-00461,OPC_UA,YES,YES,YES
PLT-05,OT-00452,OT-00466,VendorSerial,YES,YES,NO
PLT-05,OT-00469,OT-00450,OPC_UA,YES,YES,NO
PLT-05,OT-00469,OT-00442,IEC104,YES,YES,YES
PLT-05,OT-00526,OT-00525,IEC61850,UNKNOWN,YES,NO
PLT-05,OT-00471,OT-00439,PROFINET,YES,NO,YES
PLT-05,OT-00527,OT-00475,OPC_DA,YES,YES,NO
PLT-05,OT-00503,OT-00526,PROFIBUS,YES,YES,YES
PLT-05,OT-00488,OT-00442,EtherNetIP,YES,YES,NO
PLT-05,OT-00474,OT-00444,IEC104,YES,NO,YES
PLT-05,OT-00466,OT-00520,PROFIBUS,NO,YES,YES
PLT-05,OT-00507,OT-00501,PROFIBUS,YES,YES,YES
PLT-05,OT-00449,OT-00495,PROFINET,YES,YES,YES
PLT-05,OT-00452,OT-00442,VendorSerial,YES,YES,YES
PLT-05,OT-00485,OT-00446,IEC104,YES,YES,YES
PLT-05,OT-00466,OT-00521,EtherNetIP,YES,YES,YES
PLT-05,OT-00503,OT-00510,OPC_DA,YES,YES,YES
PLT-05,OT-00445,OT-00463,EtherNetIP,YES,NO,YES
PLT-05,OT-00455,OT-00463,PROFINET,YES,NO,NO
PLT-05,OT-00441,OT-00487,IEC104,YES,YES,YES
PLT-05,OT-00445,OT-00472,IEC104,UNKNOWN,YES,NO
PLT-05,OT-00471,OT-00475,DNP3,YES,YES,YES
PLT-05,OT-00466,OT-00448,IEC104,YES,YES,YES
PLT-05,OT-00517,OT-00507,VendorSerial,YES,YES,NO
PLT-05,OT-00529,OT-00449,EtherNetIP,YES,YES,YES
PLT-05,OT-00501,OT-00459,IEC104,YES,YES,NO
PLT-05,OT-00505,OT-00479,EtherNetIP,NO,YES,YES
PLT-05,OT-00486,OT-00443,IEC61850,YES,YES,NO
PLT-05,OT-00454,OT-00525,DNP3,YES,YES,YES
PLT-05,OT-00491,OT-00439,VendorSerial,YES,NO,YES
PLT-05,OT-00461,OT-00524,IEC104,YES,NO,NO
PLT-05,OT-00499,OT-00437,ModbusTCP,YES,NO,NO
PLT-05,OT-00447,OT-00514,VendorSerial,YES,NO,NO
PLT-05,OT-00474,OT-00473,IEC104,YES,YES,YES
PLT-05,OT-00498,OT-00445,IEC61850,YES,NO,NO
PLT-05,OT-00472,OT-00483,DNP3,YES,YES,NO
PLT-05,OT-00523,OT-00480,ModbusTCP,YES,YES,NO
PLT-05,OT-00448,OT-00496,ModbusTCP,YES,YES,YES
PLT-05,OT-00507,OT-00465,VendorSerial,YES,YES,NO
PLT-05,OT-00518,OT-00520,IEC61850,YES,YES,YES
PLT-05,OT-00505,OT-00501,PROFINET,YES,NO,YES
PLT-05,OT-00514,OT-00530,PROFINET,YES,NO,YES
PLT-05,OT-00506,OT-00471,EtherNetIP,YES,YES,YES
PLT-05,OT-00436,OT-00458,IEC104,YES,YES,YES
PLT-05,OT-00483,OT-00470,OPC_DA,YES,NO,YES
PLT-05,OT-00506,OT-00465,EtherNetIP,YES,YES,NO
PLT-05,OT-00455,OT-00510,EtherNetIP,YES,YES,YES
PLT-05,OT-00522,OT-00445,OPC_UA,UNKNOWN,NO,YES
PLT-05,OT-00467,OT-00501,DNP3,YES,NO,YES
PLT-05,OT-00483,OT-00523,IEC104,YES,YES,YES
PLT-05,OT-00455,OT-00437,PROFINET,YES,YES,YES
PLT-05,OT-00491,OT-00500,DNP3,YES,YES,YES
PLT-05,OT-00507,OT-00504,EtherNetIP,YES,YES,YES
PLT-05,OT-00519,OT-00467,OPC_DA,UNKNOWN,YES,NO
PLT-05,OT-00464,OT-00454,IEC104,YES,YES,YES
PLT-05,OT-00491,OT-00518,DNP3,YES,YES,YES
PLT-05,OT-00512,OT-00490,IEC61850,YES,NO,NO
PLT-05,OT-00441,OT-00484,ModbusTCP,YES,YES,YES
PLT-05,OT-00522,OT-00483,ModbusTCP,YES,YES,YES
PLT-05,OT-00486,OT-00507,OPC_UA,YES,YES,YES
PLT-05,OT-00447,OT-00522,DNP3,YES,NO,YES
PLT-05,OT-00464,OT-00434,OPC_UA,NO,YES,YES
PLT-05,OT-00532,OT-00449,EtherNetIP,YES,YES,NO
PLT-05,OT-00495,OT-00440,VendorSerial,YES,YES,YES
PLT-05,OT-00466,OT-00488,PROFINET,YES,NO,YES
PLT-05,OT-00516,OT-00501,OPC_UA,YES,NO,YES
PLT-05,OT-00476,OT-00471,PROFIBUS,YES,YES,YES
PLT-05,OT-00440,OT-00506,PROFINET,YES,YES,YES
PLT-05,OT-00490,OT-00435,PROFINET,YES,YES,NO
PLT-05,OT-00477,OT-00481,IEC104,NO,YES,NO
PLT-05,OT-00445,OT-00490,OPC_DA,YES,YES,YES
PLT-05,OT-00482,OT-00477,EtherNetIP,YES,YES,YES
PLT-05,OT-00524,OT-00452,DNP3,YES,YES,NO
PLT-05,OT-00463,OT-00530,EtherNetIP,YES,YES,YES
PLT-05,OT-00484,OT-00444,DNP3,YES,YES,YES
PLT-05,OT-00523,OT-00524,OPC_DA,YES,YES,YES
PLT-05,OT-00515,OT-00510,VendorSerial,YES,YES,YES
PLT-05,OT-00528,OT-00498,OPC_UA,YES,YES,NO
PLT-05,OT-00491,OT-00503,IEC104,NO,YES,YES
PLT-05,OT-00517,OT-00463,PROFIBUS,YES,YES,NO
PLT-05,OT-00492,OT-00496,IEC61850,UNKNOWN,NO,YES
PLT-05,OT-00531,OT-00493,DNP3,YES,YES,YES
PLT-05,OT-00524,OT-00498,OPC_DA,YES,YES,YES
PLT-05,OT-00513,OT-00441,EtherNetIP,YES,NO,YES
PLT-05,OT-00498,OT-00480,OPC_DA,YES,YES,YES
PLT-05,OT-00491,OT-00445,EtherNetIP,YES,YES,YES
PLT-05,OT-00450,OT-00476,PROFIBUS,YES,YES,YES
PLT-05,OT-00523,OT-00455,PROFINET,YES,NO,NO
PLT-05,OT-00511,OT-00512,VendorSerial,YES,YES,YES
PLT-05,OT-00526,OT-00438,IEC61850,YES,YES,YES
PLT-05,OT-00476,OT-00500,VendorSerial,YES,YES,YES
PLT-05,OT-00466,OT-00501,EtherNetIP,YES,YES,YES
PLT-05,OT-00504,OT-00519,PROFIBUS,YES,YES,NO
PLT-05,OT-00446,OT-00471,PROFINET,NO,YES,YES
PLT-05,OT-00492,OT-00521,EtherNetIP,YES,YES,YES
PLT-05,OT-00522,OT-00508,PROFINET,YES,NO,YES
PLT-05,OT-00515,OT-00493,VendorSerial,YES,YES,YES
PLT-05,OT-00483,OT-00462,VendorSerial,YES,YES,YES
PLT-05,OT-00475,OT-00530,PROFINET,YES,NO,YES
PLT-05,OT-00514,OT-00490,PROFINET,YES,YES,YES
PLT-05,OT-00484,OT-00483,VendorSerial,YES,YES,YES
PLT-05,OT-00463,OT-00523,EtherNetIP,YES,YES,NO
PLT-05,OT-00444,OT-00478,ModbusTCP,YES,YES,YES
PLT-05,OT-00496,OT-00466,OPC_DA,YES,NO,NO
PLT-05,OT-00487,OT-00453,DNP3,YES,YES,YES
PLT-05,OT-00527,OT-00482,IEC104,YES,NO,YES
PLT-05,OT-00517,OT-00518,PROFIBUS,YES,YES,YES
PLT-05,OT-00450,OT-00469,OPC_DA,YES,YES,YES
PLT-05,OT-00486,OT-00490,VendorSerial,YES,NO,YES
PLT-05,OT-00510,OT-00496,ModbusTCP,YES,YES,YES
PLT-05,OT-00512,OT-00470,ModbusTCP,YES,YES,YES
PLT-05,OT-00454,OT-00446,ModbusTCP,YES,YES,YES
PLT-05,OT-00472,OT-00489,PROFIBUS,YES,YES,YES
PLT-05,OT-00439,OT-00499,DNP3,YES,NO,NO
PLT-05,OT-00508,OT-00515,ModbusTCP,YES,YES,YES
PLT-05,OT-00521,OT-00502,EtherNetIP,UNKNOWN,YES,YES
PLT-05,OT-00467,OT-00473,DNP3,YES,YES,NO
PLT-05,OT-00455,OT-00508,IEC61850,YES,NO,YES
PLT-05,OT-00473,OT-00505,DNP3,UNKNOWN,YES,NO
PLT-05,OT-00505,OT-00444,PROFINET,YES,YES,YES
PLT-05,OT-00450,OT-00479,PROFIBUS,YES,YES,YES
PLT-05,OT-00489,OT-00525,PROFINET,YES,YES,YES
PLT-05,OT-00448,OT-00513,VendorSerial,YES,NO,YES
PLT-05,OT-00516,OT-00517,EtherNetIP,YES,YES,NO
PLT-05,OT-00505,OT-00480,ModbusTCP,YES,NO,YES
PLT-05,OT-00472,OT-00520,IEC104,YES,YES,YES
PLT-05,OT-00521,OT-00529,PROFINET,YES,YES,YES
PLT-05,OT-00475,OT-00529,OPC_UA,YES,YES,NO
PLT-05,OT-00455,OT-00492,OPC_DA,YES,YES,YES
PLT-05,OT-00486,OT-00463,VendorSerial,YES,NO,YES
PLT-05,OT-00484,OT-00505,OPC_UA,YES,NO,YES
PLT-05,OT-00474,OT-00482,IEC104,YES,YES,YES
PLT-05,OT-00468,OT-00471,IEC104,YES,YES,YES
PLT-05,OT-00460,OT-00473,DNP3,YES,YES,YES
PLT-05,OT-00434,OT-00508,EtherNetIP,UNKNOWN,NO,YES
PLT-05,OT-00485,OT-00525,PROFIBUS,YES,YES,YES
PLT-05,OT-00450,OT-00490,IEC104,YES,NO,YES
PLT-05,OT-00517,OT-00511,IEC104,YES,YES,NO
PLT-05,OT-00482,OT-00491,VendorSerial,YES,YES,YES
PLT-05,OT-00517,OT-00472,EtherNetIP,UNKNOWN,YES,YES
PLT-05,OT-00460,OT-00509,OPC_UA,YES,NO,YES
PLT-05,OT-00455,OT-00468,DNP3,NO,YES,YES
PLT-05,OT-00516,OT-00460,OPC_UA,YES,YES,NO
PLT-05,OT-00466,OT-00456,DNP3,YES,YES,YES
PLT-05,OT-00476,OT-00459,OPC_DA,YES,YES,NO
PLT-05,OT-00460,OT-00507,VendorSerial,YES,YES,YES
PLT-05,OT-00518,OT-00478,EtherNetIP,YES,YES,YES
PLT-05,OT-00455,OT-00449,OPC_DA,YES,YES,YES
PLT-05,OT-00483,OT-00531,PROFINET,YES,YES,YES
PLT-05,OT-00443,OT-00439,PROFIBUS,YES,YES,YES
PLT-05,OT-00495,OT-00525,PROFIBUS,YES,YES,YES
PLT-05,OT-00508,OT-00500,DNP3,YES,NO,YES
PLT-05,OT-00436,OT-00525,DNP3,YES,YES,YES
PLT-05,OT-00451,OT-00468,PROFIBUS,YES,YES,YES
PLT-05,OT-00501,OT-00453,IEC104,YES,YES,YES
PLT-05,OT-00436,OT-00510,OPC_UA,UNKNOWN,NO,YES
PLT-05,OT-00458,OT-00523,VendorSerial,YES,YES,YES
PLT-05,OT-00499,OT-00457,IEC104,YES,YES,YES
PLT-05,OT-00474,OT-00457,ModbusTCP,UNKNOWN,YES,NO
PLT-05,OT-00530,OT-00498,OPC_UA,YES,YES,YES
PLT-05,OT-00500,OT-00532,PROFIBUS,YES,NO,YES
PLT-05,OT-00492,OT-00498,EtherNetIP,YES,YES,YES
PLT-05,OT-00479,OT-00509,EtherNetIP,YES,YES,NO
PLT-05,OT-00451,OT-00509,EtherNetIP,YES,YES,NO
PLT-05,OT-00474,OT-00511,VendorSerial,YES,YES,YES
PLT-05,OT-00456,OT-00514,OPC_UA,YES,NO,NO
PLT-05,OT-00464,OT-00497,OPC_UA,YES,YES,YES
PLT-05,OT-00438,OT-00454,ModbusTCP,YES,YES,YES
PLT-05,OT-00485,OT-00456,DNP3,YES,NO,YES
PLT-05,OT-00500,OT-00435,PROFINET,YES,NO,NO
PLT-05,OT-00460,OT-00465,PROFINET,YES,YES,YES
PLT-05,OT-00503,OT-00464,EtherNetIP,YES,YES,YES
PLT-05,OT-00438,OT-00441,OPC_DA,YES,YES,YES
PLT-05,OT-00506,OT-00481,VendorSerial,YES,NO,NO
PLT-05,OT-00499,OT-00471,DNP3,YES,NO,YES
PLT-05,OT-00467,OT-00465,OPC_UA,YES,NO,NO
PLT-05,OT-00502,OT-00461,PROFINET,YES,YES,YES
PLT-05,OT-00496,OT-00491,ModbusTCP,YES,NO,YES
PLT-05,OT-00440,OT-00484,DNP3,YES,YES,NO
PLT-05,OT-00441,OT-00468,IEC104,YES,YES,YES
PLT-05,OT-00445,OT-00507,PROFIBUS,YES,YES,YES
PLT-05,OT-00522,OT-00529,PROFINET,YES,YES,YES
PLT-05,OT-00517,OT-00481,PROFINET,YES,YES,YES
PLT-05,OT-00512,OT-00449,VendorSerial,YES,YES,NO
PLT-06,OT-00558,OT-00597,OPC_UA,YES,YES,YES
PLT-06,OT-00615,OT-00634,ModbusTCP,YES,YES,YES
PLT-06,OT-00617,OT-00628,OPC_UA,YES,YES,NO
PLT-06,OT-00616,OT-00580,EtherNetIP,YES,YES,YES
PLT-06,OT-00634,OT-00534,VendorSerial,UNKNOWN,YES,YES
PLT-06,OT-00556,OT-00619,IEC104,YES,YES,YES
PLT-06,OT-00558,OT-00628,EtherNetIP,YES,YES,YES
PLT-06,OT-00634,OT-00592,DNP3,YES,YES,YES
PLT-06,OT-00609,OT-00543,PROFINET,YES,YES,YES
PLT-06,OT-00621,OT-00605,EtherNetIP,YES,YES,YES
PLT-06,OT-00601,OT-00582,ModbusTCP,YES,NO,YES
PLT-06,OT-00569,OT-00586,OPC_UA,YES,NO,NO
PLT-06,OT-00569,OT-00547,PROFIBUS,NO,YES,YES
PLT-06,OT-00557,OT-00549,VendorSerial,YES,YES,YES
PLT-06,OT-00614,OT-00591,IEC61850,YES,YES,YES
PLT-06,OT-00572,OT-00550,IEC61850,NO,YES,YES
PLT-06,OT-00612,OT-00569,DNP3,YES,YES,NO
PLT-06,OT-00621,OT-00581,PROFINET,YES,NO,YES
PLT-06,OT-00590,OT-00598,VendorSerial,YES,YES,YES
PLT-06,OT-00588,OT-00609,IEC104,YES,NO,YES
PLT-06,OT-00589,OT-00540,ModbusTCP,YES,NO,NO
PLT-06,OT-00597,OT-00634,OPC_UA,YES,YES,YES
PLT-06,OT-00578,OT-00597,OPC_DA,YES,YES,YES
PLT-06,OT-00619,OT-00538,ModbusTCP,UNKNOWN,YES,NO
PLT-06,OT-00616,OT-00591,OPC_DA,UNKNOWN,YES,NO
PLT-06,OT-00600,OT-00611,VendorSerial,YES,YES,YES
PLT-06,OT-00619,OT-00534,ModbusTCP,YES,YES,YES
PLT-06,OT-00559,OT-00600,OPC_UA,YES,YES,YES
PLT-06,OT-00593,OT-00565,DNP3,YES,YES,NO
PLT-06,OT-00592,OT-00557,OPC_DA,YES,YES,YES
PLT-06,OT-00563,OT-00590,DNP3,YES,YES,YES
PLT-06,OT-00601,OT-00629,ModbusTCP,YES,NO,YES
PLT-06,OT-00557,OT-00631,IEC61850,YES,YES,YES
PLT-06,OT-00623,OT-00569,IEC104,YES,YES,YES
PLT-06,OT-00587,OT-00610,VendorSerial,YES,YES,NO
PLT-06,OT-00633,OT-00581,EtherNetIP,YES,NO,NO
PLT-06,OT-00621,OT-00556,OPC_DA,YES,NO,YES
PLT-06,OT-00553,OT-00594,IEC104,YES,YES,YES
PLT-06,OT-00571,OT-00598,ModbusTCP,YES,YES,YES
PLT-06,OT-00603,OT-00631,PROFIBUS,YES,NO,YES
PLT-06,OT-00596,OT-00566,IEC61850,YES,YES,YES
PLT-06,OT-00618,OT-00624,PROFIBUS,YES,YES,NO
PLT-06,OT-00561,OT-00554,ModbusTCP,YES,NO,YES
PLT-06,OT-00632,OT-00565,VendorSerial,YES,YES,NO
PLT-06,OT-00540,OT-00570,VendorSerial,YES,NO,YES
PLT-06,OT-00627,OT-00595,OPC_DA,YES,YES,NO
PLT-06,OT-00567,OT-00626,OPC_UA,UNKNOWN,YES,YES
PLT-06,OT-00584,OT-00542,PROFINET,UNKNOWN,YES,YES
PLT-06,OT-00538,OT-00630,PROFINET,YES,YES,YES
PLT-06,OT-00605,OT-00615,OPC_DA,YES,YES,YES
PLT-06,OT-00572,OT-00559,IEC61850,YES,YES,YES
PLT-06,OT-00577,OT-00547,PROFIBUS,YES,YES,NO
PLT-06,OT-00610,OT-00625,ModbusTCP,YES,YES,YES
PLT-06,OT-00542,OT-00545,IEC104,YES,YES,YES
PLT-06,OT-00584,OT-00570,OPC_UA,YES,YES,YES
PLT-06,OT-00561,OT-00595,ModbusTCP,YES,YES,NO
PLT-06,OT-00632,OT-00590,PROFIBUS,YES,YES,YES
PLT-06,OT-00542,OT-00558,IEC104,YES,NO,NO
PLT-06,OT-00558,OT-00590,PROFIBUS,YES,NO,YES
PLT-06,OT-00555,OT-00584,IEC61850,YES,NO,YES
PLT-06,OT-00605,OT-00579,OPC_UA,YES,NO,NO
PLT-06,OT-00564,OT-00626,IEC61850,YES,NO,YES
PLT-06,OT-00538,OT-00536,IEC61850,YES,YES,YES
PLT-06,OT-00628,OT-00533,IEC61850,YES,YES,YES
PLT-06,OT-00576,OT-00547,OPC_DA,YES,YES,YES
PLT-06,OT-00610,OT-00545,PROFIBUS,YES,YES,YES
PLT-06,OT-00635,OT-00575,IEC61850,YES,YES,YES
PLT-06,OT-00584,OT-00629,DNP3,YES,YES,YES
PLT-06,OT-00575,OT-00581,ModbusTCP,YES,NO,YES
PLT-06,OT-00613,OT-00594,OPC_UA,YES,NO,NO
PLT-06,OT-00618,OT-00548,OPC_UA,YES,NO,YES
PLT-06,OT-00606,OT-00577,EtherNetIP,YES,NO,YES
PLT-06,OT-00558,OT-00564,PROFIBUS,YES,YES,YES
PLT-06,OT-00602,OT-00594,VendorSerial,UNKNOWN,YES,YES
PLT-06,OT-00631,OT-00559,PROFIBUS,YES,YES,YES
PLT-06,OT-00585,OT-00633,OPC_DA,UNKNOWN,YES,YES
PLT-06,OT-00541,OT-00576,DNP3,YES,YES,YES
PLT-06,OT-00627,OT-00593,OPC_UA,YES,YES,YES
PLT-06,OT-00563,OT-00579,ModbusTCP,YES,YES,YES
PLT-06,OT-00570,OT-00559,VendorSerial,YES,YES,YES
PLT-06,OT-00597,OT-00598,IEC61850,YES,YES,NO
PLT-06,OT-00551,OT-00620,ModbusTCP,NO,YES,YES
PLT-06,OT-00565,OT-00627,VendorSerial,UNKNOWN,NO,YES
PLT-06,OT-00541,OT-00542,VendorSerial,YES,YES,YES
PLT-06,OT-00595,OT-00578,EtherNetIP,UNKNOWN,NO,YES
PLT-06,OT-00578,OT-00585,ModbusTCP,YES,YES,NO
PLT-06,OT-00587,OT-00632,OPC_UA,YES,YES,YES
PLT-06,OT-00564,OT-00601,OPC_UA,YES,NO,YES
PLT-06,OT-00605,OT-00562,IEC104,YES,NO,NO
PLT-06,OT-00595,OT-00567,VendorSerial,YES,NO,YES
PLT-06,OT-00556,OT-00614,IEC104,YES,YES,YES
PLT-06,OT-00577,OT-00538,ModbusTCP,YES,NO,YES
PLT-06,OT-00548,OT-00536,VendorSerial,YES,YES,YES
PLT-06,OT-00578,OT-00538,PROFIBUS,YES,YES,YES
PLT-06,OT-00592,OT-00557,PROFINET,YES,YES,YES
PLT-06,OT-00548,OT-00545,IEC61850,YES,YES,YES
PLT-06,OT-00616,OT-00576,IEC61850,YES,YES,YES
PLT-06,OT-00587,OT-00575,ModbusTCP,YES,NO,YES
PLT-06,OT-00609,OT-00626,OPC_DA,YES,NO,YES
PLT-06,OT-00539,OT-00576,OPC_UA,YES,YES,YES
PLT-06,OT-00628,OT-00546,ModbusTCP,YES,YES,YES
PLT-06,OT-00551,OT-00540,ModbusTCP,YES,YES,YES
PLT-06,OT-00537,OT-00551,DNP3,YES,YES,YES
PLT-06,OT-00558,OT-00630,OPC_UA,YES,YES,YES
PLT-06,OT-00617,OT-00570,IEC61850,YES,NO,YES
PLT-06,OT-00621,OT-00576,ModbusTCP,YES,YES,NO
PLT-06,OT-00557,OT-00620,PROFIBUS,YES,YES,YES
PLT-06,OT-00563,OT-00569,PROFINET,YES,YES,YES
PLT-06,OT-00584,OT-00600,OPC_UA,YES,NO,YES
PLT-06,OT-00613,OT-00551,OPC_DA,YES,YES,YES
PLT-06,OT-00564,OT-00565,EtherNetIP,YES,NO,YES
PLT-06,OT-00594,OT-00617,DNP3,YES,YES,YES
PLT-06,OT-00606,OT-00625,EtherNetIP,YES,NO,YES
PLT-06,OT-00547,OT-00555,IEC104,YES,YES,YES
PLT-06,OT-00582,OT-00602,ModbusTCP,YES,YES,YES
PLT-06,OT-00564,OT-00593,VendorSerial,YES,YES,YES
PLT-06,OT-00562,OT-00577,OPC_DA,YES,NO,YES
PLT-06,OT-00600,OT-00616,IEC104,YES,NO,YES
PLT-06,OT-00536,OT-00569,OPC_UA,YES,YES,YES
PLT-06,OT-00632,OT-00601,DNP3,YES,YES,YES
PLT-06,OT-00544,OT-00560,IEC61850,NO,YES,YES
PLT-06,OT-00562,OT-00610,PROFIBUS,YES,YES,YES
PLT-06,OT-00538,OT-00600,DNP3,YES,YES,YES
PLT-06,OT-00628,OT-00557,PROFINET,YES,YES,YES
PLT-06,OT-00599,OT-00577,VendorSerial,YES,YES,YES
PLT-06,OT-00534,OT-00550,VendorSerial,YES,YES,YES
PLT-06,OT-00635,OT-00537,PROFINET,YES,YES,YES
PLT-06,OT-00629,OT-00616,IEC61850,YES,YES,YES
PLT-06,OT-00596,OT-00616,OPC_UA,UNKNOWN,YES,YES
PLT-06,OT-00616,OT-00553,PROFINET,UNKNOWN,YES,NO
PLT-06,OT-00548,OT-00634,PROFIBUS,YES,YES,YES
PLT-06,OT-00589,OT-00553,OPC_UA,YES,YES,YES
PLT-06,OT-00570,OT-00588,OPC_UA,YES,YES,YES
PLT-06,OT-00601,OT-00578,IEC104,YES,YES,YES
PLT-06,OT-00598,OT-00533,PROFIBUS,YES,YES,NO
PLT-06,OT-00557,OT-00552,DNP3,YES,YES,NO
PLT-06,OT-00567,OT-00630,ModbusTCP,YES,YES,YES
PLT-06,OT-00635,OT-00564,PROFIBUS,YES,YES,YES
PLT-06,OT-00558,OT-00549,PROFIBUS,YES,YES,NO
PLT-06,OT-00601,OT-00553,EtherNetIP,YES,YES,YES
PLT-06,OT-00603,OT-00627,DNP3,YES,YES,YES
PLT-06,OT-00552,OT-00612,PROFINET,YES,YES,YES
PLT-06,OT-00577,OT-00611,EtherNetIP,YES,YES,YES
PLT-06,OT-00583,OT-00624,OPC_DA,YES,YES,YES
PLT-06,OT-00535,OT-00565,OPC_DA,YES,NO,NO
PLT-06,OT-00583,OT-00634,DNP3,YES,YES,YES
PLT-06,OT-00589,OT-00606,VendorSerial,YES,YES,YES
PLT-06,OT-00614,OT-00622,VendorSerial,YES,YES,YES
PLT-06,OT-00609,OT-00557,OPC_UA,YES,YES,NO
PLT-06,OT-00585,OT-00554,IEC104,YES,YES,NO
PLT-06,OT-00556,OT-00599,VendorSerial,YES,NO,YES
PLT-06,OT-00551,OT-00587,PROFIBUS,YES,YES,YES
PLT-06,OT-00608,OT-00536,OPC_DA,YES,NO,NO
PLT-06,OT-00549,OT-00588,DNP3,YES,NO,YES
PLT-06,OT-00628,OT-00560,EtherNetIP,NO,NO,YES
PLT-06,OT-00549,OT-00601,EtherNetIP,YES,YES,YES
PLT-06,OT-00555,OT-00621,ModbusTCP,YES,YES,NO
PLT-06,OT-00566,OT-00581,PROFIBUS,YES,YES,NO
PLT-06,OT-00557,OT-00547,IEC104,YES,YES,NO
PLT-06,OT-00621,OT-00589,OPC_UA,NO,YES,YES
PLT-06,OT-00567,OT-00536,ModbusTCP,YES,YES,YES
PLT-06,OT-00562,OT-00634,VendorSerial,YES,YES,NO
PLT-06,OT-00620,OT-00604,PROFIBUS,YES,YES,YES
PLT-06,OT-00610,OT-00622,OPC_DA,UNKNOWN,YES,NO
PLT-06,OT-00557,OT-00616,EtherNetIP,YES,YES,YES
PLT-06,OT-00542,OT-00572,PROFINET,YES,YES,YES
PLT-06,OT-00587,OT-00544,ModbusTCP,YES,YES,NO
PLT-06,OT-00615,OT-00572,DNP3,YES,YES,YES
PLT-06,OT-00562,OT-00624,PROFIBUS,YES,NO,NO
PLT-06,OT-00577,OT-00569,OPC_UA,UNKNOWN,NO,YES
PLT-06,OT-00610,OT-00536,DNP3,YES,YES,YES
PLT-06,OT-00555,OT-00622,OPC_UA,YES,YES,YES
PLT-06,OT-00614,OT-00591,IEC61850,YES,YES,YES
PLT-06,OT-00610,OT-00617,EtherNetIP,YES,NO,NO
PLT-06,OT-00634,OT-00535,OPC_DA,YES,YES,YES
PLT-06,OT-00540,OT-00567,ModbusTCP,YES,YES,YES
PLT-06,OT-00595,OT-00547,ModbusTCP,YES,YES,NO
